类型ID,怪物ID,名称,朝向x,朝向y,朝向z,x,y,z,广播类型（0不广播1死亡广播2复活广播4死亡文字广播8定时广播16首次出生广播32自杀广播）,广播所对应广播ID,广播参数,位置索引（需要保持唯一）,掉落经验类型(1单独2周围3己方全部),死亡加经验,掉落天赋类型(1单独2周围3己方全部4补刀掉落5补刀加失败分成),死亡加天赋点,补刀掉落类型衰减系数,掉落buff类型(1单独2周围3己方全部),BuffID,buff等级,掉落经验buff范围,掉落天赋范围,累积多少次数刷怪（处理三波刷怪问题）,同步累积次数索引行(读取本表位置索引),战斗信号标志位,气势掉落路径上路中路下路全部路对应 1 2 4 7,气势掉落值
2042,2204,碎石晶魔,0,34,0,150.1,33.64228,215.2,0,,0,1687,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2042,2204,碎石晶魔,0,36,0,161.6,34.40953,215.2,0,,0,1688,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2042,2213,红核晶魔,0,35,0,162.1877,32.03983,227.1094,0,,0,1689,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2043,2201,红核晶魔,0,67,0,327.8738,43.54,134.465,0,,0,1690,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2043,2204,碎石晶魔,0,65,0,325.3367,42.0555,149.8555,0,,0,1691,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2043,2204,碎石晶魔,0,65,0,333.391,41.72642,150.0717,0,,0,1692,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2043,2204,碎石晶魔,0,65,0,329.137,41.78402,147.4726,0,,0,1693,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2043,2204,碎石晶魔,0,67,0,324.2746,45.57293,132.948,0,,0,1694,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2043,2204,碎石晶魔,0,68,0,332.4736,42.30345,133.9846,0,,0,1695,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2043,2204,碎石晶魔,0,68,0,328.0338,44.30502,130.6959,0,,0,1696,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2043,2213,红核晶魔,0,65,0,329.305,41.8259,150.6117,0,,0,1697,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2044,2202,红核晶魔,0,48,0,122.7903,43.60678,108.1,0,,0,1698,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2044,2204,碎石晶魔,0,38,0,98.16357,43.42255,121.6846,0,,0,1699,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2044,2204,碎石晶魔,0,40,0,105.8745,43.42255,122.5482,0,,0,1700,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2044,2204,碎石晶魔,0,40,0,101.8312,43.42255,119.3043,0,,0,1701,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2044,2204,碎石晶魔,0,47,0,117.692,43.42255,107.2998,0,,0,1702,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2044,2204,碎石晶魔,0,49,0,126.8535,44.33325,107.1925,0,,0,1703,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2044,2204,碎石晶魔,0,49,0,122.4539,43.6378,103.9355,0,,0,1704,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2044,2202,红核晶魔,0,39,0,101.72,43.42255,123.3812,0,,0,1705,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2045,2204,碎石晶魔,0,-49,0,-305.2123,54.49358,271.2994,0,,0,1706,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2045,2204,碎石晶魔,0,-48,0,-298.9123,54.07407,271.8994,0,,0,1707,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2045,2201,红核晶魔,0,-47,0,-286.5123,53.7962,275.4994,0,,0,1708,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2045,2204,碎石晶魔,0,-47,0,-291.3123,53.83191,272.2994,0,,0,1709,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2045,2204,碎石晶魔,0,-47,0,-283.5123,53.74688,272.7994,0,,0,1710,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2045,2213,红核晶魔,0,-48,0,-302.0123,54.32365,274.6994,0,,0,1711,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2046,2204,碎石晶魔,0,-40,0,-259.1123,54.66591,310.4558,0,,0,1712,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2046,2204,碎石晶魔,0,-39,0,-249.6123,54.66591,310.2558,0,,0,1713,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2046,2201,红核晶魔,0,-37,0,-235.8123,54.66591,315.1558,0,,0,1714,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2046,2204,碎石晶魔,0,-38,0,-239.9123,54.66591,310.8558,0,,0,1715,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2046,2204,碎石晶魔,0,-37,0,-233.4123,54.66591,311.9558,0,,0,1716,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2046,2213,红核晶魔,0,-40,0,-254.1123,54.66591,313.6558,0,,0,1717,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2047,2201,红核晶魔,0,-49,0,-252.6123,55.16948,225.3994,0,,0,1718,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2047,2204,碎石晶魔,0,-50,0,-255.8123,55.16948,221.9994,0,,0,1719,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2047,2204,碎石晶魔,0,-47,0,-234.1123,54.40038,223.4994,0,,0,1720,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2047,2204,碎石晶魔,0,-48,0,-241.9123,55.13959,222.9994,0,,0,1721,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2047,2204,碎石晶魔,0,-49,0,-249.5123,55.16948,222.5994,0,,0,1722,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2047,2213,红核晶魔,0,-47,0,-237.1123,54.84895,226.1994,0,,0,1723,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2048,2201,红核晶魔,0,-40,0,-195.9123,54.66591,237.5994,0,,0,1724,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2048,2204,碎石晶魔,0,-41,0,-199.1123,54.65857,234.1994,0,,0,1725,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2048,2204,碎石晶魔,0,-37,0,-177.4123,54.66591,235.6994,0,,0,1726,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2048,2204,碎石晶魔,0,-39,0,-185.2123,54.66591,235.1994,0,,0,1727,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2048,2204,碎石晶魔,0,-40,0,-192.8123,54.66591,234.7994,0,,0,1728,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2048,2213,红核晶魔,0,-38,0,-180.4123,54.66591,238.3994,0,,0,1729,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2049,2201,红核晶魔,0,-14,0,-52.79497,45.8763,222.1964,0,,0,1730,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2049,2204,碎石晶魔,0,-17,0,-67.15916,45.8763,233.4363,0,,0,1731,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2049,2204,碎石晶魔,0,-18,0,-72.01237,45.87927,229.9931,0,,0,1732,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2049,2204,碎石晶魔,0,-15,0,-58.03496,45.91431,221.8625,0,,0,1733,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2049,2204,碎石晶魔,0,-13,0,-47.70921,45.4879,221.6349,0,,0,1734,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2049,2204,碎石晶魔,0,-14,0,-52.86113,45.8763,218.5094,0,,0,1735,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2049,2204,碎石晶魔,0,-19,0,-76.44667,45.8763,233.0837,0,,0,1736,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2049,2213,红核晶魔,0,-18,0,-72.2,45.8763,233.6,0,,0,1737,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2050,2201,红核晶魔,0,-73,0,-361.0777,58.12769,114.9453,0,,0,1738,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2050,2204,碎石晶魔,0,-76,0,-377.8289,53.48975,96.45851,0,,0,1739,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2050,2204,碎石晶魔,0,-76,0,-369.1901,56.10758,96.93178,0,,0,1740,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2050,2204,碎石晶魔,0,-76,0,-373.7274,53.67976,93.7032,0,,0,1741,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2050,2204,碎石晶魔,0,-73,0,-365.4691,58.36198,112.685,0,,0,1742,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2050,2204,碎石晶魔,0,-73,0,-356.5972,57.62596,113.1163,0,,0,1743,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2050,2204,碎石晶魔,0,-73,0,-361.3066,58.28888,111.3812,0,,0,1744,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2050,2213,红核晶魔,0,-76,0,-373.59,55.03342,97.8,0,,0,1745,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2051,2202,红核晶魔,0,-73,0,-125.5,38.97281,40.7,0,,0,1746,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2051,2204,碎石晶魔,0,-69,0,-140.7,38.97281,54.1,0,,0,1747,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2051,2204,碎石晶魔,0,-68,0,-130.1,38.97281,53.9,0,,0,1748,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2051,2204,碎石晶魔,0,-70,0,-135.6,38.97281,51.7,0,,0,1749,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2051,2204,碎石晶魔,0,-74,0,-130.3,38.97281,37.6,0,,0,1750,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2051,2204,碎石晶魔,0,-74,0,-126,38.97281,36.2,0,,0,1751,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2051,2204,碎石晶魔,0,-73,0,-121.7,38.97281,37.5,0,,0,1752,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2051,2202,红核晶魔,0,-68,0,-135.5,38.97281,56.5,0,,0,1753,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2052,2202,红核晶魔,0,-42,0,-56.00006,39.86613,62.42999,0,,0,1754,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2052,2204,碎石晶魔,0,-39,0,-61.91336,38.97281,78.77014,0,,0,1755,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2052,2204,碎石晶魔,0,-43,0,-72.29202,38.97281,80.01495,0,,0,1756,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2052,2204,碎石晶魔,0,-41,0,-65.81207,38.97281,77.39404,0,,0,1757,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2052,2204,碎石晶魔,0,-45,0,-61.1102,39.10938,62.10114,0,,0,1758,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2052,2204,碎石晶魔,0,-40,0,-50.51746,41.7133,61.57733,0,,0,1759,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2052,2204,碎石晶魔,0,-44,0,-56.00305,39.98412,58.09436,0,,0,1760,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2052,2202,红核晶魔,0,-40,0,-65.91785,38.97281,81.30908,0,,0,1761,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2053,2201,红核晶魔,0,79,0,-354.7656,16.834,-65.8297,0,,0,1762,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2053,2204,碎石晶魔,0,78,0,-375.6325,16.84593,-73.9613,0,,0,1763,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2053,2204,碎石晶魔,0,78,0,-365.1805,16.834,-74.0557,0,,0,1764,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2053,2204,碎石晶魔,0,78,0,-371.2445,16.834,-76.8656,0,,0,1765,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2053,2204,碎石晶魔,0,79,0,-359.1895,16.834,-66.537,0,,0,1766,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2053,2204,碎石晶魔,0,79,0,-350.588,16.834,-66.5716,0,,0,1767,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2053,2204,碎石晶魔,0,78,0,-354.9222,16.834,-69.6317,0,,0,1768,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2053,2213,红核晶魔,0,78,0,-370.1,16.834,-73.1,0,,0,1769,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2054,2204,碎石晶魔,0,52,0,-374.7418,14.10556,-288,0,,0,1770,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2054,2204,碎石晶魔,0,52,0,-368.5997,14.10556,-287.8,0,,0,1771,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2054,2201,红核晶魔,0,52,0,-371.7,14.10556,-286.8,0,,0,1772,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2055,2204,碎石晶魔,0,43,0,-393.8,14.10556,-417.6,0,,0,1773,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2055,2204,碎石晶魔,0,42,0,-389.7,14.10556,-419.8,0,,0,1774,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2055,2213,红核晶魔,0,43,0,-389.7,14.10556,-416.5,0,,0,1775,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2056,2204,碎石晶魔,0,40,0,-347.5793,14.10556,-408.4,0,,0,1776,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2056,2204,碎石晶魔,0,39,0,-337.5956,14.10556,-407.8,0,,0,1777,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2056,2201,红核晶魔,0,40,0,-342.6652,14.10556,-407.4,0,,0,1778,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2057,2204,碎石晶魔,0,22,0,-163.2,23.2614,-398.4,0,,0,1779,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2057,2204,碎石晶魔,0,21,0,-155.3,23.2614,-398.5,0,,0,1780,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2057,2213,红核晶魔,0,21,0,-159,23.2614,-397.5,0,,0,1781,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2058,2204,碎石晶魔,0,17,0,-109.7,43.15702,-344.8,0,,0,1782,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2058,2204,碎石晶魔,0,16,0,-102,43.15702,-344.7,0,,0,1783,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2058,2202,红核晶魔,0,17,0,-105.9,43.15702,-343.4,0,,0,1784,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2059,2204,碎石晶魔,0,52,0,-227,26.6399,-171.9,0,,0,1785,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2059,2204,碎石晶魔,0,51,0,-219.3,26.85873,-172.9,0,,0,1786,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2059,2202,红核晶魔,0,52,0,-223.1,26.66553,-171.3,0,,0,1787,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2060,2204,碎石晶魔,0,-37,0,308.2668,38.39167,-413.2827,0,,0,1788,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2060,2204,碎石晶魔,0,-38,0,315.387,38.61716,-413.9766,0,,0,1789,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2060,2202,红核晶魔,0,-38,0,312.12,38.31697,-411.37,0,,0,1790,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2061,2204,碎石晶魔,0,-27,0,204.77,38.96291,-412.7697,0,,0,1791,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2061,2204,碎石晶魔,0,-28,0,211.9487,38.71722,-412.0056,0,,0,1792,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2061,2202,红核晶魔,0,-27,0,208.3,38.808,-411.5,0,,0,1793,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2062,2204,碎石晶魔,0,-46,0,366.7054,38.40192,-355.3541,0,,0,1794,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2062,2204,碎石晶魔,0,-47,0,372.3671,39.4234,-355.9366,0,,0,1795,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2062,2201,红核晶魔,0,-47,0,369.9052,38.7748,-354.0676,0,,0,1796,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2063,2204,碎石晶魔,0,-17,0,109.8,55.47161,-382.7,0,,0,1797,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2063,2204,碎石晶魔,0,-17,0,116.1,54.85817,-382.1,0,,0,1798,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2063,2213,红核晶魔,0,-17,0,113.2,55.44415,-381,0,,0,1799,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2064,2204,碎石晶魔,0,-24,0,109.8,51.25446,-256.2,0,,0,1800,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2064,2204,碎石晶魔,0,-25,0,116.1,49.46266,-255.6,0,,0,1801,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2064,2202,红核晶魔,0,-24,0,113.2,49.71259,-254.5,0,,0,1802,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2065,2204,碎石晶魔,0,-47,0,207.9,59.68239,-198.4,0,,0,1803,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2065,2204,碎石晶魔,0,-48,0,214,60.85799,-198.3,0,,0,1804,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2065,2202,红核晶魔,0,-48,0,211.1,60.27476,-196.7,0,,0,1805,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2066,2204,碎石晶魔,0,-63,0,353.2738,61.70674,-180.1059,0,,0,1806,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2066,2204,碎石晶魔,0,-64,0,359.0813,61.70674,-180.2133,0,,0,1807,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2066,2201,红核晶魔,0,-64,0,356.0811,61.70674,-178.969,0,,0,1808,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2067,2204,碎石晶魔,0,31,0,270.537,42.34215,441.2651,0,,0,1809,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2067,2204,碎石晶魔,0,30,0,264.6727,42.57437,440.5639,0,,0,1810,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2067,2202,红核晶魔,0,31,0,267.062,42.44862,438.0306,0,,0,1811,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2068,2204,碎石晶魔,0,47,0,380.7886,43.52325,346.0929,0,,0,1812,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2068,2204,碎石晶魔,0,48,0,386.6954,43.77536,345.9424,0,,0,1813,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2068,2202,红核晶魔,0,47,0,383.8864,43.60709,347.3894,0,,0,1814,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2069,2204,碎石晶魔,0,42,0,204.7,28.05905,224.1,0,,0,1815,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2069,2204,碎石晶魔,0,44,0,217.7,28.05905,224.4,0,,0,1816,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2069,2201,红核晶魔,0,43,0,211.4,28.05905,226.3,0,,0,1817,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2070,2204,碎石晶魔,0,71,0,395.1042,38.68898,135.2761,0,,0,1818,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2070,2204,碎石晶魔,0,70,0,385.6185,38.77901,135.2325,0,,0,1819,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2070,2213,红核晶魔,0,70,0,390.3,38.71135,136.257,0,,0,1820,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2071,2204,碎石晶魔,0,59,0,228.6147,59.25298,133.5074,0,,0,1821,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2071,2204,碎石晶魔,0,60,0,235.1168,59.238,133.5757,0,,0,1822,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2071,2202,红核晶魔,0,59,0,232.5648,59.25298,134.9643,0,,0,1823,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2072,2204,碎石晶魔,0,9,0,33.84927,36.10389,192.9525,0,,0,1824,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2072,2204,碎石晶魔,0,12,0,42.15915,36.87531,192.2396,0,,0,1825,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2072,2202,红核晶魔,0,11,0,38.66129,36.21483,195.184,0,,0,1826,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2073,2204,碎石晶魔,0,-15,0,-77.34024,45.8763,309.92,0,,0,1827,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2073,2204,碎石晶魔,0,-13,0,-66.84619,45.8763,311.2552,0,,0,1828,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2073,2201,红核晶魔,0,-14,0,-72.09229,45.8763,311.7894,0,,0,1829,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2074,2204,碎石晶魔,0,-48,0,-395.3077,40.14475,367.0856,0,,0,1830,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2074,2204,碎石晶魔,0,-47,0,-389.107,40.14475,367.4084,0,,0,1831,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2074,2213,红核晶魔,0,-47,0,-392.0028,40.14475,368.7646,0,,0,1832,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2075,2204,碎石晶魔,0,-78,0,-435.7004,38.15868,94.6642,0,,0,1833,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2075,2204,碎石晶魔,0,-78,0,-428.646,39.84249,94.21888,0,,0,1834,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2075,2213,红核晶魔,0,-78,0,-431.8,39.29875,95.8,0,,0,1835,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2076,2204,碎石晶魔,0,-70,0,-241.5863,51.84537,90.66217,0,,0,1836,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2076,2204,碎石晶魔,0,-69,0,-233.76,51.03457,90.48376,0,,0,1837,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2076,2202,红核晶魔,0,-69,0,-238.1,51.77946,91.99011,0,,0,1838,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2077,2204,碎石晶魔,0,-41,0,-120.4931,39.01859,140.4208,0,,0,1839,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2077,2204,碎石晶魔,0,-40,0,-113.7326,39.50996,139.7831,0,,0,1840,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2077,2202,红核晶魔,0,-40,0,-116.784,39.40998,141.5587,0,,0,1841,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2078,2204,碎石晶魔,0,78,0,-98.8,44.70628,-19.62698,0,,0,1842,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2078,2204,碎石晶魔,0,78,0,-92.9,46.61143,-19.00397,0,,0,1843,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2078,2202,红核晶魔,0,79,0,-96.1,45.19969,-18.35001,0,,0,1844,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2079,2204,碎石晶魔,0,71,0,-309.0378,27.66619,-106.1312,0,,0,1845,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2079,2204,碎石晶魔,0,71,0,-316.4231,29.84387,-107.1953,0,,0,1846,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2079,2201,红核晶魔,0,71,0,-312.4,26.23887,-103.8,0,,0,1847,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2080,2204,碎石晶魔,0,88,0,-309.0378,34.45898,-5.4312,0,,0,1848,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2080,2204,碎石晶魔,0,88,0,-316.4231,34.45898,-6.495256,0,,0,1849,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2080,2213,红核晶魔,0,89,0,-312.4,34.45898,-3.1,0,,0,1850,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2081,2204,碎石晶魔,0,-8,0,-19.65073,54.26305,139.9525,0,,0,1851,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2081,2204,碎石晶魔,0,-5,0,-11.34085,54.26305,139.2396,0,,0,1852,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2081,2202,红核晶魔,0,-6,0,-14.83871,54.26305,142.184,0,,0,1853,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
12017,2201,红核晶魔,0,-47,0,96.3,43.35723,-91.8832,0,,0,1854,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
12017,2204,碎石晶魔,0,-45,0,92.2,43.70676,-93.8758,0,,0,1855,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
12017,2204,碎石晶魔,0,-48,0,101.3,42.73293,-94.1399,0,,0,1856,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
12017,2213,红核晶魔,0,-56,0,98.60001,43.68533,-67.50133,0,,0,1857,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
12017,2204,碎石晶魔,0,-54,0,93.7,44.00327,-69.97447,0,,0,1858,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
12017,2204,碎石晶魔,0,-56,0,102.5,43.39571,-71.35771,0,,0,1859,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
12017,2169,深渊泰坦,0,-47,0,86.8,44.10923,-81.2,0,,0,1860,2,300,3,1000,0.8,2,3068,1,20,20,0,0,0,,
12018,2201,红核晶魔,0,-56,0,184.9,47.6388,-128.2,0,,0,1861,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
12018,2204,碎石晶魔,0,-55,0,181,47.01346,-129.8,0,,0,1862,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
12018,2204,碎石晶魔,0,-56,0,188.4,48.5315,-130.9,0,,0,1863,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
12018,2213,红核晶魔,0,-54,0,199.6,50.10824,-148.3404,0,,0,1864,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
12018,2204,碎石晶魔,0,-53,0,196.4,48.96958,-150.6849,0,,0,1865,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
12018,2204,碎石晶魔,0,-53,0,201.6,49.89772,-153.1557,0,,0,1866,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
12018,2169,深渊泰坦,0,-56,0,197.3,49.8124,-136.6,0,,0,1867,2,300,3,1000,0.8,2,3068,1,20,20,0,0,0,,
12019,2201,红核晶魔,0,-55,0,-314.4279,55.51632,221.7299,0,,0,1868,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
12019,2204,碎石晶魔,0,-55,0,-310.9088,55.31034,220.3444,0,,0,1869,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
