技能ID,职业,备注,技能类型,技能名称,技能描述,技能图标,预备光效,施法光效,被击光效,怪物被击光效,预备动画,施法动画,被击动画,怪物被击动画,预备音效,施法音效,被击音效,击中音效,准备时间,打断标志,持续时间,僵持时间,移动僵持时间,转向僵持时间,冷却ID,消耗法力,消耗体力,消耗能量,技能威力,等级系数,攻击百分比(float),穿透百分比(float),固定仇恨值,仇恨值百分比,选择目标类型,目标类型,伤害类型,技能效果类型,命中时间,攻击类型,攻击次数,攻击时间,同目标伤害次数,最大攻击目标数量,选择范围(float),攻击范围(float),攻击衰减(float),攻击衰减上限(float),技能距离(float),飞行速度(float),使用技能高度(float),技能攻击高度(float),死亡效果类型,技能默认选择类型,技能智能选择类型,技能常规选择类型,技能快捷施法选择类型,技能使用类型,技能使用标识,技能被动事件,技能标识,技能命令优先级,技能描画类型
748,VOCATION_BAGE,8_8_6_大,SPELL_TYPE_CAST,$废弃,1,196,0,3806,3803,3803,0,0,0,0,0,4104,0,0,0,0,300,300,400,0,5601,0,0,0,0,0,0,0,0,0,2719864,2719864,2,106538,100,INSTANT_AOE,1,0,1,20,0,300,0,100,1500,0,0,1000,DeadEffect_Normal,2,12583810,4195202,4194690,524932,12288,8,0,10,1704
767,VOCATION_BAGE,8_9_R大招,SPELL_TYPE_CAST,$废弃,$[b][size=25][yellow]石林突刺[orange]（[SKILLSLOT=2]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]深渊领主召唤土系元素集聚自身周围，从地面突出无数道尖形石锥形成圆形石林，处于石林范围内的所有敌人受到魔法伤害，并且石林持续[orange]4[/orange]秒（再次激活可使石林消失）[/blue]<br>法术伤害：[orange]335[/orange] [red]（+[MA=100]）[/red]点<br>消耗法力：[orange]150[/orange]点<br>冷却时间：[orange] [CD1=5610][/orange]秒[/size],198,0,0,0,0,0,0,0,0,0,4106,0,0,0,4,100,100,0,0,5696,0,0,0,0,0,0,0,1,0,0,2719864,2,98346,0,INSTANT_AOE,1,0,1,50,0,800,0,100,0,0,0,1000,DeadEffect_Back,2,1,1,1,36208902,4096,8,0,10,664
1289,VOCATION_DIDI,0_0_普攻范围伤害,SPELL_TYPE_INSTANT,$普通攻击,$普通攻击,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,20,0,0,0,2720632,2720632,1,84496,0,INSTANT_AOE,1,0,1,5,0,150,0,0,0,0,0,1000,DeadEffect_Normal,1,130,130,130,144007,0,8,0,20,0
900,VOCATION_DIDI,0_1_普攻1,SPELL_TYPE_CAST,$普通攻击,1,3,4200,4203,4202;302,4202;302,a01,0,R_q,R_q,4200,0,4202,4202,200,4,200,250,0,0,5799,0,0,0,1,0,52,0,120,0,2720632,2720632,1,3164181,0,FLY_BOMB,1,0,1,5,150,150,0,100,1300,1000,0,200,DeadEffect_FrostBlast,1,16578,16578,16578,151818700,2432,8,582,0,0
901,VOCATION_DIDI,0_2_普攻2,SPELL_TYPE_CAST,$普通攻击,1,3,4207,4205,302,302,a03,0,R_q,R_q,4216,0,4203,4203,800,4,800,850,0,0,5798,0,0,0,1,0,60,0,120,0,2720632,2720632,1,3164181,0,FLY_BOMB,1,0,1,5,150,150,0,100,1300,1300,0,200,DeadEffect_FrostBlast,1,16578,16578,16578,151818700,2432,8,582,0,0
902,VOCATION_DIDI,0_3_普攻3,SPELL_TYPE_CAST,$普通攻击,1,3,4201,4204,4202;302,4202;302,a02,0,R_q,R_q,4201,0,4203,4203,200,4,200,250,0,0,5797,0,0,0,1,0,60,0,120,0,2720632,2720632,1,3164181,0,FLY_BOMB,1,0,1,5,150,150,0,100,1300,1000,0,200,DeadEffect_FrostBlast,1,16578,16578,16578,151818700,2432,8,582,0,0
903,VOCATION_DIDI,1_1_被动,SPELL_TYPE_CAST,$水疗治愈,$[b][size=25][yellow]水疗治愈[/yellow][/size][/b]<br>[size=20]每次施法技能时回复自己[LEVEL=256+35][blue](+[MA=15])[/blue]点生命值[/size],185,0,4208;4210,0,0,0,a04,R_q,R_q,0,0,0,0,0,4,100,100,0,0,5796,0,0,0,1,0,70,0,120,0,2720632,2720632,1,18453,0,FLY_SINGLE,1,0,1,1,0,100,0,100,1000,2000,0,200,DeadEffect_Smash,1,66,66,66,17073548,4096,8,70,0,0
904,VOCATION_DIDI,2_1_Q技能1,SPELL_TYPE_CAST,$泡泡水弹,$[b][size=25][yellow]泡泡水弹[orange]（[SKILLSLOT=0]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]唤潮鱼人制造一个泡泡向前飞行，被气泡打中的目标将被包裹[orange]1.5[/orange]秒[/blue]<br>法术伤害：[orange][LEVEL=1197+170][/orange][red]（+[MA=70]）[/red]点<br>消耗法力：[orange]70[/orange]点<br>冷却时间：[orange] [CD1=5700][/orange]秒[/size],186,0,4208;4210,0,0,b01,0,0,0,4204,0,0,0,300,4,300,300,0,0,5700,-70,0,0,170,1197,70,2,120,0,0,2719864,2,163881,0,FLY_LINE,1,0,1,1,0,200,0,100,2000,2000,0,500,DeadEffect_Normal,2,8405890,17282,16770,2130820,4096,8,2,10,66
905,VOCATION_DIDI,2_2_Q技能2,SPELL_TYPE_CAST,$泡泡水弹,$[b][size=25][yellow]泡泡水弹[orange]（[SKILLSLOT=0]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]唤潮鱼人制造一个泡泡向前飞行，被气泡打中的目标将被包裹[orange]1.5[/orange]秒[/blue]<br>法术伤害：[orange][LEVEL=1100+50][/orange][red]（+[MA=80]）[/red]点<br>消耗法力：[orange]70[/orange]点<br>冷却时间：[orange] [CD1=5700][/orange]秒[/size],186,0,4208;4210,0,0,b01,0,0,0,4204,0,0,0,300,4,300,300,0,0,5700,-70,0,0,50,1100,80,3,120,0,0,2719864,2,163881,0,FLY_LINE,1,0,1,1,0,200,0,100,2000,2000,0,500,DeadEffect_Normal,2,8405890,17282,16770,2130820,4096,8,2,10,66
906,VOCATION_DIDI,2_3_Q技能3,SPELL_TYPE_CAST,$泡泡水弹,$[b][size=25][yellow]泡泡水弹[orange]（[SKILLSLOT=0]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]唤潮鱼人制造一个泡泡向前飞行，被气泡打中的目标将被包裹[orange]1.5[/orange]秒[/blue]<br>法术伤害：[orange][LEVEL=1100+50][/orange][red]（+[MA=80]）[/red]点<br>消耗法力：[orange]70[/orange]点<br>冷却时间：[orange] [CD1=5700][/orange]秒[/size],186,0,4208;4210,0,0,b01,0,0,0,4204,0,0,0,300,4,300,300,0,0,5700,-70,0,0,50,1100,80,4,120,0,0,2719864,2,163881,0,FLY_LINE,1,0,1,1,0,200,0,100,2000,2000,0,500,DeadEffect_Normal,2,8405890,17282,16770,2130820,4096,8,2,10,66
907,VOCATION_DIDI,2_4_Q技能4,SPELL_TYPE_CAST,$泡泡水弹,$[b][size=25][yellow]泡泡水弹[orange]（[SKILLSLOT=0]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]唤潮鱼人制造一个泡泡向前飞行，被气泡打中的目标将被包裹[orange]1.5[/orange]秒[/blue]<br>法术伤害：[orange][LEVEL=1100+50][/orange][red]（+[MA=80]）[/red]点<br>消耗法力：[orange]70[/orange]点<br>冷却时间：[orange] [CD1=5700][/orange]秒[/size],186,0,4208;4210,0,0,b01,0,0,0,4204,0,0,0,300,4,300,300,0,0,5700,-70,0,0,50,1100,80,5,120,0,0,2719864,2,163881,0,FLY_LINE,1,0,1,1,0,200,0,100,2000,2000,0,500,DeadEffect_Normal,2,8405890,17282,16770,2130820,4096,8,2,10,66
908,VOCATION_DIDI,2_5_Q技能5,SPELL_TYPE_CAST,$泡泡水弹,$[b][size=25][yellow]泡泡水弹[orange]（[SKILLSLOT=0]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]唤潮鱼人制造一个泡泡向前飞行，被气泡打中的目标将被包裹[orange]1.5[/orange]秒[/blue]<br>法术伤害：[orange][LEVEL=1100+50][/orange][red]（+[MA=80]）[/red]点<br>消耗法力：[orange]70[/orange]点<br>冷却时间：[orange] [CD1=5700][/orange]秒[/size],186,0,4208;4210,0,0,b01,0,0,0,4204,0,0,0,300,4,300,300,0,0,5700,-70,0,0,50,1100,80,6,120,0,0,2719864,2,163881,0,FLY_LINE,1,0,1,1,0,200,0,100,2000,2000,0,500,DeadEffect_Normal,2,8405890,17282,16770,2130820,4096,8,2,10,66
909,VOCATION_DIDI,3_1_E技能1,SPELL_TYPE_CAST,$暗潮小龙卷,$[b][size=25][yellow]暗潮小龙卷[orange]（[SKILLSLOT=1]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]唤潮鱼人指定一个区域出现暗潮，暗潮在[orange]2[/orange]秒后向上冲起，对区域范围内所有敌人造成高伤害[/blue]<br>法术伤害：[orange][LEVEL=1539+215][/orange][red]（+[MA=90]）[/red]点<br>消耗法力：[orange]80[/orange]点<br>冷却时间：[orange] [CD1=5705][/orange]秒[/size],187,0,4213,4214,4214,d01,0,R_q,R_q,0,4215,0,0,0,4,300,300,0,0,5705,-80,0,0,0,0,0,0,120,0,2719864,2719864,4,98345,2000,INSTANT_AOE,1,0,1,10,0,500,0,100,2000,0,0,1000,DeadEffect_Smash,2,12583810,4195202,4194690,2130692,4096,8,6,10,5768
910,VOCATION_DIDI,3_2_E技能2,SPELL_TYPE_CAST,$暗潮小龙卷,$[b][size=25][yellow]暗潮小龙卷[orange]（[SKILLSLOT=1]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]唤潮鱼人指定一个区域出现暗潮，暗潮在[orange]2[/orange]秒后向上冲起，对区域范围内所有敌人造成高伤害[/blue]<br>法术伤害：[orange][LEVEL=1200+62][/orange][red]（+[MA=100]）[/red]点<br>消耗法力：[orange]80[/orange]点<br>冷却时间：[orange] [CD1=5705][/orange]秒[/size],187,0,4213,4214,4214,d01,0,R_q,R_q,0,4215,0,0,0,4,300,300,0,0,5705,-80,0,0,62,1200,100,0,120,0,2719864,2719864,2,98345,2000,INSTANT_AOE,1,0,1,10,0,500,0,100,2000,0,0,1000,DeadEffect_Smash,2,12583810,4195202,4194690,2130692,4096,8,6,10,5768
911,VOCATION_DIDI,3_3_E技能3,SPELL_TYPE_CAST,$暗潮小龙卷,$[b][size=25][yellow]暗潮小龙卷[orange]（[SKILLSLOT=1]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]唤潮鱼人指定一个区域出现暗潮，暗潮在[orange]2[/orange]秒后向上冲起，对区域范围内所有敌人造成高伤害[/blue]<br>法术伤害：[orange][LEVEL=1200+62][/orange][red]（+[MA=100]）[/red]点<br>消耗法力：[orange]80[/orange]点<br>冷却时间：[orange] [CD1=5705][/orange]秒[/size],187,0,4213,4214,4214,d01,0,R_q,R_q,0,4215,0,0,0,4,300,300,0,0,5705,-80,0,0,62,1200,100,0,120,0,2719864,2719864,2,98345,2000,INSTANT_AOE,1,0,1,10,0,500,0,100,2000,0,0,1000,DeadEffect_Smash,2,12583810,4195202,4194690,2130692,4096,8,6,10,5768
912,VOCATION_DIDI,3_4_E技能4,SPELL_TYPE_CAST,$暗潮小龙卷,$[b][size=25][yellow]暗潮小龙卷[orange]（[SKILLSLOT=1]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]唤潮鱼人指定一个区域出现暗潮，暗潮在[orange]2[/orange]秒后向上冲起，对区域范围内所有敌人造成高伤害[/blue]<br>法术伤害：[orange][LEVEL=1200+62][/orange][red]（+[MA=100]）[/red]点<br>消耗法力：[orange]80[/orange]点<br>冷却时间：[orange] [CD1=5705][/orange]秒[/size],187,0,4213,4214,4214,d01,0,R_q,R_q,0,4215,0,0,0,4,300,300,0,0,5705,-80,0,0,62,1200,100,0,120,0,2719864,2719864,2,98345,2000,INSTANT_AOE,1,0,1,10,0,500,0,100,2000,0,0,1000,DeadEffect_Smash,2,12583810,4195202,4194690,2130692,4096,8,6,10,5768
913,VOCATION_DIDI,3_5_E技能5,SPELL_TYPE_CAST,$暗潮小龙卷,$[b][size=25][yellow]暗潮小龙卷[orange]（[SKILLSLOT=1]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]唤潮鱼人指定一个区域出现暗潮，暗潮在[orange]2[/orange]秒后向上冲起，对区域范围内所有敌人造成高伤害[/blue]<br>法术伤害：[orange][LEVEL=1200+62][/orange][red]（+[MA=100]）[/red]点<br>消耗法力：[orange]80[/orange]点<br>冷却时间：[orange] [CD1=5705][/orange]秒[/size],187,0,4213,4214,4214,d01,0,R_q,R_q,0,4215,0,0,0,4,300,300,0,0,5705,-80,0,0,62,1200,100,0,120,0,2719864,2719864,2,98345,2000,INSTANT_AOE,1,0,1,10,0,500,0,100,2000,0,0,1000,DeadEffect_Smash,2,12583810,4195202,4194690,2130692,4096,8,6,10,5768
914,VOCATION_DIDI,4_1_R技能1,SPELL_TYPE_CAST,$潮汐大波浪,$[b][size=25][yellow]潮汐大波浪[orange]（[SKILLSLOT=2]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]唤潮鱼人召唤巨大的浪潮向前方冲击，浪潮会击退所有碰到的敌人[/blue]<br>法术伤害：[orange]335[/orange] [red]（+[MA=100]）[/red]点<br>消耗法力：[orange]150[/orange]点<br>冷却时间：[orange] [CD1=5710][/orange]秒[/size],188,0,4215,4216,4216,e01,0,R_q,R_q,0,0,0,0,300,4,300,300,0,0,5710,-150,0,0,335,0,100,0,120,0,2719864,2719864,2,98345,0,FLY_LINE_REPULSE,1,0,1,20,0,600,0,100,2500,1500,0,300,DeadEffect_Back,2,8405890,17282,16514,2130820,12288,8,7,10,578
915,VOCATION_DIDI,4_2_R技能2,SPELL_TYPE_CAST,$潮汐大波浪,$[b][size=25][yellow]潮汐大波浪[orange]（[SKILLSLOT=2]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]唤潮鱼人召唤巨大的浪潮向前方冲击，浪潮会击退所有碰到的敌人[/blue]<br>法术伤害：[orange]540[/orange] [red]（+[MA=100]）[/red]点<br>消耗法力：[orange]150[/orange]点<br>冷却时间：[orange] [CD1=5710][/orange]秒[/size],188,0,4215,4216,4216,e01,0,R_q,R_q,0,0,0,0,300,4,300,300,0,0,5710,-150,0,0,540,0,100,0,120,0,2719864,2719864,2,98345,0,FLY_LINE_REPULSE,1,0,1,20,0,600,0,100,2500,1500,0,300,DeadEffect_Back,2,8405890,17282,16514,2130820,12288,8,7,10,578
916,VOCATION_DIDI,4_3_R技能3,SPELL_TYPE_CAST,$潮汐大波浪,$[b][size=25][yellow]潮汐大波浪【3级】[orange]（[SKILLSLOT=2]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]唤潮鱼人召唤巨大的浪潮向前方冲击，浪潮会击退所有碰到的敌人[/blue]<br>法术伤害：250/400/[orange]550[/orange] [red]（+[MA=100]）[/red]点<br>消耗法力：[orange]120[/orange]点<br>冷却时间：[CD1=5710]/[CD2=5711]/[orange] [CD3=5712][/orange]秒[/size],188,0,4215,4216,4216,e01,0,R_q,R_q,0,0,0,0,300,4,300,300,0,0,5710,-120,0,0,450,0,100,0,120,0,2719864,2719864,2,98345,0,FLY_LINE_REPULSE,1,0,1,20,0,600,0,100,2500,1500,0,300,DeadEffect_Back,2,8405890,17282,16514,2130820,12288,8,7,10,578
1314,VOCATION_DIDI,5_1_翻滚1,SPELL_TYPE_CAST,$前闪,1,26,0,4225,0,0,0,fg01,0,0,0,4217,0,0,0,4,800,800,600,600,1025,0,-40,0,0,0,0,0,1,0,0,0,4,4096,0,FLY_LINE,0,0,0,0,0,0,0,100,600,600,0,1000,DeadEffect_Normal,1,144,144,144,524288,4096,8,256,30,0
1315,VOCATION_DIDI,5_2_翻滚2,SPELL_TYPE_CAST,$后闪,1,26,0,4226,0,0,0,fg02,0,0,0,4217,0,0,0,4,800,800,600,600,1025,0,-40,0,0,0,0,0,1,0,0,0,4,4096,0,FLY_LINE,0,0,0,0,0,0,0,100,-600,600,0,1000,DeadEffect_Normal,1,144,144,144,524288,4096,8,256,30,0
1316,VOCATION_DIDI,5_3_翻滚3,SPELL_TYPE_CAST,$左闪,1,26,0,4227,0,0,0,fg03,0,0,0,4217,0,0,0,4,800,800,600,600,1025,0,-40,0,0,0,0,0,1,0,0,0,4,4096,0,FLY_LINE,0,0,0,0,0,0,0,100,-600,600,0,1000,DeadEffect_Normal,1,176,176,176,524288,4096,8,256,30,0
1317,VOCATION_DIDI,5_4_翻滚4,SPELL_TYPE_CAST,$右闪,1,26,0,4228,0,0,0,fg04,0,0,0,4217,0,0,0,4,800,800,600,600,1025,0,-40,0,0,0,0,0,1,0,0,0,4,4096,0,FLY_LINE,0,0,0,0,0,0,0,100,600,600,0,1000,DeadEffect_Normal,1,176,176,176,524288,4096,8,256,30,0
878,VOCATION_DIDI,949_技能描述,SPELL_TYPE_CAST,$弹弹乐范围选择,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4,0,0,INSTANT_AOE,1,0,1,1,700,700,0,100,5000,0,0,1000,DeadEffect_Normal,1,1,1,1,405504,4096,8,0,0,0
879,VOCATION_DIDI,950_技能描述,SPELL_TYPE_CAST,$弹弹乐飞行,empty,0,0,4219,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2,0,0,FLY_SINGLE,1,0,1,1,300,150,0,100,5000,500,0,1000,DeadEffect_Normal,1,0,0,0,275216,4096,8,0,0,0
881,VOCATION_DIDI,951_技能描述,SPELL_TYPE_CAST,$海洋空间,empty,0,0,4222,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,70,513,30,0,0,0,2719864,2719864,2,98345,2000,INSTANT_AOE,1,0,1,10,500,500,0,100,5000,0,0,1000,DeadEffect_Normal,1,0,0,0,274432,4096,8,0,0,0
882,VOCATION_DIDI,953_技能描述,SPELL_TYPE_CAST,$泡泡糖伤害,empty,0,0,4223,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,95,684,40,0,0,0,2719864,2719864,2,98345,0,INSTANT_LINE,1,0,1,20,300,150,0,100,1500,0,0,1000,DeadEffect_Normal,1,0,0,0,405504,4096,8,0,0,0
1066,VOCATION_DIDI,959_技能描述,SPELL_TYPE_CAST,$回城,1,37,225;228,0,0,0,hc01,hc03,0,0,1997;1998;22208,22209,0,0,6000,103,6000,300,500,0,1001,0,0,0,0,0,0,0,1,0,1,1,4,0,0,INSTANT_SINGLE,1,0,1,10,0,400,0,100,200,0,0,200,DeadEffect_Normal,1,1,1,1,7,0,8,0,0,0
1290,VOCATION_WUNI,0_0_普攻范围伤害,SPELL_TYPE_INSTANT,$普通攻击,$普通攻击,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,20,0,0,0,2720632,2720632,1,84496,0,INSTANT_AOE,1,0,1,5,0,150,0,0,0,0,0,1000,DeadEffect_Normal,1,130,130,130,144007,0,8,0,20,0
957,VOCATION_WUNI,0_1_被动天赋,SPELL_TYPE_CAST,$冷静之眼,$[b][size=25][yellow]冷静之眼[orange]（被动）[/orange][/yellow][/size][/b]<br>[size=20]魅眼神狙在自身周围15米范围没有敌方英雄干扰时，枪械可以造成更大的伤害，增加自身20%攻击力。[/size],223,0,0,0,0,0,0,R_q,R_q,0,0,0,0,0,4,100,100,0,0,0,0,0,0,1,0,70,0,120,0,2720632,2720632,1,149525,0,FLY_SINGLE,1,0,1,1,0,50,0,100,1000,2000,0,1000,DeadEffect_Smash,1,66,66,66,17073548,0,8,70,0,0
958,VOCATION_WUNI,1_1_普通攻击,SPELL_TYPE_CAST,$普通攻击,1,3,0,4918;4920,4919;302,4919;302,0,a01,R_q,R_q,4300,0,4301,4301,100,4,600,150,0,0,6799,0,0,0,1,0,53,0,120,0,2720632,2720632,1,3164181,0,FLY_BOMB,1,0,1,5,150,150,0,100,1300,10000,0,1000,DeadEffect_Crack,1,16578,16578,16578,151818700,2432,8,582,0,0
959,VOCATION_WUNI,1_2_普通攻击,SPELL_TYPE_CAST,$普通攻击,1,3,0,4918;4920,4919;302,4919;302,0,b01,R_q,R_q,4302;4304,0,4303,4303,100,4,2300,150,0,0,6798,0,0,0,1,0,53,0,120,0,2720632,2720632,1,3164181,0,FLY_BOMB,1,0,1,5,150,150,0,100,1300,10000,0,1000,DeadEffect_Crack,1,16578,16578,16578,151818700,2432,8,582,0,0
960,VOCATION_WUNI,1_3_普通攻击,SPELL_TYPE_CAST,$普通攻击,1,3,0,0,0,0,0,0,R_q,R_q,0,0,0,0,0,4,100,100,0,0,6797,0,0,0,1,0,0,0,120,0,2720632,2720632,1,1067029,100,FLY_SINGLE,1,0,1,1,0,50,0,100,1300,1000,0,1000,DeadEffect_Smash,1,66,66,66,17073548,0,8,70,0,0
961,VOCATION_WUNI,1_4_普通攻击,SPELL_TYPE_CAST,$普通攻击,1,3,0,0,0,0,0,0,R_q,R_q,0,0,0,0,0,4,100,100,0,0,0,0,0,0,1,0,0,0,120,0,2720632,2720632,1,1067029,300,FLY_SINGLE,1,0,1,1,0,50,0,100,1300,1000,0,1000,DeadEffect_Crack,1,16578,16578,16578,17073548,0,8,70,0,0
962,VOCATION_WUNI,1_5_普通攻击,SPELL_TYPE_CAST,$普通攻击,1,3,0,0,0,0,0,0,R_q,R_q,0,0,0,0,0,4,100,100,0,0,5798,0,0,0,1,0,0,0,120,0,2720632,2720632,1,1067029,800,FLY_SINGLE,1,0,1,1,0,50,0,100,1300,1000,0,1000,DeadEffect_Crack,1,16578,16578,16578,17073548,0,8,70,0,0
963,VOCATION_WUNI,2_1_Q技能开镜,SPELL_TYPE_CAST,$精准射击,$[b][size=25][yellow]精准射击[orange]（[SKILLSLOT=0]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]魅眼神狙释放技能后进入瞄准镜模式，使用左键可以对目标造成物理伤害，可以连续射击[orange]3[/orange]枪[/blue]<br>物理伤害：[orange][LEVEL=808+60][/orange][red]（+[PA=80]）[/red]点<br>消耗法力：[orange]25[/orange]点<br>冷却时间：[orange] [CD1=6700][/orange]秒[/size],224,0,0,0,0,0,c01,0,0,4305,0,0,0,0,4,100,100,0,0,6700,0,0,0,0,0,0,0,120,0,2719864,2719864,1,163865,100,INSTANT_LINE,0,0,1,0,5000,150,60,60,5000,4000,0,1000,DeadEffect_Normal,3,1,1,1,2656150,12288,8,2,10,0
964,VOCATION_WUNI,2_2_Q技能攻击,SPELL_TYPE_CAST,$精准射击(伤害),$[b][size=25][yellow]精准射击[orange]（[SKILLSLOT=0]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]魅眼神狙释放技能后进入瞄准镜模式，使用左键可以对目标造成物理伤害，可以连续射击[orange]3[/orange]枪[/blue]<br>物理伤害：[orange][LEVEL=808+60][/orange][red]（+[PA=80]）[/red]点<br>消耗法力：[orange]25[/orange]点<br>冷却时间：[orange] [CD1=6700][/orange]秒[/size],224,0,4903;4904,4911;302,4911;302,0,0,R_q,R_q,4306,0,4308,4308,0,4,500,500,0,0,6706,-25,0,0,60,808,80,0,120,0,2719864,2719864,1,163865,0,INSTANT_LINE,1,0,1,1,5000,100,60,60,5000,30000,0,150,DeadEffect_Normal,1,16400,16400,16400,8946566,12288,8,2,10,0
965,VOCATION_WUNI,2_3_Q技能,SPELL_TYPE_CAST,$一技能备用,$[b][size=25][yellow]瞄准射击[orange]（[SKILLSLOT=0]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]魅眼神狙释放技能后进入瞄准镜模式，使用左键可以对目标造成物理伤害，可以连续射击[orange]3[/orange]枪（使用该技能后，视野扩大到[orange]35[/orange]米）[/blue]<br>物理伤害：[orange][LEVEL=808+60][/orange][red]（+[PA=80]）[/red]点<br>消耗法力：[orange]50[/orange]点<br>冷却时间：[orange] [CD1=6700][/orange][/size],225,0,0,0,0,0,a03_1,0,0,0,0,0,0,160,4,500,0,0,0,0,0,0,0,60,808,80,0,120,0,2720632,2720632,1,180249,100,INSTANT_LINE,1,0,1,0,0,100,60,60,3500,4000,0,1000,DeadEffect_Normal,1,16400,16400,16400,2655638,4096,8,2,10,0
966,VOCATION_WUNI,2_4_Q技能,SPELL_TYPE_CAST,$一技能备用,$[b][size=25][yellow]瞄准射击[orange]（[SKILLSLOT=0]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]魅眼神狙释放技能后进入瞄准镜模式，使用左键可以对目标造成物理伤害，可以连续射击[orange]3[/orange]枪（使用该技能后，视野扩大到[orange]35[/orange]米）[/blue]<br>物理伤害：[orange][LEVEL=600+32][/orange][red]（+[PA=50]）[/red]点<br>消耗法力：[orange]50[/orange]点<br>冷却时间：[orange] [CD1=6700][/orange][/size],224,0,4902;4903;4904,4911,4911,0,a03,R_q,R_q,0,0,0,0,160,4,1500,1500,800,0,6708,0,0,0,20,700,80,0,120,0,98376,98376,1,180249,100,INSTANT_LINE,1,0,1,1,0,100,60,60,3500,4000,0,1000,DeadEffect_Normal,1,16400,16400,16400,2655638,4096,8,2,10,0
967,VOCATION_WUNI,2_5_Q技能,SPELL_TYPE_CAST,$一技能备用,$[b][size=25][yellow]瞄准射击[orange]（[SKILLSLOT=0]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]魅眼神狙释放技能后进入瞄准镜模式，使用左键可以对目标造成物理伤害，可以连续射击[orange]3[/orange]枪（使用该技能后，视野扩大到[orange]35[/orange]米）[/blue]<br>物理伤害：[orange][LEVEL=600+32][/orange][red]（+[PA=50]）[/red]点<br>消耗法力：[orange]50[/orange]点<br>冷却时间：[orange] [CD1=6700][/orange][/size],224,0,4902;4903;4904,4911,4911,0,a03,R_q,R_q,0,0,0,0,160,4,300,500,800,0,0,0,0,0,20,700,80,0,120,0,98376,98376,1,180249,100,INSTANT_LINE,1,0,1,15,0,150,60,60,3500,4000,0,1000,DeadEffect_Normal,1,16400,16400,16400,2655638,4096,8,2,10,0
968,VOCATION_WUNI,3_1_E技能,SPELL_TYPE_CAST,$眩光弹,$[b][size=25][yellow]眩光弹[orange]（[SKILLSLOT=1]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]魅眼神狙可朝指定区域扔出一枚眩光弹，对所有敌人造成物理伤害[/blue]<br>物理伤害：[orange][LEVEL=505+35][/orange][red]（+[PA=50]）[/red]点<br>消耗法力：[orange]70[/orange]点<br>冷却时间：[orange] [CD1=6702][/orange]秒[/size],225,0,4906,0,4611,a02,0,R_q,R_q,4309,0,0,0,0,4,1000,0,0,0,6702,-70,0,0,35,505,50,0,120,0,2719864,2719864,1,98329,200,INSTANT_AOE,1,0,1,20,0,300,0,100,1500,0,0,1000,DeadEffect_Smash,2,12583810,4195202,4194690,2654982,4096,8,6,10,5800
969,VOCATION_WUNI,3_2_E技能,SPELL_TYPE_CAST,$眩光弹,$[b][size=25][yellow]眩光弹[orange]（[SKILLSLOT=1]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]魅眼神狙可朝指定区域扔出一枚眩光弹，对所有敌人造成物理伤害[/blue]<br>物理伤害：[orange][LEVEL=1000+40][/orange][red]（+[PA=50]）[/red]点<br>消耗法力：[orange]70[/orange]点<br>冷却时间：[orange] [CD1=6702][/orange]秒[/size],225,0,4906,0,23,a02,0,0,0,4309,0,0,0,0,4,1000,300,0,0,6702,-70,0,0,40,1000,50,0,120,0,2719864,2719864,1,98329,200,INSTANT_AOE,1,0,1,20,0,500,0,100,1500,0,0,1000,DeadEffect_Smash,2,12583810,4195202,4194690,2654982,4096,8,6,10,5800
