英雄ID,星级,成长属性ID,上限等级,经验类型,可拥有专属天赋数量,专属天赋ID组,升星卡牌数,升星金币数,星级图标,星级名称,星级框体,星级光效,本命英雄升星卡牌消耗,本命英雄升星金币消耗
int,int,int,int,int,int,string,string,int,int,string,int,int,int,int
39,2,3902,50,1,0,,39;5,500,1,基因改造体,0,0,1,100
39,3,3903,50,1,0,,39;10,500,1,基因改造体,0,0,1,100
39,4,3904,50,1,0,,39;20,5000,1,基因改造体,0,0,2,1000
39,5,3905,50,1,0,,39;10,800,2,意识觉醒体,2,2,,
39,6,3906,50,1,0,,39;10,800,2,意识觉醒体,2,2,,
39,7,3907,50,1,0,,39;10,800,2,意识觉醒体,2,2,,
39,8,3908,50,1,0,,39;10,800,2,意识觉醒体,2,2,,
39,9,3909,50,1,0,,39;50,8000,2,意识觉醒体,2,2,,
39,10,3910,50,1,0,,39;30,2000,3,核晶强化体,3,3,,
39,11,3911,50,1,0,,39;30,2000,3,核晶强化体,3,3,,
39,12,3912,50,1,0,,39;30,2000,3,核晶强化体,3,3,,
39,13,3913,50,1,0,,39;30,2000,3,核晶强化体,3,3,,
39,14,3914,50,1,0,,39;30,2000,3,核晶强化体,3,3,,
39,15,3915,50,1,0,,39;30,2000,3,核晶强化体,3,3,,
39,16,3916,50,1,0,,39;30,2000,3,核晶强化体,3,3,,
39,17,3917,50,1,0,,39;30,2000,3,核晶强化体,3,3,,
39,18,3918,50,1,0,,39;30,2000,3,核晶强化体,3,3,,
39,19,3919,50,1,0,,39;100,18000,3,核晶强化体,3,3,,
39,20,3920,50,1,0,,39;500,50000,4,星灵圣体,4,4,,
39,21,3921,50,1,0,,39;500,50000,4,星灵圣体,4,4,,
39,22,3922,50,1,0,,39;500,50000,4,星灵圣体,4,4,,
39,23,3923,50,1,0,,39;500,50000,4,星灵圣体,4,4,,
39,24,3924,50,1,0,,39;2000,200000,4,星灵圣体,4,4,,
39,25,3925,50,1,0,,39;1000,100000,5,泰坦之躯,5,5,,
39,26,3926,50,1,0,,39;1000,100000,5,泰坦之躯,5,5,,
39,27,3927,50,1,0,,39;1000,100000,5,泰坦之躯,5,5,,
39,28,3928,50,1,0,,39;1000,100000,5,泰坦之躯,5,5,,
39,29,3929,50,1,0,,39;5000,500000,5,泰坦之躯,5,5,,
39,30,3930,50,1,0,,39;5000,500000,6,星际毁灭者,6,6,,
40,1,4001,5,1,0,,40;2,500,1,基因改造体,0,0,1,100
40,2,4002,50,1,0,,40;5,500,1,基因改造体,0,0,1,100
40,3,4003,50,1,0,,40;10,500,1,基因改造体,0,0,1,100
40,4,4004,50,1,0,,40;20,5000,1,基因改造体,0,0,2,1000
40,5,4005,50,1,0,,40;10,800,2,意识觉醒体,2,2,,
40,6,4006,50,1,0,,40;10,800,2,意识觉醒体,2,2,,
40,7,4007,50,1,0,,40;10,800,2,意识觉醒体,2,2,,
40,8,4008,50,1,0,,40;10,800,2,意识觉醒体,2,2,,
40,9,4009,50,1,0,,40;50,8000,2,意识觉醒体,2,2,,
40,10,4010,50,1,0,,40;30,2000,3,核晶强化体,3,3,,
40,11,4011,50,1,0,,40;30,2000,3,核晶强化体,3,3,,
40,12,4012,50,1,0,,40;30,2000,3,核晶强化体,3,3,,
40,13,4013,50,1,0,,40;30,2000,3,核晶强化体,3,3,,
40,14,4014,50,1,0,,40;30,2000,3,核晶强化体,3,3,,
40,15,4015,50,1,0,,40;30,2000,3,核晶强化体,3,3,,
40,16,4016,50,1,0,,40;30,2000,3,核晶强化体,3,3,,
40,17,4017,50,1,0,,40;30,2000,3,核晶强化体,3,3,,
40,18,4018,50,1,0,,40;30,2000,3,核晶强化体,3,3,,
40,19,4019,50,1,0,,40;100,18000,3,核晶强化体,3,3,,
40,20,4020,50,1,0,,40;500,50000,4,星灵圣体,4,4,,
40,21,4021,50,1,0,,40;500,50000,4,星灵圣体,4,4,,
40,22,4022,50,1,0,,40;500,50000,4,星灵圣体,4,4,,
40,23,4023,50,1,0,,40;500,50000,4,星灵圣体,4,4,,
40,24,4024,50,1,0,,40;2000,200000,4,星灵圣体,4,4,,
40,25,4025,50,1,0,,40;1000,100000,5,泰坦之躯,5,5,,
40,26,4026,50,1,0,,40;1000,100000,5,泰坦之躯,5,5,,
40,27,4027,50,1,0,,40;1000,100000,5,泰坦之躯,5,5,,
40,28,4028,50,1,0,,40;1000,100000,5,泰坦之躯,5,5,,
40,29,4029,50,1,0,,40;5000,500000,5,泰坦之躯,5,5,,
40,30,4030,50,1,0,,40;5000,500000,6,星际毁灭者,6,6,,
41,1,4101,5,1,0,,41;2,500,1,基因改造体,0,0,1,100
41,2,4102,50,1,0,,41;5,500,1,基因改造体,0,0,1,100
41,3,4103,50,1,0,,41;10,500,1,基因改造体,0,0,1,100
41,4,4104,50,1,0,,41;20,5000,1,基因改造体,0,0,2,1000
41,5,4105,50,1,0,,41;10,800,2,意识觉醒体,2,2,,
41,6,4106,50,1,0,,41;10,800,2,意识觉醒体,2,2,,
41,7,4107,50,1,0,,41;10,800,2,意识觉醒体,2,2,,
41,8,4108,50,1,0,,41;10,800,2,意识觉醒体,2,2,,
41,9,4109,50,1,0,,41;50,8000,2,意识觉醒体,2,2,,
41,10,4110,50,1,0,,41;30,2000,3,核晶强化体,3,3,,
41,11,4111,50,1,0,,41;30,2000,3,核晶强化体,3,3,,
41,12,4112,50,1,0,,41;30,2000,3,核晶强化体,3,3,,
41,13,4113,50,1,0,,41;30,2000,3,核晶强化体,3,3,,
41,14,4114,50,1,0,,41;30,2000,3,核晶强化体,3,3,,
41,15,4115,50,1,0,,41;30,2000,3,核晶强化体,3,3,,
41,16,4116,50,1,0,,41;30,2000,3,核晶强化体,3,3,,
41,17,4117,50,1,0,,41;30,2000,3,核晶强化体,3,3,,
41,18,4118,50,1,0,,41;30,2000,3,核晶强化体,3,3,,
41,19,4119,50,1,0,,41;100,18000,3,核晶强化体,3,3,,
41,20,4120,50,1,0,,41;500,50000,4,星灵圣体,4,4,,
41,21,4121,50,1,0,,41;500,50000,4,星灵圣体,4,4,,
41,22,4122,50,1,0,,41;500,50000,4,星灵圣体,4,4,,
41,23,4123,50,1,0,,41;500,50000,4,星灵圣体,4,4,,
41,24,4124,50,1,0,,41;2000,200000,4,星灵圣体,4,4,,
41,25,4125,50,1,0,,41;1000,100000,5,泰坦之躯,5,5,,
41,26,4126,50,1,0,,41;1000,100000,5,泰坦之躯,5,5,,
41,27,4127,50,1,0,,41;1000,100000,5,泰坦之躯,5,5,,
41,28,4128,50,1,0,,41;1000,100000,5,泰坦之躯,5,5,,
41,29,4129,50,1,0,,41;5000,500000,5,泰坦之躯,5,5,,
41,30,4130,50,1,0,,41;5000,500000,6,星际毁灭者,6,6,,
42,1,4201,5,1,0,,42;2,500,1,基因改造体,0,0,1,100
42,2,4202,50,1,0,,42;5,500,1,基因改造体,0,0,1,100
42,3,4203,50,1,0,,42;10,500,1,基因改造体,0,0,1,100
42,4,4204,50,1,0,,42;20,5000,1,基因改造体,0,0,2,1000
42,5,4205,50,1,0,,42;10,800,2,意识觉醒体,2,2,,
42,6,4206,50,1,0,,42;10,800,2,意识觉醒体,2,2,,
42,7,4207,50,1,0,,42;10,800,2,意识觉醒体,2,2,,
42,8,4208,50,1,0,,42;10,800,2,意识觉醒体,2,2,,
42,9,4209,50,1,0,,42;50,8000,2,意识觉醒体,2,2,,
42,10,4210,50,1,0,,42;30,2000,3,核晶强化体,3,3,,
42,11,4211,50,1,0,,42;30,2000,3,核晶强化体,3,3,,
42,12,4212,50,1,0,,42;30,2000,3,核晶强化体,3,3,,
42,13,4213,50,1,0,,42;30,2000,3,核晶强化体,3,3,,
42,14,4214,50,1,0,,42;30,2000,3,核晶强化体,3,3,,
42,15,4215,50,1,0,,42;30,2000,3,核晶强化体,3,3,,
42,16,4216,50,1,0,,42;30,2000,3,核晶强化体,3,3,,
42,17,4217,50,1,0,,42;30,2000,3,核晶强化体,3,3,,
42,18,4218,50,1,0,,42;30,2000,3,核晶强化体,3,3,,
42,19,4219,50,1,0,,42;100,18000,3,核晶强化体,3,3,,
42,20,4220,50,1,0,,42;500,50000,4,星灵圣体,4,4,,
42,21,4221,50,1,0,,42;500,50000,4,星灵圣体,4,4,,
42,22,4222,50,1,0,,42;500,50000,4,星灵圣体,4,4,,
42,23,4223,50,1,0,,42;500,50000,4,星灵圣体,4,4,,
42,24,4224,50,1,0,,42;2000,200000,4,星灵圣体,4,4,,
42,25,4225,50,1,0,,42;1000,100000,5,泰坦之躯,5,5,,
42,26,4226,50,1,0,,42;1000,100000,5,泰坦之躯,5,5,,
42,27,4227,50,1,0,,42;1000,100000,5,泰坦之躯,5,5,,
42,28,4228,50,1,0,,42;1000,100000,5,泰坦之躯,5,5,,
42,29,4229,50,1,0,,42;5000,500000,5,泰坦之躯,5,5,,
42,30,4230,50,1,0,,42;5000,500000,6,星际毁灭者,6,6,,
