 ,天赋ID,天赋学习等级,天赋图标,推荐显示,激活类型（0默认自动;1系统）,升星激活等级（激活类型需为0）,场内是否等级互斥(0不互斥1互斥),显示类型（0未激活不显示1未激活显示）,影响技能槽位 ,天赋名称,天赋奖励名称,天赋描述,未激活描述,场内天赋描述,前置天赋,战场类型ID
20,12014,18,98,1,0,0,1,1,3,羽化【T键】,天赋：羽化,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
20,12015,18,36,0,0,0,1,1,3,治愈【被动】,天赋：治愈,没有受到攻击时，每秒回复3%的血和蓝,,没有受到攻击时，每秒回复3%的血和蓝,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
20,12016,18,170,0,0,0,1,1,18,毁墙【2键】,天赋：毁墙,使敌方单个防御塔5秒内无法攻击,,使敌方单个防御塔5秒内无法攻击,,0;1;2;3;4;5;6;7;8;9;11;12;13
21,12101,3,196,1,0,0,1,1,0,石盾【[SKILLSLOT=0]键】,天赋：石盾,深渊领主在地下会周期发掘出高密度岩石为自己增加护盾,,地穴虫王在地下会周期发掘出高密度岩石为自己增加抵挡[LEVEL=800+50]+([MA=30])点伤害的护盾,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
21,12102,3,196,0,0,5,1,1,0,土系专精【[SKILLSLOT=0]键】,天赋：土系专精,钻地状态时视野范围内没有敌方英雄和建筑时，每秒回复3%的最大生命,,钻地状态时自身视野范围内没有敌方英雄和建筑时，每秒回复3%的最大生命,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
21,12103,3,196,0,0,5,1,1,0,锐利岩枪【[SKILLSLOT=0]键】,天赋：锐利岩枪,破土而出会穿出石枪造成大量伤害,,破土而出会穿出石枪造成[LEVEL=256+35]+([MA=15])点法术伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
21,12104,6,198,1,0,0,1,1,-1,石林突刺【[SKILLSLOT=2]键】,天赋：石林突刺,从地下穿出石林，造成伤害并围成一圈，所有目标不能通过,,从地下穿出石林，造成伤害并围成一圈，所有目标不能通过,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
21,12105,9,196,1,0,0,1,1,0,隧道【[SKILLSLOT=0]键】,天赋：隧道,钻入地底时能抵挡20%的技能伤害,,钻入地底时能抵挡20%的技能伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
21,12106,9,197,0,0,5,1,1,1,地震【[SKILLSLOT=1]键】,天赋：地震,回声震荡使敌人减速，在地下时突起的地面会阻碍敌人行动,,回声震荡使敌人减速，在地下时突起的地面会阻碍敌人行动,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
21,12107,9,197,0,0,5,1,1,1,地裂【[SKILLSLOT=1]键】,天赋：地裂,回声震荡结束时地面崩裂，造成大量伤害,,回声震荡结束时地面崩裂，造成[LEVEL=342+45]+([MA=20])点法术伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
21,12109,12,124,0,0,0,1,1,16,激昂【1键】,天赋：激昂,增加周围我方英雄移速,,增加周围我方英雄移速,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
21,12110,12,237,1,0,0,1,1,3,防御光环【被动】,天赋：防御光环,周围友方英雄双抗提升20,,周围友方英雄双抗提升20,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
21,12111,12,162,0,0,0,1,1,16,腐蚀【1键】,天赋：腐蚀,降低范围内敌方英雄护甲,,降低范围内敌方英雄护甲,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
21,12108,15,198,1,0,0,1,1,2,石林突刺【[SKILLSLOT=2]键】,天赋：石林突刺,提升石林突刺伤害,,提升石林突刺伤害,12104,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
21,12112,18,98,0,0,0,1,1,3,羽化【T键】,天赋：羽化,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
21,12113,18,36,1,0,0,1,1,3,治愈【被动】,天赋：治愈,没有受到攻击时，每秒回复3%的血和蓝,,没有受到攻击时，每秒回复3%的血和蓝,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
21,12114,18,170,0,0,0,1,1,18,毁墙【2键】,天赋：毁墙,使敌方单个防御塔5秒内无法攻击,,使敌方单个防御塔5秒内无法攻击,,0;1;2;3;4;5;6;7;8;9;11;12;13
22,12201,3,185,0,0,5,1,1,3,水疗【被动】,天赋：水疗,提升被动生命回复量,,被动生命回复量提升为[LEVEL=427+60][red]（+[MA=25]）[/red]生命,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
22,12202,3,187,1,0,0,1,1,1,潮涌【[SKILLSLOT=1]键】,天赋：潮涌,潮汐冲起时间提前1秒,,潮汐冲起时间提前1秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
22,12203,3,187,0,0,5,1,1,3,食人鱼【被动】,天赋：食人鱼,技能使英雄处于湿身状态，再次攻击为召唤食人鱼造成持续伤害,,技能使目标处于湿身状态，再次攻击为召唤食人鱼造成[LEVEL=136+15][red]（+[MA=8]）[/red]伤害，持续5秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
22,12204,6,188,1,0,0,1,1,-1,潮汐大波浪【[SKILLSLOT=2]键】,天赋：潮汐大波浪,巨大浪潮冲击前方，造成伤害并击退敌方,,巨大浪潮冲击前方击退敌人,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
22,12205,9,185,1,0,0,1,1,3,玩水【被动】,天赋：玩水,使用技能后会留下水域，每2秒回复区域内友军单位生命值,,使用技能后会留下水域，每2秒回复区域内友军单位[LEVEL=500+50][red]（+[MA=15]）[/red]点生命,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
22,12206,9,187,0,0,5,1,1,1,海洋空间【[SKILLSLOT=1]键】,天赋：海洋空间,暗潮小龙卷连接海洋，会随机蹿出海洋生物造成额外伤害,,暗潮小龙卷连接海洋，会有50%概率蹿出海洋生物造成额外[LEVEL=513+70][red]（+[MA=30]）[/red]点法术伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
22,12207,9,187,0,0,5,1,1,1,御水【[SKILLSLOT=1]键】,天赋：御水,暗潮小龙卷喷涌时能将自己冲向高空,,暗潮小龙卷喷涌时能将自己冲向高空,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
22,12209,12,145,0,0,0,1,1,16,真视【1键】,天赋：真视,12秒内获得永久真视效果,,12秒内获得永久真视效果,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
22,12210,12,104,0,0,0,1,1,16,塔防【1键】,天赋：塔防,我方建筑8秒内免疫伤害,,我方建筑8秒内免疫伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
22,12211,12,235,1,0,0,1,1,16,庇护【1键】,天赋：庇护,给周围友方英雄增加护盾，持续5秒,,给周围友方英雄增加护盾，持续5秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
22,12208,15,188,1,0,0,1,1,2,潮汐大波浪【[SKILLSLOT=2]键】,天赋：潮汐大波浪,提升潮汐大波浪伤害,,提升潮汐大波浪伤害,12204,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
22,12212,18,98,1,0,0,1,1,3,羽化【T键】,天赋：羽化,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
22,12213,18,36,0,0,0,1,1,3,治愈【被动】,天赋：治愈,没有受到攻击时，每秒回复3%的血和蓝,,没有受到攻击时，每秒回复3%的血和蓝,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
22,12214,18,170,0,0,0,1,1,18,毁墙【2键】,天赋：毁墙,使敌方单个防御塔5秒内无法攻击,,使敌方单个防御塔5秒内无法攻击,,0;1;2;3;4;5;6;7;8;9;11;12;13
23,12301,3,224,1,0,0,1,1,0,能量子弹【[SKILLSLOT=0]键】,天赋：能量子弹,能量子弹击中会对目标周围敌人造成额外物理伤害,,能量子弹击中会对目标周围敌人造成[LEVEL=454+35][red]（+[PA=45]）[/red]点额外物理伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
23,12302,3,224,0,0,5,1,1,0,一击殒命【[SKILLSLOT=0]键】,天赋：一击殒命,精准射击最多能连续攻击目标4次,,精准射击最多能连续攻击目标4次,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
23,12306,3,225,0,0,5,1,1,1,眩光手雷【[SKILLSLOT=1]键】,天赋：眩光手雷,眩光弹可以让敌人减速20%，持续3秒,,眩光弹可以让敌人减速20%，持续3秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
23,12304,6,226,1,0,0,1,1,-1,殒命一狙【[SKILLSLOT=2]键】,天赋：殒命一狙,释放技能后，50米范围内所有敌人都出现在视野范围内，选中一个后用红外线锁定目标，蓄力后对目标进行3次射击,,释放技能后，50米范围内所有敌人都出现在视野范围内，选中一个后用红外线锁定目标，蓄力后对目标进行3次射击,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
23,12305,6,226,0,0,5,1,1,-1,终极射线【[SKILLSLOT=2]键】,天赋：终极射线,启用激光武器，预热1秒后，对前方直线范围内所有敌人造成物理伤害,,启用激光武器，预热1秒后，对前方直线范围内所有敌人造成物理伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
23,12303,9,224,0,0,5,1,1,0,穿甲弹【[SKILLSLOT=0]键】,天赋：穿甲弹,精准射击可以对直线上3个敌人造成伤害,,精准射击可以对直线上3个敌人造成伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
23,12307,9,225,1,0,0,1,1,1,出其不意【[SKILLSLOT=1]键】,天赋：出其不意,丢出手雷后向移动方向翻滚7米，且移速提升60%，持续3秒,,丢出手雷后向移动方向翻滚7米，且移速提升60%，持续3秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
23,12308,9,225,0,0,5,1,1,1,燃烧弹【[SKILLSLOT=1]键】,天赋：燃烧弹,手雷投掷距离延长至30米，获得被击中目标视野5秒,,手雷投掷距离延长至30米，获得被击中目标视野5秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
23,12311,12,116,1,0,0,1,1,16,净化【1键】,天赋：净化,移除身上减益效果并在之后的3秒内降低减益效果持续时间,,移除身上减益效果并在之后的3秒内降低减益效果持续时间,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
23,12312,12,162,0,0,0,1,1,16,腐蚀【1键】,天赋：腐蚀,降低范围内敌方英雄护甲,,降低范围内敌方英雄护甲,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
23,12313,12,234,0,0,0,1,1,3,法术护盾【被动】,天赋：法术护盾,受到技能后触发法术护持，减免技能伤害，持续3秒，冷却60秒,,受到技能后触发法术护持，减免技能伤害10%，持续3秒，冷却60秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
23,12309,15,226,1,0,0,1,1,2,补充弹药【[SKILLSLOT=2]键】,天赋：补充弹药,殒命一狙消灭敌方英雄则立即重置该技能,,殒命一狙消灭敌方英雄则立即重置该技能,12304,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
23,12310,15,226,0,0,5,1,1,2,能量爆发【[SKILLSLOT=2]键】,天赋：能量爆发,终极射线宽度提高，伤害提高,,终极射线宽度提高，伤害提高,12305,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
23,12314,18,98,1,0,0,1,1,3,羽化【T键】,天赋：羽化,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
23,12315,18,36,0,0,0,1,1,3,治愈【被动】,天赋：治愈,没有受到攻击时，每秒回复3%的血和蓝,,没有受到攻击时，每秒回复3%的血和蓝,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
23,12316,18,170,0,0,0,1,1,18,毁墙【2键】,天赋：毁墙,使敌方单个防御塔5秒内无法攻击,,使敌方单个防御塔5秒内无法攻击,,0;1;2;3;4;5;6;7;8;9;11;12;13
24,12401,3,201,1,0,0,1,1,1,隐匿恐惧【[SKILLSLOT=1]键】,天赋：隐匿恐惧,隐匿冲刺击中目标后，下一次对目标伤害会额外造成物理伤害,,隐匿冲刺击中目标后，下一次对目标伤害会额外造成[LEVEL=181+10][red]（+[PA=18]）[/red]点物理伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
24,12402,3,201,0,0,5,1,1,1,隐匿自由【[SKILLSLOT=1]键】,天赋：隐匿自由,使用暗影双身后1秒无敌且免疫控制，“无法免疫”类效果除外,,使用暗影双身后1秒无敌且免疫控制，“无法免疫”类效果除外。,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
24,12403,3,201,0,0,5,1,1,1,替身攻击【[SKILLSLOT=1]键】,天赋：替身攻击,替身会对附近敌方进行攻击,,替身会对附近敌方进行攻击,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
24,12404,6,202,1,0,0,1,1,-1,极意之刃【[SKILLSLOT=2]键】,天赋：极意之刃,幻影利刃向前冲锋，对直线区域所有敌方目标造成伤害,,幻影利刃向前冲锋，对直线区域所有敌方目标造成伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
24,12405,9,200,1,0,0,1,1,0,会心一击【[SKILLSLOT=0]键】,天赋：会心一击,碎心利爪伤害提高50%,,碎心利爪伤害提高50%,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
24,12406,9,201,0,0,5,1,1,1,无限收割【[SKILLSLOT=1]键】,天赋：无限收割,当消灭英雄或助攻时，重置暗影双身冷却时间,,当消灭英雄或助攻时，重置暗影双身冷却时间,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
24,12407,9,201,0,0,5,1,1,1,延时分身【[SKILLSLOT=1]键】,天赋：延时分身,分身持续时间增加到10秒，血量为实体血量的130%。,,分身持续时间增加到10秒，血量为实体血量的130%。,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
24,12409,12,116,0,0,0,1,1,16,净化【1键】,天赋：净化,移除身上减益效果并在之后的3秒内降低减益效果持续时间,,移除身上减益效果并在之后的3秒内降低减益效果持续时间,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
24,12410,12,162,1,0,0,1,1,16,腐蚀【1键】,天赋：腐蚀,降低范围内敌方英雄护甲,,降低范围内敌方英雄护甲,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
24,12411,12,234,0,0,0,1,1,3,法术护盾【被动】,天赋：法术护盾,受到技能后触发法术护持，减免技能伤害，持续3秒，冷却60秒,,受到技能后触发法术护持，减免技能伤害15%，持续3秒，冷却60秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
24,12416,15,202,1,0,0,1,1,2,猛刺【[SKILLSLOT=2]键】,天赋：猛刺,极意之刃对目标造成物理伤害增加,,极意之刃对目标造成物理伤害增加,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
24,12412,18,98,1,0,0,1,1,3,羽化【T键】,天赋：羽化,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
24,12413,18,36,0,0,0,1,1,3,治愈【被动】,天赋：治愈,没有受到攻击时，每秒回复3%的血和蓝,,没有受到攻击时，每秒回复3%的血和蓝,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
24,12414,18,170,0,0,0,1,1,18,毁墙【2键】,天赋：毁墙,使敌方单个防御塔5秒内无法攻击,,使敌方单个防御塔5秒内无法攻击,,0;1;2;3;4;5;6;7;8;9;11;12;13
25,12517,3,207,0,0,5,1,1,3,养精蓄锐【被动】,天赋：养精蓄锐,周围有敌人殒命增加自身法术强度,,周围有敌人殒命，自身法术强度增加0.5点，最多加60点法强,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
25,12502,3,208,1,0,0,1,1,0,能量负载【[SKILLSLOT=0]键】,天赋：能量负载,时间裂缝击中后造成法术伤害,,时间裂缝击中后造成[orange][LEVEL=513+70][/orange][red]（+[MA=30]）[/red]点的法术伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
25,12503,3,208,0,0,5,1,1,0,空间切割【[SKILLSLOT=0]键】,天赋：空间切割,时间裂缝在冲锋过程中进入时空次元免疫伤害和控制,,时间裂缝在冲锋过程中进入时空次元免疫伤害和控制,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
25,12504,6,210,0,0,5,1,1,-1,次元塌陷【[SKILLSLOT=2]键】,天赋：次元塌陷,时空幻象将不稳定空间能量注入到目标3秒后，目标爆炸，对周围敌人造成法术伤害,,时空幻象将不稳定空间能量注入到目标3秒后，目标爆炸，对周围敌人造成法术伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
25,12505,6,210,1,0,0,1,1,-1,时空静止【[SKILLSLOT=2]键】,天赋：时空静止,将区域范围内所有敌方和友方目标禁止4秒攻击和移动，自身可以在该区域内自由移动和攻击敌人,,将区域范围内所有敌方和友方目标禁止4秒攻击和移动，自身可以在该区域内自由移动和攻击敌人,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
25,12506,9,209,0,0,5,1,1,1,空间束缚【[SKILLSLOT=1]键】,天赋：空间束缚,被空间切割击中的目标1秒内禁止使用技能和翻滚,,被空间切割击中的目标1秒内禁止使用技能和翻滚,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
25,12507,9,209,1,0,0,1,1,1,泯灭【[SKILLSLOT=1]键】,天赋：泯灭,空间切割造成额外法术伤害,,空间切割造成的伤害提升到[LEVEL=1710+240][red]（+[MA=100]）[/red]点法术伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
25,12518,9,208,0,0,5,1,1,0,时空裂缝【[SKILLSLOT=0]键】,天赋：时空裂缝,延长时空裂隙每次释放的持续时间,,延长时空裂隙每次释放的持续时间,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
25,12511,12,230,1,0,0,1,1,18,金身【1键】,天赋：金身,使英雄无敌2.5秒，期间不能做任何操作,,使英雄无敌2.5秒，期间不能做任何操作,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
25,12512,12,231,0,0,0,1,1,16,冰霜冲击【1键】,天赋：冰霜冲击,对目标英雄造成一次魔法伤害并减速,,对目标英雄造成一次魔法伤害并减速,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
25,12513,12,224,0,0,0,1,1,3,法术护盾【被动】,天赋：聚合,受到技能后触发法术护持，减免技能伤害，持续3秒，冷却60秒,,受到技能后触发法术护持，减免技能伤害15%，持续3秒，冷却60秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
25,12509,15,210,0,0,5,1,1,2,次元塌陷【[SKILLSLOT=2]键】,天赋：时空崩塌,提高次元塌陷的伤害,,次元塌陷提升200点法术伤害,12504,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
25,12510,15,210,1,0,0,1,1,2,时空静止【[SKILLSLOT=2]键】,天赋：时空静止,时空静止伤害提升,,时空静止提升175[orange](+[MA=35])[/orange]点法术伤害,12505,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
25,12514,18,98,1,0,0,1,1,3,羽化【T键】,天赋：羽化,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
25,12515,18,36,0,0,0,1,1,3,治愈【被动】,天赋：治愈,没有受到攻击时，每秒回复3%的血和蓝,,没有受到攻击时，每秒回复3%的血和蓝,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
26,12601,3,204,1,0,0,1,1,0,恶灵陨灭【[SKILLSLOT=0]键】,天赋：恶灵陨灭,恶灵死亡时会对周围敌人造成伤害。,,恶灵死亡时会对周围敌人造成伤害。,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
26,12603,3,203,0,0,5,1,1,3,领主加持【被动】,天赋：领主加持,提升幽冥召唤物的伤害，并使其能抵挡小兵伤害,,提升幽冥召唤物的伤害，并使其能抵挡小兵伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
26,12604,6,206,1,0,0,1,1,-1,夜叉【[SKILLSLOT=2]键】,天赋：幽冥异鬼,召唤一只夜叉出来战斗，并对选中区域内所有敌人造成法术伤害,,召唤一只夜叉出来战斗，并对选中区域内所有敌人造成法术伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
26,12605,9,204,0,0,0,1,1,0,鬼影森森【[SKILLSLOT=0]键】,天赋：鬼影森森,呼唤恶灵的召唤上限突破为6,,呼唤恶灵的召唤上限突破为6,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
26,12602,9,204,0,0,5,1,1,0,献祭唤灵【[SKILLSLOT=0]键】,天赋：献祭唤灵,呼唤恶灵命中敌方英雄时额外召唤一只恶灵,,呼唤恶灵命中敌方英雄时额外召唤一只恶灵,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
26,12609,12,230,0,0,0,1,1,18,金身【1键】,天赋：金身,使英雄无敌2.5秒，期间不能做任何操作,,使英雄无敌2.5秒，期间不能做任何操作,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
26,12610,12,231,1,0,0,1,1,16,冰霜冲击【1键】,天赋：冰霜冲击,对目标英雄造成一次魔法伤害并减速,,对目标英雄造成一次魔法伤害并减速,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
26,12611,12,224,0,0,0,1,1,3,法术护盾【被动】,天赋：聚合,受到技能后触发法术护持，减免技能伤害，持续3秒，冷却60秒,,受到技能后触发法术护持，减免技能伤害10%，持续3秒，冷却60秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
26,12608,15,206,1,0,0,1,1,2,幽冥夜叉【[SKILLSLOT=2]键】,天赋：幽冥夜叉,夜叉进阶为幽冥夜叉，大幅提高自身生命值与攻击力,,夜叉进阶为幽冥夜叉，大幅提高自身生命值与攻击力,12604,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
26,12612,18,98,0,0,0,1,1,3,羽化【T键】,天赋：羽化,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
26,12613,18,36,0,0,0,1,1,3,治愈【被动】,天赋：治愈,没有受到攻击时，每秒回复3%的血和蓝,,没有受到攻击时，每秒回复3%的血和蓝,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
26,12614,18,170,1,0,0,1,1,18,毁墙【2键】,天赋：毁墙,使敌方单个防御塔5秒内无法攻击,,使敌方单个防御塔5秒内无法攻击,,0;1;2;3;4;5;6;7;8;9;11;12;13
27,12701,3,289,0,0,5,1,1,3,双闪【右键】,天赋：双闪,冲天脚3秒内能释放2次（释放后冷却翻倍）,,冲天脚3秒内能释放2次（释放后冷却翻倍）,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
27,12702,3,287,0,0,5,1,1,0,神行【[SKILLSLOT=0]键】,天赋：神行,使用截拳时增加30%移动速度，持续3秒,,使用截拳时增加30%移动速度，持续3秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
27,12703,3,289,1,0,0,1,1,3,强身【右键】,天赋：强身,冲天脚解除并免疫控制1秒,,冲天脚解除并免疫控制1秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
27,12704,6,291,1,0,0,1,1,-1,降龙九式【[SKILLSLOT=2]键】,天赋：降龙九式,傲世神拳爆发怒气，瞬间冲向10米范围内指定目标，对目标造成伤害和眩晕，傲世神拳自身免疫所有控制和伤害，持续2秒,,傲世神拳爆发怒气，瞬间冲向10米范围内指定目标，对目标造成伤害和眩晕，傲世神拳自身免疫所有控制和伤害，持续2秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
27,12705,9,290,1,0,0,1,1,1,连动【[SKILLSLOT=1]键】,天赋：连动,奔雷释放后增加30%移动速度,,奔雷释放后增加30%移动速度,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
27,12706,9,290,0,0,5,1,1,1,飞跃【[SKILLSLOT=1]键】,天赋：飞跃,增加奔雷冲锋距离,,增加奔雷冲锋距离,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
27,12707,9,290,0,0,5,1,1,1,气势【[SKILLSLOT=1]键】,天赋：气势压制,释放奔雷时免疫控制1秒,,释放奔雷时免疫控制1秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
27,12715,12,124,0,0,0,1,1,16,激昂【1键】,天赋：激昂,增加周围我方英雄移速,,增加周围我方英雄移速,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
27,12716,12,237,0,0,0,1,1,3,防御光环【被动】,天赋：防御光环,周围友方英雄双抗提升20,,周围友方英雄双抗提升20,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
27,12717,12,162,1,0,0,1,1,16,腐蚀【1键】,天赋：腐蚀,降低范围内敌方英雄护甲,,降低范围内敌方英雄护甲,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
27,12714,15,291,1,0,0,1,1,2,降龙九式【[SKILLSLOT=2]键】,天赋：降龙九式,提高降龙九式伤害,,提高降龙九式伤害,12704,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
27,12719,18,98,1,0,0,1,1,3,羽化【T键】,天赋：羽化,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
27,12720,18,36,0,0,0,1,1,3,治愈【被动】,天赋：治愈,没有受到攻击时，每秒回复3%的血和蓝,,没有受到攻击时，每秒回复3%的血和蓝,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
27,12721,18,170,0,0,0,1,1,18,毁墙【2键】,天赋：毁墙,使敌方单个防御塔5秒内无法攻击,,使敌方单个防御塔5秒内无法攻击,,0;1;2;3;4;5;6;7;8;9;11;12;13
28,12803,3,215,0,0,5,1,1,3,养精蓄锐【被动】,天赋：养精蓄锐,身边有敌方小兵殒命时永久提升攻击力,,身边有敌方小兵殒命时永远提升攻击力，最多增加30点,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
28,12805,3,217,1,0,0,1,1,1,疯狂扫射【[SKILLSLOT=1]键】,天赋：疯狂扫射,增加大菠萝机枪伤害,,大菠萝机枪的伤害提高到[LEVEL=1464+110][red]（+[PA=145]）[/red]点,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
28,12804,6,218,1,0,0,1,1,-1,火力强袭【[SKILLSLOT=2]键】,天赋：火力强袭,火炮男爵指定地点呼叫火力强袭，对指定地点进行火箭弹轰炸,,火炮男爵指定地点呼叫火力强袭，对指定地点进行火箭弹轰炸,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
28,12806,9,215,0,0,5,1,1,3,火力全开【被动】,天赋：以战养战,每次消灭或助攻敌方英雄增加自己60%的移动速度，持续5秒,,每次消灭或助攻敌方英雄增加自己60%的移动速度，持续5秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
28,12807,9,216,1,0,0,1,1,3,以战养战【被动】,天赋：以战养战,每次消灭或助攻敌方英雄恢复自身生命值,,每次消灭或助攻敌方英雄恢复自身生命值,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
28,12809,12,227,1,0,0,1,1,3,三环【被动】,天赋：三环,对英雄连续三次普攻可造成额外60%的普攻伤害,,对英雄连续三次普攻可造成额外60%的普攻伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
