技能ID,事件ID,客户端条件列表,客户端效果列表,服务器条件列表,服务器效果列表
1177,3,empty,empty,empty,20206;20532
1178,3,empty,empty,empty,20201
1179,3,empty,empty,empty,20208;20532
1179,2,empty,empty,empty,20215
1179,3,empty,empty,384,20210;20506
1179,2,empty,empty,385,20509
1180,3,empty,empty,empty,20212;20525
1180,2,empty,empty,empty,20215
1181,11,empty,empty,empty,20233
1184,2,empty,empty,empty,20217
1185,3,empty,empty,empty,20002
1185,2,empty,empty,399,20051
1186,3,empty,empty,empty,20016
1186,2,empty,empty,399,20053
1187,3,empty,empty,531;533;535,20004
1187,2,empty,empty,399,20053
1187,3,empty,empty,530;533,20023
1187,3,empty,empty,532;531,20019
1187,3,empty,empty,532;530,20070
1187,3,empty,empty,534,20016
1188,3,empty,empty,empty,20019
1188,2,empty,empty,399,20053
1189,1,empty,empty,empty,20054;20056
1189,2,empty,empty,empty,20007;20008;20052
1190,10,empty,empty,empty,20014
1190,1,empty,empty,409,20015
1191,10,empty,empty,empty,20001
1191,3,empty,empty,15,1369
1191,3,empty,empty,1,6466
1191,3,518,6415,empty,20072
1191,11,empty,empty,empty,21384
1192,3,empty,empty,15,1369
1192,3,empty,empty,1,6466
1192,3,518,6416,empty,20072
1194,3,empty,empty,344,20417
1194,2,empty,empty,345,20419;20420
1194,11,empty,empty,empty,20425;20473;20498
1194,2,empty,empty,empty,20421
1194,3,empty,empty,344;357,20470
1194,3,empty,empty,351,20467;20468
1194,11,empty,empty,empty,21388
1197,4,empty,empty,498;523,20613
1197,3,empty,empty,350,20463
1197,14,empty,20485,empty,empty
1197,4,empty,empty,524,20626
1197,1,empty,empty,empty,20639;20640
1198,2,empty,empty,empty,20416;20479
1198,4,empty,empty,498;523,20613
1198,4,empty,empty,524,20626
1199,4,empty,4565,empty,empty
1199,13,empty,20402,empty,empty
1199,14,empty,20486,empty,empty
1199,1,empty,empty,empty,20499
1199,4,empty,empty,498;523,20613
1199,4,empty,empty,524,20626
1199,1,empty,empty,empty,20639;20640
1200,4,empty,4565,empty,empty
1200,13,empty,20401,empty,empty
1200,14,empty,20486,empty,empty
1200,1,empty,empty,empty,20499;20639;20640
1200,4,empty,empty,498;523,20613
1200,4,empty,empty,524,20626
1201,2,empty,empty,empty,20241;20596;20992
1201,2,empty,empty,355,20244
1201,2,empty,empty,356,20293
1201,2,empty,empty,363,20501
1201,2,empty,empty,542,21201
1202,3,empty,empty,empty,20220;20526
1202,1,empty,empty,400,empty
1203,11,empty,empty,empty,6733
1204,10,empty,empty,empty,20301
1204,3,empty,empty,1,6409
1204,11,empty,empty,empty,21387
1205,3,empty,empty,1,6410
1206,3,empty,empty,1,6411
1207,3,empty,empty,397,20306
1207,3,empty,empty,376;377,20340
1207,3,empty,empty,377;378,20341
1207,3,empty,empty,377;369,20342
1207,3,empty,empty,377;370,20343
1207,3,empty,empty,377;371,20344
1207,3,empty,empty,377;372,20345
1207,3,empty,empty,381;382,20476
1207,2,empty,empty,empty,20363
1208,3,empty,empty,374,6666
1208,3,empty,empty,397,20306
1208,3,empty,empty,376;377,20340
1208,3,empty,empty,377;378,20341
1208,3,empty,empty,377;369,20342
1208,3,empty,empty,377;370,20343
1208,3,empty,empty,377;371,20344
1208,3,empty,empty,377;372,20345
1208,3,empty,empty,381;382,20476
1208,2,empty,empty,empty,20385
1209,3,empty,empty,empty,20307
1209,4,empty,empty,empty,7036;20316
1209,1,empty,empty,empty,20360
1209,2,empty,empty,375,20339
1209,2,empty,empty,517,20395
1209,2,empty,empty,empty,20397
1210,3,empty,empty,empty,20307
1210,4,empty,empty,empty,7036;20316
1210,1,empty,empty,empty,20360
1210,2,empty,empty,375,20339
1211,2,empty,empty,empty,20319;20334
1212,4,empty,empty,391,20386
1212,2,empty,empty,empty,20319
1213,4,empty,empty,523,20607
1213,2,empty,empty,352,20466
1213,2,empty,empty,empty,112
1213,4,empty,empty,524,20626
1213,1,empty,empty,empty,20639;20640
1213,2,empty,6546,empty,20648
1214,4,empty,empty,523,20607
1214,2,empty,empty,352,20466
1214,2,empty,6547,empty,empty
1214,2,empty,empty,empty,112;20648
1214,4,empty,empty,524,20626
1214,1,empty,empty,empty,20639;20640
1215,4,empty,empty,523,20607
1215,2,empty,empty,352,20466
1215,2,empty,6548,empty,20648
1215,2,empty,empty,empty,112
1215,4,empty,empty,524,20626
1215,1,empty,empty,empty,20639;20640
1216,4,empty,empty,523,20607
1216,2,empty,empty,352,20466
1216,2,empty,6549,empty,20648
1216,2,empty,empty,empty,112
1216,4,empty,empty,524,20626
1216,1,empty,empty,empty,20639;20640
1217,4,empty,empty,523,20607
1217,4,empty,empty,354,20420
1217,2,empty,empty,352,20466
1217,4,empty,empty,524,20626
1217,1,empty,empty,empty,20639;20640
1218,2,empty,empty,empty,20243;20992
1218,2,empty,empty,357,20295;20297
1218,2,empty,empty,363,20502
1218,2,empty,empty,542,21202
1219,4,empty,empty,498;523,20613
1219,3,empty,empty,350,20463
1219,14,empty,20485,empty,empty
1219,4,empty,empty,524,20626
1219,1,empty,empty,empty,20639;20640
1220,4,empty,20387;20332;20390,empty,20335
1220,1,empty,20389,empty,empty
1220,2,empty,empty,empty,20364;20317;20331
1220,3,empty,empty,572,6944
1225,3,empty,empty,539,20144
1225,3,empty,empty,538,20160
1225,3,empty,empty,500,20161
1225,3,empty,empty,569,20163
1226,3,empty,empty,empty,20220
1228,2,empty,empty,empty,112
1229,2,empty,empty,empty,112
1230,2,empty,empty,empty,112
1231,2,empty,empty,empty,112
1233,3,empty,empty,empty,20039;20058
1233,2,empty,empty,399,20051
1234,3,empty,empty,empty,20024
1234,2,empty,empty,399,20051
1235,3,empty,empty,empty,20026
1235,2,empty,empty,399,20053
1237,1,empty,empty,empty,20054;20057
1237,2,empty,empty,empty,20038;20052;20060
1238,3,empty,empty,empty,20023
1238,2,empty,empty,399,20053
1239,3,empty,empty,empty,20036
1240,2,empty,empty,empty,77
1241,2,empty,empty,empty,77
1242,2,empty,empty,empty,77
1243,2,empty,empty,empty,77
1244,2,empty,empty,empty,77
1245,2,empty,empty,empty,20419
1245,1,empty,empty,405,empty
1246,1,empty,empty,406,empty
1246,2,empty,empty,empty,20420
1247,2,empty,empty,empty,112
1248,2,empty,empty,empty,112
1249,2,empty,empty,empty,112
1250,2,empty,empty,empty,112
1255,3,empty,empty,314,20538
1255,2,empty,empty,empty,5740
1255,1,empty,empty,566,empty
1256,3,empty,empty,314,20539
1256,2,empty,empty,empty,5740
1256,1,empty,empty,566,empty
1257,3,empty,empty,15,1369
1257,1,empty,empty,empty,20584
1258,11,empty,empty,empty,20941
1259,1,590,empty,462,20928
1259,3,empty,empty,591,20975
1259,2,empty,empty,empty,20584
1259,3,empty,empty,551,21218
1259,3,empty,empty,596,7020
1260,10,empty,empty,empty,20903
1260,3,empty,empty,15,1369
1260,1,empty,empty,empty,20584
1260,11,empty,empty,empty,21383
1261,2,empty,empty,empty,20904
1261,1,empty,empty,empty,20584
1261,3,empty,empty,591,7015
1261,3,empty,empty,596,7017
1262,2,empty,empty,empty,6291
1263,2,empty,empty,empty,6292
1264,2,empty,empty,333,6297
1264,1,empty,1893,empty,1709
1264,2,empty,empty,547,6297
1264,2,empty,empty,548,6297
1264,2,empty,empty,549,6297
1267,2,empty,empty,empty,6319
1303,1,empty,empty,429,empty
1303,2,empty,empty,empty,20703
1303,1,empty,empty,564,empty
1304,2,empty,empty,empty,6396
1305,1,empty,empty,empty,20944;20584
1306,2,empty,empty,empty,112
1307,2,empty,empty,empty,112
1308,2,empty,empty,empty,112
1309,2,empty,empty,empty,112
1310,1,empty,empty,empty,20944;20584
1314,2,empty,empty,empty,77
1315,2,empty,empty,empty,77
1316,2,empty,empty,empty,77
1317,2,empty,empty,empty,77
1318,2,empty,empty,empty,112
1319,2,empty,empty,empty,112
1320,2,empty,empty,empty,112
1321,2,empty,empty,empty,112
1322,2,empty,empty,empty,112
1323,2,empty,empty,empty,112
1324,2,empty,empty,empty,112
1325,2,empty,empty,empty,112
1327,2,empty,19002,empty,empty
1327,4,empty,empty,empty,19003
1328,11,empty,empty,empty,20621
1329,10,empty,empty,empty,21000
1332,2,empty,empty,empty,21001;21026
1332,3,empty,empty,477,21002;21003;21010
1332,1,empty,empty,474,empty
1332,3,empty,empty,478,21003;21017;21010
1332,4,empty,empty,482,21022
1332,3,empty,empty,477;497,21003;21030
1332,3,empty,empty,478;497,21003;21031
1332,4,empty,21025,empty,empty
1333,3,empty,empty,475;485,21009
1333,3,empty,empty,476;485,21033
1333,9,empty,empty,484,21020
1333,3,empty,empty,490,21009
1333,4,empty,empty,482,21022
1333,2,empty,empty,empty,21026
1334,12,empty,empty,empty,21011
1334,4,empty,empty,482,21022
1334,2,empty,6522,empty,21028
1334,4,empty,21025,empty,21027
1334,1,empty,empty,2,empty
1336,4,empty,empty,482,21022
1336,2,empty,empty,empty,21026
1340,2,empty,empty,empty,112
1341,2,empty,empty,empty,112
1342,2,empty,empty,empty,112
1343,2,empty,empty,empty,112
1345,1,empty,empty,499,empty
1345,2,empty,empty,empty,20635
1345,1,empty,empty,564,empty
1346,2,empty,empty,empty,20608
1346,4,empty,empty,523,20607
1346,1,empty,empty,492,empty
1346,4,empty,empty,524,20626
1346,1,empty,20644,empty,20643;20639;20640
1346,3,empty,empty,344;357,20470
1346,3,empty,empty,351,20467;20468
1347,2,empty,empty,empty,112
1348,2,empty,empty,empty,112
1349,2,empty,empty,empty,112
1350,2,empty,empty,empty,112
1351,3,empty,empty,empty,19224;19225
1353,2,empty,empty,empty,112
1354,2,empty,empty,empty,112
1355,2,empty,empty,empty,112
1356,2,empty,empty,empty,112
1357,1,empty,1893,empty,1709;20639;20640
1357,4,empty,empty,498;523,20613
1357,4,empty,empty,524,20626
1358,2,empty,empty,empty,20642
1358,1,empty,empty,525,empty
1358,1,empty,empty,564,empty
1359,12,empty,empty,empty,21011
1359,4,empty,empty,482,21022
1359,2,empty,empty,empty,21028
1359,4,empty,21025,empty,21027
1359,1,empty,empty,2,empty
1361,2,empty,empty,empty,112
1362,2,empty,empty,empty,112
1363,2,empty,empty,empty,112
1364,2,empty,empty,empty,112
1365,2,empty,empty,empty,112
1366,2,empty,empty,empty,112
1367,2,empty,empty,empty,112
1368,2,empty,empty,empty,112
1369,2,empty,empty,empty,112
1370,2,empty,empty,empty,77
1371,2,empty,empty,empty,77
1372,2,empty,empty,empty,77
938,1,empty,empty,492,empty
938,2,empty,empty,empty,20731
938,4,empty,empty,empty,20724
938,11,empty,empty,empty,20729;20730;20722
938,1,empty,empty,empty,20735;20739
938,3,empty,empty,empty,20746
943,2,empty,empty,empty,20738
943,1,empty,empty,522,empty
943,1,empty,empty,564,empty
1373,1,empty,empty,492,empty
1373,2,empty,empty,empty,20731
1373,4,empty,empty,empty,20724
1373,3,empty,empty,empty,empty
1374,1,empty,1893,empty,1709
1374,4,empty,empty,empty,20724
937,3,empty,empty,4,742
937,3,empty,empty,12,743
937,3,empty,empty,15;528,1739
937,3,empty,empty,529;15,6669
1193,11,empty,empty,empty,20617;20616
1376,2,empty,21101,empty,20398;20400;7036;7037
1223,11,empty,empty,empty,20162
1223,3,empty,empty,569,20165
1337,2,empty,empty,543,21206
1337,2,empty,empty,544,21206
1380,11,empty,empty,empty,6804
1265,3,empty,empty,1,6807
1265,3,empty,empty,15,6808
1375,3,empty,empty,1,6807
1375,3,empty,empty,15,6808
833,3,empty,empty,553,6820
925,11,empty,empty,empty,5580;6831
1386,3,empty,6109,2,5626;6111
1386,3,empty,6109,15,6835
1386,11,empty,empty,empty,6836
1385,2,empty,empty,empty,45
1385,1,empty,empty,empty,1509
1385,2,empty,empty,empty,21219
1384,2,empty,empty,empty,45
1384,1,empty,empty,empty,1509
1384,2,empty,empty,empty,21220
1383,2,empty,empty,empty,45
1383,1,empty,empty,empty,1509
1383,2,empty,empty,empty,21221
1016,2,empty,empty,empty,45
1016,1,empty,empty,empty,1509
1016,2,empty,empty,empty,21222
1382,2,empty,empty,empty,45
1382,1,empty,empty,empty,1509
1382,2,empty,empty,empty,21223
1381,2,empty,empty,empty,45
1381,1,empty,empty,empty,1509
1381,2,empty,empty,empty,21224
1092,3,empty,empty,empty,21505;21509
1092,1,empty,empty,564,empty
1092,1,empty,empty,566,empty
1092,2,empty,empty,583,21524
1092,2,empty,empty,584,21525
1092,2,empty,empty,586,21530
481,3,empty,empty,empty,1992
482,3,empty,empty,empty,1992
483,3,empty,empty,empty,1992
1390,3,empty,empty,empty,6916
1392,1,empty,empty,567,21610
1392,2,empty,empty,empty,21615;21627
1393,1,empty,empty,568,empty
1393,2,empty,empty,empty,21619;21620;21628
1221,3,empty,empty,569,20163
1222,3,empty,empty,569,20164
1224,3,empty,empty,569,20163
1227,3,empty,empty,569,20163
1418,4,empty,empty,498;523,20613
1418,3,empty,empty,350,20463
1418,14,empty,20485,empty,empty
1418,4,empty,empty,524,20626
1418,1,empty,empty,empty,20639;20640
1418,2,empty,empty,empty,20649
1419,1,empty,empty,570,empty
1419,2,empty,empty,empty,21626;21625;21629
1420,2,empty,empty,empty,21640;21641;19328
1421,2,empty,empty,empty,21632;19329
1422,2,empty,empty,empty,21633;19330
1423,2,empty,empty,empty,21634;19331
1424,2,empty,empty,empty,21653;19332
1425,2,empty,empty,empty,21636;19333
1426,2,empty,empty,empty,21654;19334
1427,2,empty,empty,empty,21638;19335
1428,2,empty,empty,empty,21639;19336
1429,10,empty,empty,empty,21700
1432,11,empty,empty,empty,21715
1434,3,empty,empty,empty,21702;21703
1435,2,empty,empty,empty,21706
1436,1,empty,empty,empty,21707;21713
1436,2,empty,empty,empty,21709
1433,2,empty,empty,empty,21704
1433,3,empty,empty,empty,21705
1437,2,empty,empty,empty,6983
1438,10,empty,empty,empty,21800
1447,3,empty,empty,empty,6324;6325;4508;4920;6622;1464
1447,1,empty,empty,empty,84
1448,3,empty,empty,empty,2534
1448,1,empty,empty,empty,2798;3261
1448,6,empty,empty,empty,3120
1448,2,empty,empty,empty,4211
1448,4,empty,2245,empty,empty
1449,1,empty,empty,empty,6994
1449,3,empty,empty,214,6996;6995
1449,2,empty,empty,empty,6997
1450,2,empty,empty,empty,6998;7003
1450,1,empty,empty,empty,6999
1450,10,empty,empty,582,empty
1451,2,empty,empty,empty,7014
1452,2,empty,empty,empty,23005;23006
1452,3,empty,empty,empty,23011
1453,1,empty,empty,empty,20830
1453,2,empty,empty,empty,23005;23008
1453,4,empty,empty,empty,20849
1455,2,empty,empty,empty,22008;22022
1455,10,empty,empty,592,22015
1455,3,empty,empty,420,5975
1455,3,empty,empty,328,6029
1456,11,empty,empty,empty,22004;22020
1457,3,empty,empty,4;594,22017;22020
1457,3,empty,empty,79,3131
1457,3,empty,empty,595,5761
1457,2,empty,empty,593,22019
1458,2,empty,empty,empty,22009
1458,3,empty,empty,empty,22010;22012
1459,3,empty,empty,empty,22014
1442,2,empty,empty,empty,21801
1442,3,empty,empty,empty,21820
1443,3,empty,empty,empty,21807
1444,2,empty,empty,empty,21808
1444,11,empty,empty,empty,21810
1445,2,empty,empty,empty,21829;21831
1445,11,empty,empty,empty,21832
1471,2,empty,empty,empty,21824;21830;21834
1479,11,empty,empty,empty,22100;22105
1480,2,empty,empty,empty,22101
1475,2,empty,empty,empty,22102
1475,1,empty,empty,empty,22104;22106
1476,2,empty,empty,empty,22105;22107;22108
1482,10,empty,empty,608,empty
1482,2,empty,empty,empty,22109;22110
1312,14,empty,5890,empty,empty
1312,2,empty,empty,empty,20904
1312,1,empty,empty,empty,20584
1312,3,empty,empty,596,7017
1312,3,empty,empty,591,7015
1236,2,empty,empty,empty,20904
1236,1,empty,empty,empty,20584
1236,3,empty,empty,591,7015
1236,3,empty,empty,596,7017
1460,1,empty,empty,empty,7048
1460,3,empty,empty,empty,6111;7049
