宝石ID,宝石名称,宝石图标,原石ID组,最高品级,灵气上限,升级灵气条件,1级属性组,2级属性组,3级属性组,4级属性组,5级属性组,6级属性组,陈旧属性组,原石外观,开窗外观,1级外观(模型ID),2级外观,3级外观,4级外观,5级外观,6级外观,陈旧外观,出售价,增加抛光进度上限,消耗总金币,消耗总点券,增加进度值,2倍暴击率,5倍暴击率,10倍暴击率
1147,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1148,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1149,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1150,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1151,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1152,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1153,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1154,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1155,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1156,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1157,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1158,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1159,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1160,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1161,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1162,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1163,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1164,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1165,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1166,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1167,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1168,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1169,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1170,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1171,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1172,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1173,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1174,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1175,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1176,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1177,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1178,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1179,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1180,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1181,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1182,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1183,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1184,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1185,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1186,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1187,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1188,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1189,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1190,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1191,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1192,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1193,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1194,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1195,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1196,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1197,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1198,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1199,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1200,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1201,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1202,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1203,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1204,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1205,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1206,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1207,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1208,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1209,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1210,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1211,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1212,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1213,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1214,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1215,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1216,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1217,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1218,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1219,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1220,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1221,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1222,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1223,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1224,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1225,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1226,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1227,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1228,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1229,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1230,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1231,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1232,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1233,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1234,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1235,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1236,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1237,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1238,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1239,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1240,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1241,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1242,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1243,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1244,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1245,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1246,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1247,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1248,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1249,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1250,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1251,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1252,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1253,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1254,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1255,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1256,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1257,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1258,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1259,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1260,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1261,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1262,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1263,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1264,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1265,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1266,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1267,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1268,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1269,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1270,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1271,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1272,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1273,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1274,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1275,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1276,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1277,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1278,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1279,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1280,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1281,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1282,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1283,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1284,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1285,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1286,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1287,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1288,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1289,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1290,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1291,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
