奖励ID,奖励名称,奖励图标,品质,奖励描述,广播标识,奖励类型(1召唤师经验2绑金3英雄4固定核晶5固定基因样本6随机基因样本7天赋8宝箱9特殊物品(例如改名卡、刷新卡牌商店)10增益卡11XP技能12皮肤13水晶14水晶模组15任务搜索次数16表情包),圆饼拖尾光效,模型底座光效,模型底座外发光光效,参数1（英雄ID）,参数2（皮肤ID）,参数3,参数4,参数5,备注
4578,[史诗]智慧核晶,189,5,法强+4.1<br>技能伤害+2.3%<br>最大体力+2,,13,14,20,26,78,5,0,1,,
4579,[史诗]英勇核晶,189,5,攻击+2.6<br>技能伤害+2.3%<br>最大体力+2,,13,14,20,26,79,5,0,1,,
4580,[史诗]庇护核晶,189,5,魔抗+4.5<br>受法术伤害-1.8%<br>法力回复+2%,,13,14,20,26,80,5,0,1,,
4581,[史诗]庇护核晶,189,5,魔抗+4.5<br>受法术伤害-1.8%<br>生命回复+2%,,13,14,20,26,81,5,0,1,,
4582,[史诗]庇护核晶,189,5,魔抗+4.5<br>受法术伤害-1.8%<br>移动速度+0.2%,,13,14,20,26,82,5,0,1,,
4583,[史诗]庇护核晶,189,5,魔抗+4.5<br>受法术伤害-1.8%<br>最大体力+2,,13,14,20,26,83,5,0,1,,
4584,[史诗]英勇核晶,189,5,攻击+2.6<br>普攻系数+3.6%<br>法力回复+2%,,13,14,20,26,84,5,0,1,,
4585,[史诗]生命核晶,189,5,生命值+33.8<br>普攻系数+3.6%<br>法力回复+2%,,13,14,20,26,85,5,0,1,,
4586,[史诗]英勇核晶,189,5,攻击+2.6<br>普攻系数+3.6%<br>生命回复+2%,,13,14,20,26,86,5,0,1,,
4587,[史诗]生命核晶,189,5,生命值+33.8<br>普攻系数+3.6%<br>生命回复+2%,,13,14,20,26,87,5,0,1,,
4588,[史诗]英勇核晶,189,5,攻击+2.6<br>普攻系数+3.6%<br>移动速度+0.2%,,13,14,20,26,88,5,0,1,,
4589,[史诗]生命核晶,189,5,生命值+33.8<br>普攻系数+3.6%<br>移动速度+0.2%,,13,14,20,26,89,5,0,1,,
4590,[史诗]英勇核晶,189,5,攻击+2.6<br>普攻系数+3.6%<br>最大体力+2,,13,14,20,26,90,5,0,1,,
4591,[史诗]生命核晶,189,5,生命值+33.8<br>普攻系数+3.6%<br>最大体力+2,,13,14,20,26,91,5,0,1,,
4592,[史诗]大地核晶,189,5,护甲+4.5<br>受物理伤害-3%<br>法力回复+2%,,13,14,20,26,92,5,0,1,,
4593,[史诗]大地核晶,189,5,护甲+4.5<br>受物理伤害-3%<br>生命回复+2%,,13,14,20,26,93,5,0,1,,
4594,[史诗]大地核晶,189,5,护甲+4.5<br>受物理伤害-3%<br>移动速度+0.2%,,13,14,20,26,94,5,0,1,,
4595,[史诗]大地核晶,189,5,护甲+4.5<br>受物理伤害-3%<br>最大体力+2,,13,14,20,26,95,5,0,1,,
4596,[史诗]英勇核晶,189,5,攻击+2.6<br>物穿+1.6<br>法力回复+2%,,13,14,20,26,96,5,0,1,,
4597,[史诗]英勇核晶,189,5,攻击+2.6<br>物穿+1.6<br>生命回复+2%,,13,14,20,26,97,5,0,1,,
4598,[史诗]英勇核晶,189,5,攻击+2.6<br>物穿+1.6<br>移动速度+0.2%,,13,14,20,26,98,5,0,1,,
4599,[史诗]英勇核晶,189,5,攻击+2.6<br>物穿+1.6<br>最大体力+2,,13,14,20,26,99,5,0,1,,
4600,[史诗]英勇核晶,189,5,攻击+2.6<br>物理吸血+1.2%<br>法力回复+2%,,13,14,20,26,100,5,0,1,,
4601,[史诗]英勇核晶,189,5,攻击+2.6<br>物理吸血+1.2%<br>生命回复+2%,,13,14,20,26,101,5,0,1,,
4602,[史诗]英勇核晶,189,5,攻击+2.6<br>物理吸血+1.2%<br>移动速度+0.2%,,13,14,20,26,102,5,0,1,,
4603,[史诗]英勇核晶,189,5,攻击+2.6<br>物理吸血+1.2%<br>最大体力+2,,13,14,20,26,103,5,0,1,,
4604,[传说]生命核晶,190,6,生命值+37.5<br>攻击+1.4%<br>法力回复+4%,,13,10,16,22,104,6,0,1,,
4605,[传说]生命核晶,190,6,生命值+37.5<br>攻击+1.4%<br>生命回复+4%,,13,10,16,22,105,6,0,1,,
4606,[传说]生命核晶,190,6,生命值+37.5<br>攻击+1.4%<br>移动速度+0.4%,,13,10,16,22,106,6,0,1,,
4607,[传说]生命核晶,190,6,生命值+37.5<br>攻击+1.4%<br>最大体力+4,,13,10,16,22,107,6,0,1,,
4608,[传说]大地核晶,190,6,护甲+5<br>生命值+1.5%<br>法力回复+4%,,13,10,16,22,108,6,0,1,,
4609,[传说]庇护核晶,190,6,魔抗+5<br>生命值+1.5%<br>法力回复+4%,,13,10,16,22,109,6,0,1,,
4610,[传说]大地核晶,190,6,护甲+5<br>生命值+1.5%<br>生命回复+4%,,13,10,16,22,110,6,0,1,,
4611,[传说]庇护核晶,190,6,魔抗+5<br>生命值+1.5%<br>生命回复+4%,,13,10,16,22,111,6,0,1,,
4612,[传说]大地核晶,190,6,护甲+5<br>生命值+1.5%<br>移动速度+0.4%,,13,10,16,22,112,6,0,1,,
4613,[传说]庇护核晶,190,6,魔抗+5<br>生命值+1.5%<br>移动速度+0.4%,,13,10,16,22,113,6,0,1,,
4614,[传说]大地核晶,190,6,护甲+5<br>生命值+1.5%<br>最大体力+4,,13,10,16,22,114,6,0,1,,
4615,[传说]庇护核晶,190,6,魔抗+5<br>生命值+1.5%<br>最大体力+4,,13,10,16,22,115,6,0,1,,
4616,[传说]智慧核晶,190,6,法强+4.6<br>法穿+2.9%<br>法力回复+4%,,13,10,16,22,116,6,0,1,,
4617,[传说]智慧核晶,190,6,法强+4.6<br>法穿+2.9%<br>生命回复+4%,,13,10,16,22,117,6,0,1,,
4618,[传说]智慧核晶,190,6,法强+4.6<br>法穿+2.9%<br>移动速度+0.4%,,13,10,16,22,118,6,0,1,,
4619,[传说]智慧核晶,190,6,法强+4.6<br>法穿+2.9%<br>最大体力+4,,13,10,16,22,119,6,0,1,,
4620,[传说]生命核晶,190,6,生命值+37.5<br>物穿+2.3%<br>法力回复+4%,,13,10,16,22,120,6,0,1,,
4621,[传说]生命核晶,190,6,生命值+37.5<br>物穿+2.3%<br>生命回复+4%,,13,10,16,22,121,6,0,1,,
4622,[传说]生命核晶,190,6,生命值+37.5<br>物穿+2.3%<br>移动速度+0.4%,,13,10,16,22,122,6,0,1,,
4623,[传说]生命核晶,190,6,生命值+37.5<br>物穿+2.3%<br>最大体力+4,,13,10,16,22,123,6,0,1,,
4624,[传说]智慧核晶,190,6,法强+4.6<br>法穿+1.8<br>法力回复+4%,,13,10,16,22,124,6,0,1,,
4625,[传说]智慧核晶,190,6,法强+4.6<br>法穿+1.8<br>生命回复+4%,,13,10,16,22,125,6,0,1,,
4626,[传说]智慧核晶,190,6,法强+4.6<br>法穿+1.8<br>移动速度+0.4%,,13,10,16,22,126,6,0,1,,
4627,[传说]智慧核晶,190,6,法强+4.6<br>法穿+1.8<br>最大体力+4,,13,10,16,22,127,6,0,1,,
4628,[传说]智慧核晶,190,6,法强+4.6<br>法术吸血+2.5%<br>法力回复+4%,,13,10,16,22,128,6,0,1,,
4629,[传说]智慧核晶,190,6,法强+4.6<br>法术吸血+2.5%<br>生命回复+4%,,13,10,16,22,129,6,0,1,,
4630,[传说]智慧核晶,190,6,法强+4.6<br>法术吸血+2.5%<br>移动速度+0.4%,,13,10,16,22,130,6,0,1,,
4631,[传说]智慧核晶,190,6,法强+4.6<br>法术吸血+2.5%<br>最大体力+4,,13,10,16,22,131,6,0,1,,
4632,[传说]智慧核晶,190,6,法强+4.6<br>技能伤害+2.5%<br>法力回复+4%,,13,10,16,22,132,6,0,1,,
4633,[传说]英勇核晶,190,6,攻击+2.9<br>技能伤害+2.5%<br>法力回复+4%,,13,10,16,22,133,6,0,1,,
4634,[传说]智慧核晶,190,6,法强+4.6<br>技能伤害+2.5%<br>生命回复+4%,,13,10,16,22,134,6,0,1,,
4635,[传说]英勇核晶,190,6,攻击+2.9<br>技能伤害+2.5%<br>生命回复+4%,,13,10,16,22,135,6,0,1,,
4636,[传说]智慧核晶,190,6,法强+4.6<br>技能伤害+2.5%<br>移动速度+0.4%,,13,10,16,22,136,6,0,1,,
4637,[传说]英勇核晶,190,6,攻击+2.9<br>技能伤害+2.5%<br>移动速度+0.4%,,13,10,16,22,137,6,0,1,,
4638,[传说]智慧核晶,190,6,法强+4.6<br>技能伤害+2.5%<br>最大体力+4,,13,10,16,22,138,6,0,1,,
4639,[传说]英勇核晶,190,6,攻击+2.9<br>技能伤害+2.5%<br>最大体力+4,,13,10,16,22,139,6,0,1,,
4640,[传说]庇护核晶,190,6,魔抗+5<br>受法术伤害-2%<br>法力回复+4%,,13,10,16,22,140,6,0,1,,
4641,[传说]庇护核晶,190,6,魔抗+5<br>受法术伤害-2%<br>生命回复+4%,,13,10,16,22,141,6,0,1,,
4642,[传说]庇护核晶,190,6,魔抗+5<br>受法术伤害-2%<br>移动速度+0.4%,,13,10,16,22,142,6,0,1,,
4643,[传说]庇护核晶,190,6,魔抗+5<br>受法术伤害-2%<br>最大体力+4,,13,10,16,22,143,6,0,1,,
4644,[传说]英勇核晶,190,6,攻击+2.9<br>普攻系数+4%<br>法力回复+4%,,13,10,16,22,144,6,0,1,,
4645,[传说]生命核晶,190,6,生命值+37.5<br>普攻系数+4%<br>法力回复+4%,,13,10,16,22,145,6,0,1,,
4646,[传说]英勇核晶,190,6,攻击+2.9<br>普攻系数+4%<br>生命回复+4%,,13,10,16,22,146,6,0,1,,
4647,[传说]生命核晶,190,6,生命值+37.5<br>普攻系数+4%<br>生命回复+4%,,13,10,16,22,147,6,0,1,,
4648,[传说]英勇核晶,190,6,攻击+2.9<br>普攻系数+4%<br>移动速度+0.4%,,13,10,16,22,148,6,0,1,,
4649,[传说]生命核晶,190,6,生命值+37.5<br>普攻系数+4%<br>移动速度+0.4%,,13,10,16,22,149,6,0,1,,
4650,[传说]英勇核晶,190,6,攻击+2.9<br>普攻系数+4%<br>最大体力+4,,13,10,16,22,150,6,0,1,,
4651,[传说]生命核晶,190,6,生命值+37.5<br>普攻系数+4%<br>最大体力+4,,13,10,16,22,151,6,0,1,,
4652,[传说]大地核晶,190,6,护甲+5<br>受物理伤害-3.3%<br>法力回复+4%,,13,10,16,22,152,6,0,1,,
4653,[传说]大地核晶,190,6,护甲+5<br>受物理伤害-3.3%<br>生命回复+4%,,13,10,16,22,153,6,0,1,,
4654,[传说]大地核晶,190,6,护甲+5<br>受物理伤害-3.3%<br>移动速度+0.4%,,13,10,16,22,154,6,0,1,,
4655,[传说]大地核晶,190,6,护甲+5<br>受物理伤害-3.3%<br>最大体力+4,,13,10,16,22,155,6,0,1,,
4656,[传说]英勇核晶,190,6,攻击+2.9<br>物穿+1.8<br>法力回复+4%,,13,10,16,22,156,6,0,1,,
4657,[传说]英勇核晶,190,6,攻击+2.9<br>物穿+1.8<br>生命回复+4%,,13,10,16,22,157,6,0,1,,
4658,[传说]英勇核晶,190,6,攻击+2.9<br>物穿+1.8<br>移动速度+0.4%,,13,10,16,22,158,6,0,1,,
4659,[传说]英勇核晶,190,6,攻击+2.9<br>物穿+1.8<br>最大体力+4,,13,10,16,22,159,6,0,1,,
4660,[传说]英勇核晶,190,6,攻击+2.9<br>物理吸血+1.3%<br>法力回复+4%,,13,10,16,22,160,6,0,1,,
4661,[传说]英勇核晶,190,6,攻击+2.9<br>物理吸血+1.3%<br>生命回复+4%,,13,10,16,22,161,6,0,1,,
4662,[传说]英勇核晶,190,6,攻击+2.9<br>物理吸血+1.3%<br>移动速度+0.4%,,13,10,16,22,162,6,0,1,,
4663,[传说]英勇核晶,190,6,攻击+2.9<br>物理吸血+1.3%<br>最大体力+4,,13,10,16,22,163,6,0,1,,
5000,天赋：回旋飞刀,1,4,风月游侠普通攻击击中英雄后可获得一把飞刀,,7,10,16,22,1,10101,,,,
5001,天赋：越战越勇,1,4,风月游侠使用技能击中目标可提升普攻伤害，最多5层,,7,10,16,22,1,10102,,,,
5002,天赋：穿透,1,4,风月游侠对直线范围目标造成伤害,,7,10,16,22,1,10103,,,,
5003,天赋：穿透,1,4,风月游侠对直线范围目标造成伤害,,7,10,16,22,1,10104,,,,
5004,天赋：例无虚发,1,4,风月游侠意念化飞刀攻击前方敌人，对目标造成物理伤害,,7,10,16,22,1,10105,,,,
5005,天赋：百发百中,1,4,风月游侠击中英雄可提升伤害，未击中英雄时清除,,7,10,16,22,1,10106,,,,
5006,天赋：君子风,1,4,扇舞可击退敌人,,7,10,16,22,1,10107,,,,
5007,天赋：多发命中,1,4,扇舞可对近身目标造成更高伤害,,7,10,16,22,1,10108,,,,
5008,天赋：飞刀无悔,1,4,提升例无虚发伤害,,7,10,16,22,1,10109,,,,
5009,天赋：养精蓄锐,1,4,身边有敌方小兵殒命时提升攻击力和普攻伤害,,7,10,16,22,2,10201,,,,
5010,天赋：强力驱退,1,4,幻灭之箭变为群体击退,,7,10,16,22,2,10202,,,,
5011,天赋：锐不可当,1,4,精灵之箭造成额外伤害,,7,10,16,22,2,10203,,,,
5012,天赋：森灵悦动,1,4,10秒内攻击速度大幅提升,,7,10,16,22,2,10204,,,,
5013,天赋：千灵风缚箭,1,4,射出巨型冰箭，击中敌方英雄后爆炸，对目标周围敌人造成伤害和晕眩,,7,10,16,22,2,10205,,,,
5014,天赋：易损,1,4,精灵之箭对敌人施加一定时间易损状态，森灵游侠普攻可触发易损造成一次额外伤害。,,7,10,16,22,2,10206,,,,
5015,天赋：集中注意,1,4,周围7米范围内没有敌方英雄时，攻击力提升20%,,7,10,16,22,2,10207,,,,
5016,天赋：活化肌肉,1,4,获得300点生命值上限,,7,10,16,22,2,10208,,,,
5017,天赋：森灵悦动,1,4,10秒内攻击速度大幅提升，且提升50%的普攻伤害,,7,10,16,22,2,10209,,,,
5018,天赋：千灵风缚箭,1,4,射出巨型冰箭，击中敌方英雄后爆炸，对目标周围敌人造成伤害和晕眩,,7,10,16,22,2,10210,,,,
5019,天赋：心火,1,4,提高控火者伤害,,7,10,16,22,3,10301,,,,
5020,天赋：吸金,1,4,每4秒额外获取10点金币,,7,10,16,22,3,10302,,,,
5021,天赋：熔岩,1,4,火焰流星会熔化地面，持续3秒灼烧敌人,,7,10,16,22,3,10303,,,,
5022,天赋：火影,1,4,对单个敌方英雄造成持续伤害，并使其不能攻击,,7,10,16,22,3,10304,,,,
5023,天赋：熔核术,1,4,吟唱两秒后，放出巨大火球缓慢追击目标英雄，击中后引发大爆炸，造成范围伤害，如果5秒内未击中目标，火球自动熄灭,,7,10,16,22,3,10305,,,,
5024,天赋：三昧真火,1,4,火焰流星变为3次伤害，如果已经学习熔岩，延长熔岩作用时间到5秒,,7,10,16,22,3,10307,,,,
5025,天赋：流星雨,1,4,火焰流星击中敌方英雄，冷却时间减少3秒,,7,10,16,22,3,10308,,,,
5026,天赋：火影,1,4,火影持续时间增加，伤害提升,,7,10,16,22,3,10309,,,,
5027,天赋：熔核术,1,4,大火球伤害提升,,7,10,16,22,3,10310,,,,
5028,天赋：剑意纵横,1,4,樱花护印可以移动释放，格挡持续时间降低为1秒,,7,10,16,22,4,10401,,,,
5029,天赋：强化剑法,1,4,樱花护印成功后，剑气横扫会晕眩敌人1秒,,7,10,16,22,4,10402,,,,
5030,天赋：气元斩,1,4,樱花护印不需要格挡成功也可以1键释放剑气横扫，伤害提升,,7,10,16,22,4,10403,,,,
5031,天赋：樱花元气斩,1,4,绯樱剑客借助风之力瞬间锁定所有处于浮空状态的目标，迅速拔剑对浮空目标发起气元斩，元气斩一息之间对所有目标连续造成5次伤害,,7,10,16,22,4,10404,,,,
5032,天赋：剑气内敛,1,4,疾风居合对击中的第一个目标伤害提高,,7,10,16,22,4,10405,,,,
5033,天赋：回气,1,4,每次普通攻击击中敌人，疾风居合冷却降低,,7,10,16,22,4,10406,,,,
5034,天赋：气元爆发,1,4,樱花元气斩的伤害提升,,7,10,16,22,4,10408,,,,
5035,天赋：猛烈撞击,1,4,野蛮冲撞撞到目标后，额外对目标造成法术伤害,,7,10,16,22,5,10501,,,,
5036,天赋：撞晕,1,4,野蛮冲撞撞击到敌人后，眩晕时间延长1秒,,7,10,16,22,5,10502,,,,
5037,天赋：破甲撞击,1,4,野蛮冲撞撞击的目标魔法抗性和物理防御降低30%，持续5秒,,7,10,16,22,5,10503,,,,
5038,天赋：重盾挥击,1,4,狂野巨盾大力挥动盾牌，对周围半径7米范围内的所有敌人造成法术伤害，并且晕眩0.5秒，在6秒内可以连续释放3次,,7,10,16,22,5,10504,,,,
5039,天赋：尖刺刃盾,1,4,举盾状态每秒对周围所有敌人造成法术伤害,,7,10,16,22,5,10505,,,,
5040,天赋：轻盈护盾,1,4,举盾状态自身不减速,,7,10,16,22,5,10506,,,,
5041,天赋：能量护盾,1,4,举盾状态周围友军单位获得减少30%伤害的护盾,,7,10,16,22,5,10507,,,,
5042,天赋：野蛮打击,1,4,重盾挥击对目标造成的伤害提高,,7,10,16,22,5,10508,,,,
5043,天赋：吞食恐惧,1,4,吞食敌人后，给自己增加护盾,,7,10,16,22,6,10601,,,,
5044,天赋：粘液腐蚀,1,4,劲舌抽击击中敌人会造成持续法术伤害,,7,10,16,22,6,10602,,,,
5045,天赋：劲舌鞭击,1,4,劲舌抽击距离加长,,7,10,16,22,6,10603,,,,
5046,天赋：跳蛙喷射,1,4,深海蛙王腾空而起，向指定区域喷射粘液，对区域内所有敌人造成持续法术伤害，持续[orange]3[/orange]秒,,7,10,16,22,6,10604,,,,
5048,天赋：粘液粘连,1,4,提高被动伤害,,7,10,16,22,6,10606,,,,
5049,天赋：粘稠吮吸,1,4,粘稠吮吸技能强化，被吞的目标吐出时，若吐出区域有其他目标，则所有目标都会被粘连在一起定身和沉默1秒,,7,10,16,22,6,10607,,,,
5050,天赋：强力喷射,1,4,蛙跳喷射伤害增加,,7,10,16,22,6,10608,,,,
5051,天赋：点赞力量,1,4,花灵庇护能增加目标40%的移动速度,,7,10,16,22,7,10701,,,,
5052,天赋：躲起来吃,1,4,花灵庇护能会给目标回复生命,,7,10,16,22,7,10702,,,,
5053,天赋：专业提款机,1,4,随着时间充能，满3分钟时对友方英雄使用花灵庇护，可给友方英雄（不包括自己）增加500金币,,7,10,16,22,7,10703,,,,
5054,天赋：彼岸仙境,1,4,原地吟唱施法，持续回复大范围友方生命,,7,10,16,22,7,10704,,,,
5055,天赋：仙女下凡,1,4,指定一个区域，使区域内的所有英雄受到持续的法术伤害,,7,10,16,22,7,10705,,,,
5056,天赋：花瓣雨,1,4,提升仙女散花的伤害,,7,10,16,22,7,10706,,,,
5057,天赋：迷魂,1,4,被仙女散花击中的敌方英雄，输出伤害降低,,7,10,16,22,7,10707,,,,
5058,天赋：真钞掉了,1,4,若敌方英雄被仙女散花击中，会扣除50金币，且自己周围的友方英雄获得50金币,,7,10,16,22,7,10708,,,,
5059,天赋：彼岸仙境,1,4,提升彼岸仙境的生命回复量,,7,10,16,22,7,10709,,,,
5060,天赋：仙女下凡,1,4,提升仙女下凡的伤害,,7,10,16,22,7,10710,,,,
5061,天赋：夺息飞刃,1,4,飞旋飞刃击中英雄可提升20%普攻伤害，最多叠加三层，并且自身被动伤害提升,,7,10,16,22,8,10801,,,,
5062,天赋：撕裂伤口,1,4,回旋飞刃击带有撕裂的目标使其持续流血，伤害跟撕裂层数相关,,7,10,16,22,8,10802,,,,
5063,天赋：养精蓄锐,1,4,身边有敌方小兵殒命时提升攻击力和普攻伤害,,7,10,16,22,8,10803,,,,
5064,天赋：狂烈之舞,1,4,给周围目标附加5层撕裂效果，同时提升自身攻击力,,7,10,16,22,8,10804,,,,
5065,天赋：滑翔狩猎,1,4,向远距离单体目标冲锋，造成伤害并定身,,7,10,16,22,8,10805,,,,
5066,天赋：无路可逃,1,4,普攻带有20%吸血,,7,10,16,22,8,10806,,,,
5067,天赋：绝处逢生,1,4,使用双刀斩击时，会对目标造成减速,,7,10,16,22,8,10807,,,,
5068,天赋：危压,1,4,降低敌方带5层撕裂效果的英雄的输出伤害,,7,10,16,22,8,10808,,,,
5069,天赋：狂烈之舞,1,4,狂烈之舞增加提升的攻击力,,7,10,16,22,8,10809,,,,
5070,天赋：滑翔狩猎,1,4,提升滑翔狩猎伤害,,7,10,16,22,8,10810,,,,
5071,天赋：撕裂伤口,1,4,回旋飞刃击带有撕裂的目标使其持续流血，伤害跟撕裂层数相关,,7,10,16,22,8,10817,,,,
5072,天赋：狂烈之舞,1,4,给周围目标附加5层撕裂效果，同时提升自身攻击力,,7,10,16,22,8,10818,,,,
5073,天赋：绝处逢生,1,4,使用双刀斩击时，会对目标造成减速,,7,10,16,22,8,10819,,,,
5074,天赋：狂烈之舞,1,4,狂烈之舞增加提升的攻击力,,7,10,16,22,8,10823,,,,
5075,天赋：格挡反击,1,4,盛怒咆哮格挡成功后会对攻击者进行反击，造成物理伤害,,7,10,16,22,9,10901,,,,
5076,天赋：怒吼震慑,1,4,盛怒咆哮对周围所有敌对目标造成40%减速效果，持续2秒,,7,10,16,22,9,10902,,,,
5077,天赋：铜墙铁壁,1,4,盛怒咆哮格挡成功后获得吸收伤害的护盾，持续2秒,,7,10,16,22,9,10903,,,,
5078,天赋：重剑无锋,1,4,帝国之剑跳跃而起对敌方英雄单位进行致命攻击，敌方英雄受到真实伤害,,7,10,16,22,9,10904,,,,
5079,天赋：裂地重劈,1,4,帝国之剑高高跃起对地面进行斩击，前方范围内所有敌人受到物理伤害并击倒晕眩,,7,10,16,22,9,10905,,,,
5080,天赋：狂战士,1,4,舍弃自身生命值，攻击力提升,,7,10,16,22,9,10906,,,,
5081,天赋：战士之血,1,4,每次受到攻击会获得回血状态，持续5秒，可叠加10层,,7,10,16,22,9,10907,,,,
5082,天赋：沉重打击,1,4,碎骨冲锋击中目标后，会降低其护甲，持续3秒,,7,10,16,22,9,10908,,,,
5083,天赋：无尽毁灭,1,4,增加重剑无锋技能伤害，且成功用重剑无锋消灭敌方英雄后，清除重剑无锋冷却时间,,7,10,16,22,9,10909,,,,
5084,天赋：山崩,1,4,裂地重劈伤害提升,,7,10,16,22,9,10910,,,,
5085,天赋：礼物,1,4,扭转乾坤二段可在原地留下一把枪，延迟1秒后造成范围伤害,,7,10,16,22,10,11001,,,,
5086,天赋：神意,1,4,消灭或助攻可提升攻击，最多叠加10层，殒命清除,,7,10,16,22,10,11002,,,,
5087,天赋：枪术训练,1,4,向陨而生第一段击中英雄永久提升伤害,,7,10,16,22,10,11003,,,,
5088,天赋：无双枪阵,1,4,对周围敌人造成大量伤害，持续2秒,,7,10,16,22,10,11004,,,,
5089,天赋：横扫,1,4,提升扭转乾坤一段伤害和范围,,7,10,16,22,10,11005,,,,
5090,天赋：脱身,1,4,提升扭转乾坤二段的后退距离,,7,10,16,22,10,11006,,,,
5091,天赋：内伤,1,4,向陨而生第二段标记目标，3秒造已损失生命值30%的伤害,,7,10,16,22,10,11007,,,,
5092,天赋：无双枪阵,1,4,提升无双枪阵伤害,,7,10,16,22,10,11008,,,,
5093,天赋：无双枪阵,1,4,提升无双枪阵伤害,,7,10,16,22,10,11009,,,,
5094,天赋：恶念传播,1,4,禁术咒印第一段变成范围技能，目标区域敌人都会被印记,,7,10,16,22,11,11101,,,,
5095,天赋：波动印记,1,4,提升禁术咒印的伤害,,7,10,16,22,11,11102,,,,
5096,天赋：天意,1,4,消灭或助攻法强提升，殒命后消除,,7,10,16,22,11,11103,,,,
5097,天赋：厄运锁链,1,4,对单个目标造成伤害，并与目标连接一连锁链，两秒后如果目标没有逃离则造成禁锢,,7,10,16,22,11,11104,,,,
5098,天赋：厄运降临,1,4,提升移形换影伤害,,7,10,16,22,11,11105,,,,
5099,天赋：殒命路径,1,4,提升移形换影返回间隔时间到5秒,,7,10,16,22,11,11106,,,,
5100,天赋：致命伪装,1,4,增加替罪者出现时，暗裔魔法师隐身时间,,7,10,16,22,11,11107,,,,
5101,天赋：厄运锁链,1,4,提升厄运锁链伤害,,7,10,16,22,11,11108,,,,
5102,天赋：毁墙,1,4,使敌方单个防御塔5秒内无法攻击,,7,10,16,22,12,11201,,,,
5103,天赋：火焰附着,1,4,圣焰裁决的持续时间延长至10秒，并且普通攻击造成的额外魔法伤害提高,,7,10,16,22,12,11202,,,,
5104,天赋：火神祭品,1,4,周围有英雄或敌对目标殒命自身获得法强,,7,10,16,22,12,11203,,,,
5105,天赋：浴火重生,1,4,若友方英雄在接下来的10秒内阵亡，圣焰之手可以使之复活且回复部分生命值,,7,10,16,22,12,11204,,,,
5106,天赋：火神附体,1,4,圣焰之手生命值提高，并且对周围所有敌人持续灼烧，持续10秒,,7,10,16,22,12,11205,,,,
5107,天赋：烈焰灼烧,1,4,圣焰火鸟击中敌人时，受到持续火焰伤害,,7,10,16,22,12,11206,,,,
5108,天赋：魔焰侵袭,1,4,圣焰斩击击中目标后，目标魔法抗性降低20点,,7,10,16,22,12,11207,,,,
5109,天赋：魔力回溯,1,4,圣焰火鸟每击中一个敌方英雄，技能冷却时间降低4秒,,7,10,16,22,12,11208,,,,
5110,天赋：火神注视,1,4,若浴火重生未进入冷却，自己殒命则自动复活并进入冷却,,7,10,16,22,12,11209,,,,
5111,天赋：火神,1,4,火神附体提高血量上限和对周围的伤害,,7,10,16,22,12,11210,,,,
5113,天赋：双刃剑,1,4,再来一桶伤害提升,,7,10,16,22,13,11302,,,,
5114,天赋：养精蓄锐,1,4,附近敌方小兵阵亡永久提升生命,,7,10,16,22,13,11303,,,,
5115,天赋：重盾挥击,1,4,高高跃起，全力砸击目标地面，造成伤害并眩晕,,7,10,16,22,13,11304,,,,
5116,天赋：浓度酒桶[SKILLSLOT=0]键】,1,4,被再来一桶击中会进入醉酒。醉酒状态下普攻输出降低。,,7,10,16,22,13,11305,,,,
5117,天赋：难以承受,1,4,禁军铠甲对目标伤害会持续提升,,7,10,16,22,13,11306,,,,
5118,天赋：难以承受,1,4,禁军铠甲对目标伤害会持续提升,,7,10,16,22,13,11307,,,,
5119,天赋：重盾挥击,1,4,提升重盾挥击伤害,,7,10,16,22,13,11308,,,,
5120,天赋：致残一击,1,4,破隐一击会降低目标50%的移动速度，持续2秒,,7,10,16,22,14,11401,,,,
5121,天赋：游刃有余,1,4,蜂刺变为直线突进，打中敌人能再释放一次，潜行状态下未击中目标不破隐,,7,10,16,22,14,11402,,,,
5122,天赋：水舞-启,1,4,蜂刺击中目标后提升40%普攻伤害，持续5秒,,7,10,16,22,14,11403,,,,
5123,天赋：剑影神域,1,4,速度快的无法选中，随机攻击敌人，造成大量伤害,,7,10,16,22,14,11404,,,,
5124,天赋：真视透析,1,4,连续击破单个英雄四个破绽后，造成大量真实伤害,,7,10,16,22,14,11405,,,,
5125,天赋：得寸进尺,1,4,普攻击中目标可降低蜂刺冷却1秒,,7,10,16,22,14,11406,,,,
5126,天赋：追袭者,1,4,隐身时移动速度提升，如果破隐一击击中敌人破绽则清除神隐冷却,,7,10,16,22,14,11407,,,,
5127,天赋：水舞-宁,1,4,蜂刺击中英雄破绽后，普攻命中敌人可回复生命,,7,10,16,22,14,11408,,,,
5128,天赋：剑影神域,1,4,提升剑影神域伤害,,7,10,16,22,14,11409,,,,
5129,天赋：真视透析,1,4,连续击破单个英雄四个破绽后宣告目标殒命,,7,10,16,22,14,11410,,,,
5130,天赋：感染强化,1,4,被生化感染目标会降低20%的护甲,,7,10,16,22,15,11501,,,,
5131,天赋：生化领域,1,4,击杀被生化感染的英雄会生成墓碑,,7,10,16,22,15,11502,,,,
5132,天赋：尸毒爆,1,4,中了尸毒的单位殒命后尸体会爆炸，造成范围伤害,,7,10,16,22,15,11503,,,,
