成长属性ID,星级血量,星级血量成长,星级血量成长率,星级血量成长率成长,星级魔法,星级魔法成长,星级魔法成长率,星级魔法成长率成长,星级物理攻击,星级物理攻击成长,星级物理攻击成长率,星级物理攻击成长率成长,星级法术攻击,星级法术攻击成长,星级法术攻击成长率,星级法术攻击成长率成长,星级物理防御,星级物理防御成长,星级物理防御成长率,星级物理防御成长率成长,星级法术防御,星级法术防御成长,星级法术防御成长率,星级法术防御成长率成长
2627,0,0,809,0,0,0,540,0,0,0,0,0,0,0,248.85,0,0,0,54,0,0,0,54,0
2628,0,0,839,0,0,0,560,0,0,0,0,0,0,0,258.06,0,0,0,56,0,0,0,56,0
2629,0,0,869,0,0,0,580,0,0,0,0,0,0,0,267.28,0,0,0,58,0,0,0,58,0
2630,0,0,899,0,0,0,600,0,0,0,0,0,0,0,276.5,0,0,0,60,0,0,0,60,0
2701,0,0,75,0,0,0,20,0,0,0,2.22,0,0,0,0,0,0,0,4,0,0,0,4,0
2702,0,0,150,0,0,0,40,0,0,0,4.44,0,0,0,0,0,0,0,8,0,0,0,8,0
2703,0,0,225,0,0,0,60,0,0,0,6.67,0,0,0,0,0,0,0,12,0,0,0,12,0
2704,0,0,300,0,0,0,80,0,0,0,8.89,0,0,0,0,0,0,0,16,0,0,0,16,0
2705,0,0,375,0,0,0,100,0,0,0,11.11,0,0,0,0,0,0,0,20,0,0,0,20,0
2706,0,0,449,0,0,0,120,0,0,0,13.33,0,0,0,0,0,0,0,24,0,0,0,24,0
2707,0,0,524,0,0,0,140,0,0,0,15.56,0,0,0,0,0,0,0,28,0,0,0,28,0
2708,0,0,599,0,0,0,160,0,0,0,17.78,0,0,0,0,0,0,0,32,0,0,0,32,0
2709,0,0,674,0,0,0,180,0,0,0,20,0,0,0,0,0,0,0,36,0,0,0,36,0
2710,0,0,749,0,0,0,200,0,0,0,22.22,0,0,0,0,0,0,0,40,0,0,0,40,0
2711,0,0,824,0,0,0,220,0,0,0,24.44,0,0,0,0,0,0,0,44,0,0,0,44,0
2712,0,0,899,0,0,0,240,0,0,0,26.67,0,0,0,0,0,0,0,48,0,0,0,48,0
2713,0,0,974,0,0,0,260,0,0,0,28.89,0,0,0,0,0,0,0,52,0,0,0,52,0
2714,0,0,1049,0,0,0,280,0,0,0,31.11,0,0,0,0,0,0,0,56,0,0,0,56,0
2715,0,0,1124,0,0,0,300,0,0,0,33.33,0,0,0,0,0,0,0,60,0,0,0,60,0
2716,0,0,1199,0,0,0,320,0,0,0,35.56,0,0,0,0,0,0,0,64,0,0,0,64,0
2717,0,0,1273,0,0,0,340,0,0,0,37.78,0,0,0,0,0,0,0,68,0,0,0,68,0
2718,0,0,1348,0,0,0,360,0,0,0,40,0,0,0,0,0,0,0,72,0,0,0,72,0
2719,0,0,1423,0,0,0,380,0,0,0,42.22,0,0,0,0,0,0,0,76,0,0,0,76,0
2720,0,0,1498,0,0,0,400,0,0,0,44.44,0,0,0,0,0,0,0,80,0,0,0,80,0
2721,0,0,1573,0,0,0,420,0,0,0,46.67,0,0,0,0,0,0,0,84,0,0,0,84,0
2722,0,0,1648,0,0,0,440,0,0,0,48.89,0,0,0,0,0,0,0,88,0,0,0,88,0
2723,0,0,1723,0,0,0,460,0,0,0,51.11,0,0,0,0,0,0,0,92,0,0,0,92,0
2724,0,0,1798,0,0,0,480,0,0,0,53.33,0,0,0,0,0,0,0,96,0,0,0,96,0
2725,0,0,1873,0,0,0,500,0,0,0,55.56,0,0,0,0,0,0,0,100,0,0,0,100,0
2726,0,0,1948,0,0,0,520,0,0,0,57.78,0,0,0,0,0,0,0,104,0,0,0,104,0
2727,0,0,2022,0,0,0,540,0,0,0,60,0,0,0,0,0,0,0,108,0,0,0,108,0
2728,0,0,2097,0,0,0,560,0,0,0,62.22,0,0,0,0,0,0,0,112,0,0,0,112,0
2729,0,0,2172,0,0,0,580,0,0,0,64.44,0,0,0,0,0,0,0,116,0,0,0,116,0
2730,0,0,2247,0,0,0,600,0,0,0,66.67,0,0,0,0,0,0,0,120,0,0,0,120,0
2801,0,0,30,0,0,0,20,0,0,0,5.56,0,0,0,0,0,0,0,2,0,0,0,2,0
2802,0,0,60,0,0,0,40,0,0,0,11.11,0,0,0,0,0,0,0,4,0,0,0,4,0
2803,0,0,90,0,0,0,60,0,0,0,16.67,0,0,0,0,0,0,0,6,0,0,0,6,0
2804,0,0,120,0,0,0,80,0,0,0,22.22,0,0,0,0,0,0,0,8,0,0,0,8,0
2805,0,0,150,0,0,0,100,0,0,0,27.78,0,0,0,0,0,0,0,10,0,0,0,10,0
2806,0,0,180,0,0,0,120,0,0,0,33.33,0,0,0,0,0,0,0,12,0,0,0,12,0
2807,0,0,210,0,0,0,140,0,0,0,38.89,0,0,0,0,0,0,0,14,0,0,0,14,0
2808,0,0,240,0,0,0,160,0,0,0,44.44,0,0,0,0,0,0,0,16,0,0,0,16,0
2809,0,0,270,0,0,0,180,0,0,0,50,0,0,0,0,0,0,0,18,0,0,0,18,0
2810,0,0,300,0,0,0,200,0,0,0,55.56,0,0,0,0,0,0,0,20,0,0,0,20,0
2811,0,0,330,0,0,0,220,0,0,0,61.11,0,0,0,0,0,0,0,22,0,0,0,22,0
2812,0,0,360,0,0,0,240,0,0,0,66.67,0,0,0,0,0,0,0,24,0,0,0,24,0
2813,0,0,390,0,0,0,260,0,0,0,72.22,0,0,0,0,0,0,0,26,0,0,0,26,0
2814,0,0,419,0,0,0,280,0,0,0,77.78,0,0,0,0,0,0,0,28,0,0,0,28,0
2815,0,0,449,0,0,0,300,0,0,0,83.33,0,0,0,0,0,0,0,30,0,0,0,30,0
2816,0,0,479,0,0,0,320,0,0,0,88.89,0,0,0,0,0,0,0,32,0,0,0,32,0
2817,0,0,509,0,0,0,340,0,0,0,94.44,0,0,0,0,0,0,0,34,0,0,0,34,0
2818,0,0,539,0,0,0,360,0,0,0,100,0,0,0,0,0,0,0,36,0,0,0,36,0
2819,0,0,569,0,0,0,380,0,0,0,105.56,0,0,0,0,0,0,0,38,0,0,0,38,0
2820,0,0,599,0,0,0,400,0,0,0,111.11,0,0,0,0,0,0,0,40,0,0,0,40,0
2821,0,0,629,0,0,0,420,0,0,0,116.67,0,0,0,0,0,0,0,42,0,0,0,42,0
2822,0,0,659,0,0,0,440,0,0,0,122.22,0,0,0,0,0,0,0,44,0,0,0,44,0
2823,0,0,689,0,0,0,460,0,0,0,127.78,0,0,0,0,0,0,0,46,0,0,0,46,0
2824,0,0,719,0,0,0,480,0,0,0,133.33,0,0,0,0,0,0,0,48,0,0,0,48,0
2825,0,0,749,0,0,0,500,0,0,0,138.89,0,0,0,0,0,0,0,50,0,0,0,50,0
2826,0,0,779,0,0,0,520,0,0,0,144.44,0,0,0,0,0,0,0,52,0,0,0,52,0
2827,0,0,809,0,0,0,540,0,0,0,150,0,0,0,0,0,0,0,54,0,0,0,54,0
2828,0,0,839,0,0,0,560,0,0,0,155.56,0,0,0,0,0,0,0,56,0,0,0,56,0
2829,0,0,869,0,0,0,580,0,0,0,161.11,0,0,0,0,0,0,0,58,0,0,0,58,0
2830,0,0,899,0,0,0,600,0,0,0,166.67,0,0,0,0,0,0,0,60,0,0,0,60,0
2901,0,0,30,0,0,0,20,0,0,0,0,0,0,0,9.22,0,0,0,2,0,0,0,2,0
2902,0,0,60,0,0,0,40,0,0,0,0,0,0,0,18.43,0,0,0,4,0,0,0,4,0
2903,0,0,90,0,0,0,60,0,0,0,0,0,0,0,27.65,0,0,0,6,0,0,0,6,0
2904,0,0,120,0,0,0,80,0,0,0,0,0,0,0,36.87,0,0,0,8,0,0,0,8,0
2905,0,0,150,0,0,0,100,0,0,0,0,0,0,0,46.08,0,0,0,10,0,0,0,10,0
2906,0,0,180,0,0,0,120,0,0,0,0,0,0,0,55.3,0,0,0,12,0,0,0,12,0
2907,0,0,210,0,0,0,140,0,0,0,0,0,0,0,64.52,0,0,0,14,0,0,0,14,0
2908,0,0,240,0,0,0,160,0,0,0,0,0,0,0,73.73,0,0,0,16,0,0,0,16,0
2909,0,0,270,0,0,0,180,0,0,0,0,0,0,0,82.95,0,0,0,18,0,0,0,18,0
2910,0,0,300,0,0,0,200,0,0,0,0,0,0,0,92.17,0,0,0,20,0,0,0,20,0
2911,0,0,330,0,0,0,220,0,0,0,0,0,0,0,101.38,0,0,0,22,0,0,0,22,0
2912,0,0,360,0,0,0,240,0,0,0,0,0,0,0,110.6,0,0,0,24,0,0,0,24,0
2913,0,0,390,0,0,0,260,0,0,0,0,0,0,0,119.82,0,0,0,26,0,0,0,26,0
2914,0,0,419,0,0,0,280,0,0,0,0,0,0,0,129.03,0,0,0,28,0,0,0,28,0
2915,0,0,449,0,0,0,300,0,0,0,0,0,0,0,138.25,0,0,0,30,0,0,0,30,0
2916,0,0,479,0,0,0,320,0,0,0,0,0,0,0,147.47,0,0,0,32,0,0,0,32,0
2917,0,0,509,0,0,0,340,0,0,0,0,0,0,0,156.68,0,0,0,34,0,0,0,34,0
2918,0,0,539,0,0,0,360,0,0,0,0,0,0,0,165.9,0,0,0,36,0,0,0,36,0
2919,0,0,569,0,0,0,380,0,0,0,0,0,0,0,175.12,0,0,0,38,0,0,0,38,0
2920,0,0,599,0,0,0,400,0,0,0,0,0,0,0,184.33,0,0,0,40,0,0,0,40,0
2921,0,0,629,0,0,0,420,0,0,0,0,0,0,0,193.55,0,0,0,42,0,0,0,42,0
2922,0,0,659,0,0,0,440,0,0,0,0,0,0,0,202.76,0,0,0,44,0,0,0,44,0
2923,0,0,689,0,0,0,460,0,0,0,0,0,0,0,211.98,0,0,0,46,0,0,0,46,0
2924,0,0,719,0,0,0,480,0,0,0,0,0,0,0,221.2,0,0,0,48,0,0,0,48,0
2925,0,0,749,0,0,0,500,0,0,0,0,0,0,0,230.41,0,0,0,50,0,0,0,50,0
2926,0,0,779,0,0,0,520,0,0,0,0,0,0,0,239.63,0,0,0,52,0,0,0,52,0
2927,0,0,809,0,0,0,540,0,0,0,0,0,0,0,248.85,0,0,0,54,0,0,0,54,0
2928,0,0,839,0,0,0,560,0,0,0,0,0,0,0,258.06,0,0,0,56,0,0,0,56,0
2929,0,0,869,0,0,0,580,0,0,0,0,0,0,0,267.28,0,0,0,58,0,0,0,58,0
2930,0,0,899,0,0,0,600,0,0,0,0,0,0,0,276.5,0,0,0,60,0,0,0,60,0
3001,0,0,30,0,0,0,20,0,0,0,5.56,0,0,0,0,0,0,0,2,0,0,0,2,0
3002,0,0,60,0,0,0,40,0,0,0,11.11,0,0,0,0,0,0,0,4,0,0,0,4,0
3003,0,0,90,0,0,0,60,0,0,0,16.67,0,0,0,0,0,0,0,6,0,0,0,6,0
3004,0,0,120,0,0,0,80,0,0,0,22.22,0,0,0,0,0,0,0,8,0,0,0,8,0
3005,0,0,150,0,0,0,100,0,0,0,27.78,0,0,0,0,0,0,0,10,0,0,0,10,0
3006,0,0,180,0,0,0,120,0,0,0,33.33,0,0,0,0,0,0,0,12,0,0,0,12,0
3007,0,0,210,0,0,0,140,0,0,0,38.89,0,0,0,0,0,0,0,14,0,0,0,14,0
3008,0,0,240,0,0,0,160,0,0,0,44.44,0,0,0,0,0,0,0,16,0,0,0,16,0
3009,0,0,270,0,0,0,180,0,0,0,50,0,0,0,0,0,0,0,18,0,0,0,18,0
3010,0,0,300,0,0,0,200,0,0,0,55.56,0,0,0,0,0,0,0,20,0,0,0,20,0
3011,0,0,330,0,0,0,220,0,0,0,61.11,0,0,0,0,0,0,0,22,0,0,0,22,0
3012,0,0,360,0,0,0,240,0,0,0,66.67,0,0,0,0,0,0,0,24,0,0,0,24,0
3013,0,0,390,0,0,0,260,0,0,0,72.22,0,0,0,0,0,0,0,26,0,0,0,26,0
3014,0,0,419,0,0,0,280,0,0,0,77.78,0,0,0,0,0,0,0,28,0,0,0,28,0
3015,0,0,449,0,0,0,300,0,0,0,83.33,0,0,0,0,0,0,0,30,0,0,0,30,0
3016,0,0,479,0,0,0,320,0,0,0,88.89,0,0,0,0,0,0,0,32,0,0,0,32,0
3017,0,0,509,0,0,0,340,0,0,0,94.44,0,0,0,0,0,0,0,34,0,0,0,34,0
3018,0,0,539,0,0,0,360,0,0,0,100,0,0,0,0,0,0,0,36,0,0,0,36,0
3019,0,0,569,0,0,0,380,0,0,0,105.56,0,0,0,0,0,0,0,38,0,0,0,38,0
3020,0,0,599,0,0,0,400,0,0,0,111.11,0,0,0,0,0,0,0,40,0,0,0,40,0
3021,0,0,629,0,0,0,420,0,0,0,116.67,0,0,0,0,0,0,0,42,0,0,0,42,0
3022,0,0,659,0,0,0,440,0,0,0,122.22,0,0,0,0,0,0,0,44,0,0,0,44,0
3023,0,0,689,0,0,0,460,0,0,0,127.78,0,0,0,0,0,0,0,46,0,0,0,46,0
3024,0,0,719,0,0,0,480,0,0,0,133.33,0,0,0,0,0,0,0,48,0,0,0,48,0
3025,0,0,749,0,0,0,500,0,0,0,138.89,0,0,0,0,0,0,0,50,0,0,0,50,0
3026,0,0,779,0,0,0,520,0,0,0,144.44,0,0,0,0,0,0,0,52,0,0,0,52,0
3027,0,0,809,0,0,0,540,0,0,0,150,0,0,0,0,0,0,0,54,0,0,0,54,0
3028,0,0,839,0,0,0,560,0,0,0,155.56,0,0,0,0,0,0,0,56,0,0,0,56,0
3029,0,0,869,0,0,0,580,0,0,0,161.11,0,0,0,0,0,0,0,58,0,0,0,58,0
3030,0,0,899,0,0,0,600,0,0,0,166.67,0,0,0,0,0,0,0,60,0,0,0,60,0
3101,0,0,60,0,0,0,20,0,0,0,5.56,0,0,0,0,0,0,0,2,0,0,0,2,0
3102,0,0,120,0,0,0,40,0,0,0,11.11,0,0,0,0,0,0,0,4,0,0,0,4,0
3103,0,0,180,0,0,0,60,0,0,0,16.67,0,0,0,0,0,0,0,6,0,0,0,6,0
3104,0,0,240,0,0,0,80,0,0,0,22.22,0,0,0,0,0,0,0,8,0,0,0,8,0
3105,0,0,300,0,0,0,100,0,0,0,27.78,0,0,0,0,0,0,0,10,0,0,0,10,0
3106,0,0,360,0,0,0,120,0,0,0,33.33,0,0,0,0,0,0,0,12,0,0,0,12,0
3107,0,0,419,0,0,0,140,0,0,0,38.89,0,0,0,0,0,0,0,14,0,0,0,14,0
3108,0,0,479,0,0,0,160,0,0,0,44.44,0,0,0,0,0,0,0,16,0,0,0,16,0
3109,0,0,539,0,0,0,180,0,0,0,50,0,0,0,0,0,0,0,18,0,0,0,18,0
3110,0,0,599,0,0,0,200,0,0,0,55.56,0,0,0,0,0,0,0,20,0,0,0,20,0
3111,0,0,659,0,0,0,220,0,0,0,61.11,0,0,0,0,0,0,0,22,0,0,0,22,0
3112,0,0,719,0,0,0,240,0,0,0,66.67,0,0,0,0,0,0,0,24,0,0,0,24,0
3113,0,0,779,0,0,0,260,0,0,0,72.22,0,0,0,0,0,0,0,26,0,0,0,26,0
3114,0,0,839,0,0,0,280,0,0,0,77.78,0,0,0,0,0,0,0,28,0,0,0,28,0
3115,0,0,899,0,0,0,300,0,0,0,83.33,0,0,0,0,0,0,0,30,0,0,0,30,0
3116,0,0,959,0,0,0,320,0,0,0,88.89,0,0,0,0,0,0,0,32,0,0,0,32,0
3117,0,0,1019,0,0,0,340,0,0,0,94.44,0,0,0,0,0,0,0,34,0,0,0,34,0
3118,0,0,1079,0,0,0,360,0,0,0,100,0,0,0,0,0,0,0,36,0,0,0,36,0
3119,0,0,1139,0,0,0,380,0,0,0,105.56,0,0,0,0,0,0,0,38,0,0,0,38,0
3120,0,0,1199,0,0,0,400,0,0,0,111.11,0,0,0,0,0,0,0,40,0,0,0,40,0
3121,0,0,1258,0,0,0,420,0,0,0,116.67,0,0,0,0,0,0,0,42,0,0,0,42,0
3122,0,0,1318,0,0,0,440,0,0,0,122.22,0,0,0,0,0,0,0,44,0,0,0,44,0
3123,0,0,1378,0,0,0,460,0,0,0,127.78,0,0,0,0,0,0,0,46,0,0,0,46,0
3124,0,0,1438,0,0,0,480,0,0,0,133.33,0,0,0,0,0,0,0,48,0,0,0,48,0
3125,0,0,1498,0,0,0,500,0,0,0,138.89,0,0,0,0,0,0,0,50,0,0,0,50,0
3126,0,0,1558,0,0,0,520,0,0,0,144.44,0,0,0,0,0,0,0,52,0,0,0,52,0
3127,0,0,1618,0,0,0,540,0,0,0,150,0,0,0,0,0,0,0,54,0,0,0,54,0
3128,0,0,1678,0,0,0,560,0,0,0,155.56,0,0,0,0,0,0,0,56,0,0,0,56,0
3129,0,0,1738,0,0,0,580,0,0,0,161.11,0,0,0,0,0,0,0,58,0,0,0,58,0
3130,0,0,1798,0,0,0,600,0,0,0,166.67,0,0,0,0,0,0,0,60,0,0,0,60,0
3201,0,0,30,0,0,0,20,0,0,0,0,0,0,0,9.22,0,0,0,2,0,0,0,2,0
3202,0,0,60,0,0,0,40,0,0,0,0,0,0,0,18.43,0,0,0,4,0,0,0,4,0
3203,0,0,90,0,0,0,60,0,0,0,0,0,0,0,27.65,0,0,0,6,0,0,0,6,0
3204,0,0,120,0,0,0,80,0,0,0,0,0,0,0,36.87,0,0,0,8,0,0,0,8,0
3205,0,0,150,0,0,0,100,0,0,0,0,0,0,0,46.08,0,0,0,10,0,0,0,10,0
3206,0,0,180,0,0,0,120,0,0,0,0,0,0,0,55.3,0,0,0,12,0,0,0,12,0
3207,0,0,210,0,0,0,140,0,0,0,0,0,0,0,64.52,0,0,0,14,0,0,0,14,0
3208,0,0,240,0,0,0,160,0,0,0,0,0,0,0,73.73,0,0,0,16,0,0,0,16,0
3209,0,0,270,0,0,0,180,0,0,0,0,0,0,0,82.95,0,0,0,18,0,0,0,18,0
3210,0,0,300,0,0,0,200,0,0,0,0,0,0,0,92.17,0,0,0,20,0,0,0,20,0
3211,0,0,330,0,0,0,220,0,0,0,0,0,0,0,101.38,0,0,0,22,0,0,0,22,0
3212,0,0,360,0,0,0,240,0,0,0,0,0,0,0,110.6,0,0,0,24,0,0,0,24,0
3213,0,0,390,0,0,0,260,0,0,0,0,0,0,0,119.82,0,0,0,26,0,0,0,26,0
3214,0,0,419,0,0,0,280,0,0,0,0,0,0,0,129.03,0,0,0,28,0,0,0,28,0
3215,0,0,449,0,0,0,300,0,0,0,0,0,0,0,138.25,0,0,0,30,0,0,0,30,0
3216,0,0,479,0,0,0,320,0,0,0,0,0,0,0,147.47,0,0,0,32,0,0,0,32,0
3217,0,0,509,0,0,0,340,0,0,0,0,0,0,0,156.68,0,0,0,34,0,0,0,34,0
3218,0,0,539,0,0,0,360,0,0,0,0,0,0,0,165.9,0,0,0,36,0,0,0,36,0
3219,0,0,569,0,0,0,380,0,0,0,0,0,0,0,175.12,0,0,0,38,0,0,0,38,0
3220,0,0,599,0,0,0,400,0,0,0,0,0,0,0,184.33,0,0,0,40,0,0,0,40,0
3221,0,0,629,0,0,0,420,0,0,0,0,0,0,0,193.55,0,0,0,42,0,0,0,42,0
3222,0,0,659,0,0,0,440,0,0,0,0,0,0,0,202.76,0,0,0,44,0,0,0,44,0
3223,0,0,689,0,0,0,460,0,0,0,0,0,0,0,211.98,0,0,0,46,0,0,0,46,0
3224,0,0,719,0,0,0,480,0,0,0,0,0,0,0,221.2,0,0,0,48,0,0,0,48,0
3225,0,0,749,0,0,0,500,0,0,0,0,0,0,0,230.41,0,0,0,50,0,0,0,50,0
3226,0,0,779,0,0,0,520,0,0,0,0,0,0,0,239.63,0,0,0,52,0,0,0,52,0
3227,0,0,809,0,0,0,540,0,0,0,0,0,0,0,248.85,0,0,0,54,0,0,0,54,0
3228,0,0,839,0,0,0,560,0,0,0,0,0,0,0,258.06,0,0,0,56,0,0,0,56,0
3229,0,0,869,0,0,0,580,0,0,0,0,0,0,0,267.28,0,0,0,58,0,0,0,58,0
3230,0,0,899,0,0,0,600,0,0,0,0,0,0,0,276.5,0,0,0,60,0,0,0,60,0
3301,0,0,30,0,0,0,20,0,0,0,0,0,0,0,9.22,0,0,0,2,0,0,0,2,0
3302,0,0,60,0,0,0,40,0,0,0,0,0,0,0,18.43,0,0,0,4,0,0,0,4,0
3303,0,0,90,0,0,0,60,0,0,0,0,0,0,0,27.65,0,0,0,6,0,0,0,6,0
3304,0,0,120,0,0,0,80,0,0,0,0,0,0,0,36.87,0,0,0,8,0,0,0,8,0
3305,0,0,150,0,0,0,100,0,0,0,0,0,0,0,46.08,0,0,0,10,0,0,0,10,0
3306,0,0,180,0,0,0,120,0,0,0,0,0,0,0,55.3,0,0,0,12,0,0,0,12,0
3307,0,0,210,0,0,0,140,0,0,0,0,0,0,0,64.52,0,0,0,14,0,0,0,14,0
3308,0,0,240,0,0,0,160,0,0,0,0,0,0,0,73.73,0,0,0,16,0,0,0,16,0
3309,0,0,270,0,0,0,180,0,0,0,0,0,0,0,82.95,0,0,0,18,0,0,0,18,0
3310,0,0,300,0,0,0,200,0,0,0,0,0,0,0,92.17,0,0,0,20,0,0,0,20,0
3311,0,0,330,0,0,0,220,0,0,0,0,0,0,0,101.38,0,0,0,22,0,0,0,22,0
3312,0,0,360,0,0,0,240,0,0,0,0,0,0,0,110.6,0,0,0,24,0,0,0,24,0
3313,0,0,390,0,0,0,260,0,0,0,0,0,0,0,119.82,0,0,0,26,0,0,0,26,0
3314,0,0,419,0,0,0,280,0,0,0,0,0,0,0,129.03,0,0,0,28,0,0,0,28,0
3315,0,0,449,0,0,0,300,0,0,0,0,0,0,0,138.25,0,0,0,30,0,0,0,30,0
3316,0,0,479,0,0,0,320,0,0,0,0,0,0,0,147.47,0,0,0,32,0,0,0,32,0
3317,0,0,509,0,0,0,340,0,0,0,0,0,0,0,156.68,0,0,0,34,0,0,0,34,0
3318,0,0,539,0,0,0,360,0,0,0,0,0,0,0,165.9,0,0,0,36,0,0,0,36,0
3319,0,0,569,0,0,0,380,0,0,0,0,0,0,0,175.12,0,0,0,38,0,0,0,38,0
3320,0,0,599,0,0,0,400,0,0,0,0,0,0,0,184.33,0,0,0,40,0,0,0,40,0
3321,0,0,629,0,0,0,420,0,0,0,0,0,0,0,193.55,0,0,0,42,0,0,0,42,0
3322,0,0,659,0,0,0,440,0,0,0,0,0,0,0,202.76,0,0,0,44,0,0,0,44,0
3323,0,0,689,0,0,0,460,0,0,0,0,0,0,0,211.98,0,0,0,46,0,0,0,46,0
3324,0,0,719,0,0,0,480,0,0,0,0,0,0,0,221.2,0,0,0,48,0,0,0,48,0
3325,0,0,749,0,0,0,500,0,0,0,0,0,0,0,230.41,0,0,0,50,0,0,0,50,0
3326,0,0,779,0,0,0,520,0,0,0,0,0,0,0,239.63,0,0,0,52,0,0,0,52,0
3327,0,0,809,0,0,0,540,0,0,0,0,0,0,0,248.85,0,0,0,54,0,0,0,54,0
3328,0,0,839,0,0,0,560,0,0,0,0,0,0,0,258.06,0,0,0,56,0,0,0,56,0
3329,0,0,869,0,0,0,580,0,0,0,0,0,0,0,267.28,0,0,0,58,0,0,0,58,0
3330,0,0,899,0,0,0,600,0,0,0,0,0,0,0,276.5,0,0,0,60,0,0,0,60,0
3401,0,0,60,0,0,0,20,0,0,0,5.56,0,0,0,0,0,0,0,2,0,0,0,2,0
3402,0,0,120,0,0,0,40,0,0,0,11.11,0,0,0,0,0,0,0,4,0,0,0,4,0
3403,0,0,180,0,0,0,60,0,0,0,16.67,0,0,0,0,0,0,0,6,0,0,0,6,0
3404,0,0,240,0,0,0,80,0,0,0,22.22,0,0,0,0,0,0,0,8,0,0,0,8,0
3405,0,0,300,0,0,0,100,0,0,0,27.78,0,0,0,0,0,0,0,10,0,0,0,10,0
3406,0,0,360,0,0,0,120,0,0,0,33.33,0,0,0,0,0,0,0,12,0,0,0,12,0
3407,0,0,419,0,0,0,140,0,0,0,38.89,0,0,0,0,0,0,0,14,0,0,0,14,0
3408,0,0,479,0,0,0,160,0,0,0,44.44,0,0,0,0,0,0,0,16,0,0,0,16,0
3409,0,0,539,0,0,0,180,0,0,0,50,0,0,0,0,0,0,0,18,0,0,0,18,0
3410,0,0,599,0,0,0,200,0,0,0,55.56,0,0,0,0,0,0,0,20,0,0,0,20,0
3411,0,0,659,0,0,0,220,0,0,0,61.11,0,0,0,0,0,0,0,22,0,0,0,22,0
3412,0,0,719,0,0,0,240,0,0,0,66.67,0,0,0,0,0,0,0,24,0,0,0,24,0
3413,0,0,779,0,0,0,260,0,0,0,72.22,0,0,0,0,0,0,0,26,0,0,0,26,0
3414,0,0,839,0,0,0,280,0,0,0,77.78,0,0,0,0,0,0,0,28,0,0,0,28,0
3415,0,0,899,0,0,0,300,0,0,0,83.33,0,0,0,0,0,0,0,30,0,0,0,30,0
3416,0,0,959,0,0,0,320,0,0,0,88.89,0,0,0,0,0,0,0,32,0,0,0,32,0
3417,0,0,1019,0,0,0,340,0,0,0,94.44,0,0,0,0,0,0,0,34,0,0,0,34,0
3418,0,0,1079,0,0,0,360,0,0,0,100,0,0,0,0,0,0,0,36,0,0,0,36,0
3419,0,0,1139,0,0,0,380,0,0,0,105.56,0,0,0,0,0,0,0,38,0,0,0,38,0
3420,0,0,1199,0,0,0,400,0,0,0,111.11,0,0,0,0,0,0,0,40,0,0,0,40,0
3421,0,0,1258,0,0,0,420,0,0,0,116.67,0,0,0,0,0,0,0,42,0,0,0,42,0
3422,0,0,1318,0,0,0,440,0,0,0,122.22,0,0,0,0,0,0,0,44,0,0,0,44,0
3423,0,0,1378,0,0,0,460,0,0,0,127.78,0,0,0,0,0,0,0,46,0,0,0,46,0
3424,0,0,1438,0,0,0,480,0,0,0,133.33,0,0,0,0,0,0,0,48,0,0,0,48,0
3425,0,0,1498,0,0,0,500,0,0,0,138.89,0,0,0,0,0,0,0,50,0,0,0,50,0
3426,0,0,1558,0,0,0,520,0,0,0,144.44,0,0,0,0,0,0,0,52,0,0,0,52,0
3427,0,0,1618,0,0,0,540,0,0,0,150,0,0,0,0,0,0,0,54,0,0,0,54,0
3428,0,0,1678,0,0,0,560,0,0,0,155.56,0,0,0,0,0,0,0,56,0,0,0,56,0
3429,0,0,1738,0,0,0,580,0,0,0,161.11,0,0,0,0,0,0,0,58,0,0,0,58,0
3430,0,0,1798,0,0,0,600,0,0,0,166.67,0,0,0,0,0,0,0,60,0,0,0,60,0
3501,0,0,60,0,0,0,20,0,0,0,5.56,0,0,0,0,0,0,0,2,0,0,0,2,0
3502,0,0,120,0,0,0,40,0,0,0,11.11,0,0,0,0,0,0,0,4,0,0,0,4,0
3503,0,0,180,0,0,0,60,0,0,0,16.67,0,0,0,0,0,0,0,6,0,0,0,6,0
3504,0,0,240,0,0,0,80,0,0,0,22.22,0,0,0,0,0,0,0,8,0,0,0,8,0
3505,0,0,300,0,0,0,100,0,0,0,27.78,0,0,0,0,0,0,0,10,0,0,0,10,0
3506,0,0,360,0,0,0,120,0,0,0,33.33,0,0,0,0,0,0,0,12,0,0,0,12,0
3507,0,0,419,0,0,0,140,0,0,0,38.89,0,0,0,0,0,0,0,14,0,0,0,14,0
3508,0,0,479,0,0,0,160,0,0,0,44.44,0,0,0,0,0,0,0,16,0,0,0,16,0
3509,0,0,539,0,0,0,180,0,0,0,50,0,0,0,0,0,0,0,18,0,0,0,18,0
3510,0,0,599,0,0,0,200,0,0,0,55.56,0,0,0,0,0,0,0,20,0,0,0,20,0
3511,0,0,659,0,0,0,220,0,0,0,61.11,0,0,0,0,0,0,0,22,0,0,0,22,0
3512,0,0,719,0,0,0,240,0,0,0,66.67,0,0,0,0,0,0,0,24,0,0,0,24,0
3513,0,0,779,0,0,0,260,0,0,0,72.22,0,0,0,0,0,0,0,26,0,0,0,26,0
3514,0,0,839,0,0,0,280,0,0,0,77.78,0,0,0,0,0,0,0,28,0,0,0,28,0
3515,0,0,899,0,0,0,300,0,0,0,83.33,0,0,0,0,0,0,0,30,0,0,0,30,0
