天赋ID,比赛类型,地图ID,职业,等级,前置天赋,激活类型,消耗点数,天赋效果,天赋名称,天赋图标ID,天赋描述,,,,,,,,,,,,
13519,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,35,12,0,1,0,10025,激昂,,,,,,,,,,,,,,
13520,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,35,12,0,1,0,10020,防御光环,,,,,,,,,,,,,,
13521,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,35,12,0,1,0,10029,腐蚀,,,,,,,,,,,,,,
13512,1;2;3;4;5;6;7;8;9;11;12;13;14,1,35,15,0,1,0,13512,脉冲炸裂,,,,,,,,,,,,,,
13522,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,35,18,0,1,0,10035,羽化,,,,,,,,,,,,,,
13523,1;2;3;4;5;6;7;8;9;10;11;12;13,1,35,18,0,1,0,10009,治愈,,,,,,,,,,,,,,
13524,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,35,18,0,1,0,10034,毁墙,,,,,,,,,,,,,,
13525,10,179,35,3,0,1,0,13514;663,堡垒阵列,,,,,,,,,,,,,,
13527,10,179,35,6,0,1,0,13511;664;13527,脉冲撞击,,,,,,,,,,,,,,
13528,10,179,35,9,0,1,0,13517,续命游戏,,,,,,,,,,,,,,
13529,10,179,35,15,0,1,0,13512,脉冲炸裂,,,,,,,,,,,,,,
13530,10,179,35,1,0,0,0,13527,新手buff,,,,,,,,,,,,,,
13601,1;2;3;4;5;6;7;8;9;11;12;13;14,1,36,3,0,1,0,13606,强化武器,,,,,,,,,,,,,,
13602,1;2;3;4;5;6;7;8;9;11;12;13;14,1,36,3,0,1,0,13607,能量反哺,,,,,,,,,,,,,,
13603,1;2;3;4;5;6;7;8;9;11;12;13;14,1,36,3,0,1,0,13608,养精蓄锐,,,,,,,,,,,,,,
13604,1;2;3;4;5;6;7;8;9;11;12;13;14,1,36,6,0,1,0,13609,终极武器,,,,,,,,,,,,,,
13605,1;2;3;4;5;6;7;8;9;11;12;13;14,1,36,9,0,1,0,13610,高热能量,,,,,,,,,,,,,,
13606,1;2;3;4;5;6;7;8;9;11;12;13;14,1,36,9,0,1,0,13611,尖刺爆裂,,,,,,,,,,,,,,
13607,1;2;3;4;5;6;7;8;9;11;12;13;14,1,36,9,0,1,0,13612,战术技巧,,,,,,,,,,,,,,
13608,1;2;3;4;5;6;7;8;9;11;12;13;14,1,36,12,0,1,0,10018,三环,,,,,,,,,,,,,,
13609,1;2;3;4;5;6;7;8;9;11;12;13;14,1,36,12,0,1,0,10024,闪电,,,,,,,,,,,,,,
13610,1;2;3;4;5;6;7;8;9;11;12;13;14,1,36,12,0,1,0,10021,法术护盾,,,,,,,,,,,,,,
13611,1;2;3;4;5;6;7;8;9;11;12;13;14,1,36,15,0,1,0,13613,强化终极武器,,,,,,,,,,,,,,
13612,1;2;3;4;5;6;7;8;9;11;12;13;14,1,36,18,0,1,0,10035,羽化,,,,,,,,,,,,,,
13613,1;2;3;4;5;6;7;8;9;11;12;13,1,36,18,0,1,0,10009,治愈,,,,,,,,,,,,,,
13614,1;2;3;4;5;6;7;8;9;11;12;13;14,1,36,18,0,1,0,10034,毁墙,,,,,,,,,,,,,,
13703,1;2;3;4;5;6;7;8;9;11;12;13;14,1,37,6,0,1,0,13703,暗夜大招,,,,,,,,,,,,,,
13704,1;2;3;4;5;6;7;8;9;11;12;13;14,1,37,3,0,1,0,13704,无情飞影,,,,,,,,,,,,,,
13705,1;2;3;4;5;6;7;8;9;11;12;13;14,1,37,3,0,1,0,13705,黑夜延长,,,,,,,,,,,,,,
13706,1;2;3;4;5;6;7;8;9;11;12;13;14,1,37,3,0,1,0,13706,飞影施法距离延长,,,,,,,,,,,,,,
13707,1;2;3;4;5;6;7;8;9;11;12;13;14,1,37,9,0,1,0,13707,斩杀对最远距离也造成最高伤害,,,,,,,,,,,,,,
13708,1;2;3;4;5;6;7;8;9;11;12;13;14,1,37,9,0,1,0,13708,斩杀重置冷却时间,,,,,,,,,,,,,,
13709,1;2;3;4;5;6;7;8;9;11;12;13;14,1,37,9,0,1,0,13709,斩杀变为飞行直线,,,,,,,,,,,,,,
13710,1;2;3;4;5;6;7;8;9;11;12;13;14,1,37,12,0,1,0,10018,三环,,,,,,,,,,,,,,
13711,1;2;3;4;5;6;7;8;9;11;12;13;14,1,37,12,0,1,0,10024,闪电,,,,,,,,,,,,,,
13712,1;2;3;4;5;6;7;8;9;11;12;13;14,1,37,12,0,1,0,10021,法术护盾,,,,,,,,,,,,,,
13713,1;2;3;4;5;6;7;8;9;11;12;13;14,1,37,15,0,1,0,13710,强化终极武器,,,,,,,,,,,,,,
13714,1;2;3;4;5;6;7;8;9;11;12;13;14,1,37,18,0,1,0,10035,羽化,,,,,,,,,,,,,,
13715,1;2;3;4;5;6;7;8;9;11;12;13,1,37,18,0,1,0,10009,治愈,,,,,,,,,,,,,,
13716,1;2;3;4;5;6;7;8;9;11;12;13;14,1,37,18,0,1,0,10034,毁墙,,,,,,,,,,,,,,
13801,1;2;3;4;5;6;7;8;9;11;12;13;14,1,38,6,0,1,0,13805,末日战甲大招,,,,,,,,,,,,,,
13901,1;2;3;4;5;6;7;8;9;11;12;13;14,1,39,3,0,1,0,13912,夺息飞刃,,,,,,,,,,,,,,
13902,1;2;3;4;5;6;7;8;9;11;12;13;14,1,39,3,0,1,0,13913,撕裂伤口,,,,,,,,,,,,,,
13903,1;2;3;4;5;6;7;8;9;11;12;13;14,1,39,3,0,1,0,13914,养精蓄锐,,,,,,,,,,,,,,
13904,1;2;3;4;5;6;7;8;9;11;12;13;14,1,39,6,0,1,0,13907,狂烈之舞,,,,,,,,,,,,,,
13905,1;2;3;4;5;6;7;8;9;11;12;13;14,1,39,6,0,1,0,13908;13909,滑翔狩猎,,,,,,,,,,,,,,
13906,1;2;3;4;5;6;7;8;9;11;12;13;14,1,39,9,0,1,0,13915,无路可逃,,,,,,,,,,,,,,
13907,1;2;3;4;5;6;7;8;9;11;12;13;14,1,39,9,0,1,0,13916,绝处逢生,,,,,,,,,,,,,,
13908,1;2;3;4;5;6;7;8;9;11;12;13;14,1,39,9,0,1,0,13917,危压,,,,,,,,,,,,,,
13909,1;2;3;4;5;6;7;8;9;11;12;13;14,1,39,12,0,1,0,10001,净化,,,,,,,,,,,,,,
13910,1;2;3;4;5;6;7;8;9;11;12;13;14,1,39,12,0,1,0,10018,三环,,,,,,,,,,,,,,
13911,1;2;3;4;5;6;7;8;9;11;12;13;14,1,39,12,0,1,0,10021,法术护盾,,,,,,,,,,,,,,
13912,1;2;3;4;5;6;7;8;9;11;12;13;14,1,39,15,0,1,0,13918,狂烈之舞,,,,,,,,,,,,,,
13913,1;2;3;4;5;6;7;8;9;11;12;13;14,1,39,15,0,1,0,13919,滑翔狩猎,,,,,,,,,,,,,,
13914,1;2;3;4;5;6;7;8;9;11;12;13;14,1,39,18,0,1,0,10035,羽化,,,,,,,,,,,,,,
13915,1;2;3;4;5;6;7;8;9;11;12;13,1,39,18,0,1,0,10009,治愈,,,,,,,,,,,,,,
13916,1;2;3;4;5;6;7;8;9;11;12;13;14,1,39,18,0,1,0,10034,毁墙,,,,,,,,,,,,,,
14001,1;2;3;4;5;6;7;8;9;11;12;13;14,1,40,1,0,0,0,14000,平A1,,,,,,,,,,,,,,
14002,1;2;3;4;5;6;7;8;9;11;12;13;14,1,40,1,0,0,0,14001,平A2,,,,,,,,,,,,,,
14003,1;2;3;4;5;6;7;8;9;11;12;13;14,1,40,1,0,0,0,14002,平A3,,,,,,,,,,,,,,
14004,1;2;3;4;5;6;7;8;9;11;12;13;14,1,40,1,0,0,0,14003;14004,12技能学习,,,,,,,,,,,,,,
14005,0,1,40,1,0,0,0,14005,核榕术,,主城大招,,,,,,,,,,,,
14006,1;2;3;4;5;6;7;8;9;11;12;13;14,1,40,6,0,1,0,14005,核榕术,,,,,,,,,,,,,,
14007,1;2;3;4;5;6;7;8;9;11;12;13;14,1,40,6,0,1,0,14006,火影,,,,,,,,,,,,,,
14008,1;2;3;4;5;6;7;8;9;11;12;13;14,1,40,3,0,1,0,14007,心火,,,,,,,,,,,,,,
14009,1;2;3;4;5;6;7;8;9;11;12;13;14,1,40,3,0,1,0,14008,吸金,,,,,,,,,,,,,,
14010,1;2;3;4;5;6;7;8;9;11;12;13;14,1,40,3,0,1,0,14009,熔岩,,,,,,,,,,,,,,
14011,1;2;3;4;5;6;7;8;9;11;12;13;14,1,40,9,0,1,0,14011,三昧真火,,,,,,,,,,,,,,
14012,1;2;3;4;5;6;7;8;9;11;12;13;14,1,40,9,0,1,0,14010,流星雨,,,,,,,,,,,,,,
14013,1;2;3;4;5;6;7;8;9;11;12;13;14,1,40,15,0,1,0,14012,火影,,,,,,,,,,,,,,
14014,1;2;3;4;5;6;7;8;9;11;12;13;14,1,40,15,0,1,0,14013,熔核术,,,,,,,,,,,,,,
14015,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,40,12,0,1,0,10004,金身,,,,,,,,,,,,,,
14016,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,40,12,0,1,0,10005,冰霜冲击,,,,,,,,,,,,,,
14017,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,40,12,0,1,0,10021,法术护盾,,,,,,,,,,,,,,
14018,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,40,18,0,1,0,10035,羽化,,,,,,,,,,,,,,
14019,1;2;3;4;5;6;7;8;9;10;11;12;13,1,40,18,0,1,0,10009,治愈,,,,,,,,,,,,,,
14020,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,40,18,0,1,0,10034,毁墙,,,,,,,,,,,,,,
14021,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,40,1,0,0,0,14014;14015;14016;14017,红袍女天赋效果,,0,,,,,,,,,,,,
14022,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,40,1,0,0,0,14018,,,,,,,,,,,,,,,
14101,1;2;3;4;5;6;7;8;9;11;12;13;14,1,41,6,0,1,0,14105,大招,,,,,,,,,,,,,,
14201,1;2;3;4;5;6;7;8;9;11;12;13;14,1,42,6,0,1,0,14206;14207,大招,,,,,,,,,,,,,,
8,1;2;3;4;5;6;7;8;9;11;12;13;14,1,3,1,0,0,0,8,,,0,,,,,,,,,,,,
9,1;2;3;4;5;6;7;8;9;11;12;13;14,1,3,1,0,0,0,9,,,0,,,,,,,,,,,,
10,1;2;3;4;5;6;7;8;9;11;12;13;14,1,3,1,0,0,0,10,,,0,,,,,,,,,,,,
11,1;2;3;4;5;6;7;8;9;11;12;13;14,1,3,1,0,0,0,11,,,0,,,,,,,,,,,,
12,1;2;3;4;5;6;7;8;9;11;12;13;14,1,3,1,0,0,0,12,,,0,,,,,,,,,,,,
13,1;2;3;4;5;6;7;8;9;11;12;13;14,1,3,1,0,0,0,13,,,0,,,,,,,,,,,,
14,1;2;3;4;5;6;7;8;9;11;12;13;14,1,3,1,0,0,0,14,,,0,,,,,,,,,,,,
22,1;2;3;4;5;6;7;8;9;11;12;13;14,1,1,1,0,0,0,22,,,0,,,,,,,,,,,,
23,1;2;3;4;5;6;7;8;9;11;12;13;14,1,1,1,0,0,0,23,,,0,,,,,,,,,,,,
24,1;2;3;4;5;6;7;8;9;11;12;13;14,1,1,1,0,0,0,24,,,0,,,,,,,,,,,,
25,1;2;3;4;5;6;7;8;9;11;12;13;14,1,1,1,0,0,0,25,,,0,,,,,,,,,,,,
26,1;2;3;4;5;6;7;8;9;11;12;13;14,1,1,1,0,0,0,26,,,0,,,,,,,,,,,,
28,1;2;3;4;5;6;7;8;9;11;12;13;14,1,6,1,0,0,0,28,,,0,,,,,,,,,,,,
29,1;2;3;4;5;6;7;8;9;11;12;13;14,1,6,1,0,0,0,29,,,0,,,,,,,,,,,,
30,1;2;3;4;5;6;7;8;9;11;12;13;14,1,6,1,0,0,0,30,,,0,,,,,,,,,,,,
31,1;2;3;4;5;6;7;8;9;11;12;13;14,1,6,1,0,0,0,65,,,0,,,,,,,,,,,,
35,1;2;3;4;5;6;7;8;9;11;12;13;14,1,6,1,0,0,0,31,,,0,,,,,,,,,,,,
36,1;2;3;4;5;6;7;8;9;11;12;13;14,1,6,1,0,0,0,32,,,0,,,,,,,,,,,,
37,1;2;3;4;5;6;7;8;9;11;12;13;14,1,6,1,0,0,0,33,,,0,,,,,,,,,,,,
38,1;2;3;4;5;6;7;8;9;11;12;13;14,1,6,1,0,0,0,34,,,0,,,,,,,,,,,,
40,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,46,翅膀,,0,,,,,,,,,,,,
43,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,49,,,0,,,,,,,,,,,,
44,1;2;3;4;5;6;7;8;9;11;12;13;14,1,5,1,0,0,0,50,,,0,,,,,,,,,,,,
45,1;2;3;4;5;6;7;8;9;11;12;13;14,1,5,1,0,0,0,51,,,0,,,,,,,,,,,,
46,1;2;3;4;5;6;7;8;9;11;12;13;14,1,5,1,0,0,0,52,,,0,,,,,,,,,,,,
47,1;2;3;4;5;6;7;8;9;11;12;13;14,1,5,1,0,0,0,53,巨盾被动,,0,,,,,,,,,,,,
48,1;2;3;4;5;6;7;8;9;11;12;13;14,1,5,1,0,0,0,54,,,0,,,,,,,,,,,,
49,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,0,1,0,0,0,55,,,0,,,,,,,,,,,,
50,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,0,1,0,0,0,56,,,0,,,,,,,,,,,,
51,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,0,1,0,0,0,57,,,0,,,,,,,,,,,,
52,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,0,1,0,0,0,58,,,0,,,,,,,,,,,,
53,1;2;3;4;5;6;7;8;9;11;12;13;14,1,5,1,0,0,0,59,,,0,,,,,,,,,,,,
54,1;2;3;4;5;6;7;8;9;11;12;13;14,1,5,1,0,0,0,60,,,0,,,,,,,,,,,,
55,1;2;3;4;5;6;7;8;9;11;12;13;14,1,5,1,0,0,0,61,,,0,,,,,,,,,,,,
56,1;2;3;4;5;6;7;8;9;11;12;13;14,1,5,1,0,0,0,62,,,0,,,,,,,,,,,,
129,1;2;3;4;5;6;7;8;9;11;12;13;14,1,5,1,0,0,0,63,0,,0,,,,,,,,,,,,
147,1;2;3;4;5;6;7;8;9;11;12;13;14,1,2,1,0,0,0,132,英雄2技能,,0,,,,,,,,,,,,
148,1;2;3;4;5;6;7;8;9;10;11;12,1,2,1,0,0,0,133,英雄2技能,,0,,,,,,,,,,,,
149,1;2;3;4;5;6;7;8;9;11;12;13;14,1,2,1,0,0,0,134,英雄2技能,,0,,,,,,,,,,,,
150,1;2;3;4;5;6;7;8;9;11;12;13;14,1,2,1,0,0,0,135,英雄2技能,,0,,,,,,,,,,,,
151,1;2;3;4;5;6;7;8;9;11;12;13;14,1,2,1,0,0,0,136,英雄2技能,,0,,,,,,,,,,,,
152,1;2;3;4;5;6;7;8;9;11;12;13;14,1,2,1,0,0,0,137,英雄2技能,,0,,,,,,,,,,,,
153,1;2;3;4;5;6;7;8;9;11;12;13;14,1,2,1,0,0,0,138,英雄2技能,,0,,,,,,,,,,,,
154,1;2;3;4;5;6;7;8;9;11;12;13;14,1,2,1,0,0,0,139,英雄2技能,,0,,,,,,,,,,,,
155,1;2;3;4;5;6;7;8;9;11;12;13;14,1,2,1,0,0,0,140,英雄2技能,,0,,,,,,,,,,,,
156,1;2;3;4;5;6;7;8;9;11;12;13;14,1,2,1,0,0,0,141,英雄2技能,,0,,,,,,,,,,,,
157,1;2;3;4;5;6;7;8;9;11;12;13;14,1,2,1,0,0,0,142,英雄2技能,,0,,,,,,,,,,,,
158,1;2;3;4;5;6;7;8;9;11;12;13;14,1,2,1,0,1,0,143,英雄2技能,,0,,,,,,,,,,,,
160,1;2;3;4;5;6;7;8;9;11;12;13;14,1,3,1,0,0,0,145,英雄3技能,,0,,,,,,,,,,,,
161,1;2;3;4;5;6;7;8;9;11;12;13;14,1,3,1,0,0,0,146,英雄3技能,,0,,,,,,,,,,,,
162,1;2;3;4;5;6;7;8;9;11;12;13;14,1,3,1,0,0,0,147,英雄3技能,,0,,,,,,,,,,,,
163,1;2;3;4;5;6;7;8;9;11;12;13;14,1,3,1,0,0,0,148,英雄3技能,,0,,,,,,,,,,,,
164,1;2;3;4;5;6;7;8;9;11;12;13;14,1,3,1,0,0,0,149,英雄3技能,,0,,,,,,,,,,,,
165,1;2;3;4;5;6;7;8;9;11;12;13;14,1,3,1,0,0,0,150,英雄3技能,,0,,,,,,,,,,,,
166,1;2;3;4;5;6;7;8;9;11;12;13;14,1,3,1,0,0,0,151,英雄3技能,,0,,,,,,,,,,,,
167,1;2;3;4;5;6;7;8;9;11;12;13;14,1,3,1,0,0,0,152,英雄3技能,,0,,,,,,,,,,,,
168,1;2;3;4;5;6;7;8;9;11;12;13;14,1,3,1,0,0,0,153,英雄3技能,,0,,,,,,,,,,,,
169,1;2;3;4;5;6;7;8;9;11;12;13;14,1,3,1,0,0,0,154,英雄3技能,,0,,,,,,,,,,,,
170,1;2;3;4;5;6;7;8;9;11;12;13;14,1,3,1,0,0,0,155,英雄3技能,,0,,,,,,,,,,,,
171,1;2;3;4;5;6;7;8;9;11;12;13;14,1,3,1,0,0,0,156,英雄3技能,,0,,,,,,,,,,,,
172,1;2;3;4;5;6;7;8;9;11;12;13;14,1,3,1,0,0,0,157,英雄3技能,,0,,,,,,,,,,,,
173,1;2;3;4;5;6;7;8;9;11;12;13;14,1,3,1,0,0,0,158,英雄3技能,,0,,,,,,,,,,,,
174,1;2;3;4;5;6;7;8;9;11;12;13;14,1,3,1,0,0,0,159,英雄3技能,,0,,,,,,,,,,,,
180,1;2;3;4;5;6;7;8;9;11;12;13;14,1,9,1,0,0,0,165,魔山技能,,0,,,,,,,,,,,,
181,1;2;3;4;5;6;7;8;9;11;12;13;14,1,9,1,0,0,0,166,魔山技能,,0,,,,,,,,,,,,
182,1;2;3;4;5;6;7;8;9;11;12;13;14,1,9,1,0,0,0,167,魔山技能,,0,,,,,,,,,,,,
183,1;2;3;4;5;6;7;8;9;11;12;13;14,1,9,1,0,0,0,168,魔山技能,,0,,,,,,,,,,,,
184,1;2;3;4;5;6;7;8;9;11;12;13;14,1,9,1,0,0,0,169,魔山技能,,0,,,,,,,,,,,,
185,1;2;3;4;5;6;7;8;9;11;12;13;14,1,9,1,0,0,0,170,魔山技能,,0,,,,,,,,,,,,
188,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,0,1,0,0,0,173,通用翻滚,,每4秒回5点,,,,,,,,,,,,
189,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,0,1,0,0,0,174,体力恢复,,0,,,,,,,,,,,,
191,1;2;3;4;5;6;7;8;9;11;12;13;14,1,4,1,0,0,0,176,,,0,,,,,,,,,,,,
192,1;2;3;4;5;6;7;8;9;11;12;13;14,1,6,1,0,0,0,177,,,0,,,,,,,,,,,,
193,1;2;3;4;5;6;7;8;9;11;12;13;14,1,5,1,0,0,0,178,,,0,,,,,,,,,,,,
194,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,2,1,0,0,0,77,耶哥蕊特,,0,,,,,,,,,,,,
195,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,2,1,0,0,0,78,耶哥蕊特,,0,,,,,,,,,,,,
196,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,2,1,0,0,0,79,耶哥蕊特,,0,,,,,,,,,,,,
197,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,2,1,0,0,0,80,耶哥蕊特,,0,,,,,,,,,,,,
198,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,2,1,0,0,0,81,耶哥蕊特,,0,,,,,,,,,,,,
199,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,2,1,0,0,0,82,耶哥蕊特,,0,,,,,,,,,,,,
199,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,2,1,0,0,0,82,耶哥蕊特,,0,,,,,,,,,,,,
200,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,0,1,0,0,0,179,装备技能1,,0,,,,,,,,,,,,
201,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,0,1,0,0,0,180,装备技能2,,0,,,,,,,,,,,,
202,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,0,1,0,0,0,181,装备技能3,,0,,,,,,,,,,,,
203,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,0,1,0,0,0,182,装备技能4,,0,,,,,,,,,,,,
204,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,0,1,0,0,0,183,装备技能5,,0,,,,,,,,,,,,
205,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,2,1,0,0,0,83,耶哥蕊特连击2,,0,,,,,,,,,,,,
206,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,2,1,0,0,0,84,耶哥蕊特连击3,,0,,,,,,,,,,,,
207,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,3,1,0,0,0,184,红袍女普通1,,0,,,,,,,,,,,,
208,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,3,1,0,0,0,185,红袍女普通2,,0,,,,,,,,,,,,
209,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,3,1,0,0,0,186,红袍女普通3,,0,,,,,,,,,,,,
210,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,3,1,0,0,0,187,红袍女普通4,,0,,,,,,,,,,,,
211,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,0,1,0,0,0,271,正义荣耀,,0,,,,,,,,,,,,
212,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,0,1,0,0,0,272,冰脉护手,,0,,,,,,,,,,,,
213,1;2;3;4;5;6;7;8;9;11;12;13;14,1,9,1,0,0,0,273,嗜血猎杀,,0,,,,,,,,,,,,
214,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,274,圣物之盾,,购买装备,,,,,,,,,,,,
215,1;2;3;4;5;6;7;8;9;11;12;13;14,,0,1,0,0,0,275,购买装备,,0,,,,,,,,,,,,
216,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,276,九头蛇,,0,,,,,,,,,,,,
217,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,277,猛禽斗篷,,0,,,,,,,,,,,,
218,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,278,山岳之容2,,0,,,,,,,,,,,,
219,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,279,巫妖之祸,,,,,,,,,,,,,,
220,1;2;3;4;5;6;7;8;9;11;12;13;14,1,9,1,0,0,0,188,魔山捅人1级,,,,,,,,,,,,,,
221,1;2;3;4;5;6;7;8;9;11;12;13;14,1,9,1,0,0,0,189,魔山捅人2级,,,,,,,,,,,,,,
222,1;2;3;4;5;6;7;8;9;11;12;13;14,1,9,1,0,0,0,190,魔山捅人3级,,,,,,,,,,,,,,
223,1;2;3;4;5;6;7;8;9;11;12;13;14,1,9,1,0,0,0,191,魔山捅人4级,,,,,,,,,,,,,,
224,1;2;3;4;5;6;7;8;9;11;12;13;14,1,9,1,0,0,0,192,魔山捅人5级,,0,,,,,,,,,,,,
225,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,280,水晶瓶,,,,,,,,,,,,,,
226,1;2;3;4;5;6;7;8;9;11;12;13;14,1,9,1,0,0,0,193,魔山反击1级,,,,,,,,,,,,,,
227,1;2;3;4;5;6;7;8;9;11;12;13;14,1,9,1,0,0,0,194,魔山反击2级,,,,,,,,,,,,,,
228,1;2;3;4;5;6;7;8;9;11;12;13;14,1,9,1,0,0,0,195,魔山反击3级,,,,,,,,,,,,,,
229,1;2;3;4;5;6;7;8;9;11;12;13;14,1,9,1,0,0,0,196,魔山反击4级,,0,,,,,,,,,,,,
230,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,281,卢登,,0,,,,,,,,,,,,
233,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,3,1,0,0,0,519;520;521;522;523;529;530,红袍女天赋效果,,0,,,,,,,,,,,,
234,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,3,1,0,0,0,285,红袍女技能,,0,,,,,,,,,,,,
235,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,3,6,0,0,0,286,红袍女技能,,0,,,,,,,,,,,,
236,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,3,11,0,0,0,287,红袍女技能,,0,,,,,,,,,,,,
238,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,2,1,0,0,0,86,耶哥蕊特天赋技能,,0,,,,,,,,,,,,
239,1;2;3;4;5;6;7;8;9;11;12;13;14,1,7,1,0,0,0,288,小恶魔技能,,0,,,,,,,,,,,,
240,1;2;3;4;5;6;7;8;9;11;12;13;14,1,7,1,0,0,0,289,小恶魔技能,,,,,,,,,,,,,,
241,1;2;3;4;5;6;7;8;9;11;12;13;14,1,7,1,0,0,0,290,小恶魔技能,,,,,,,,,,,,,,
242,1;2;3;4;5;6;7;8;9;11;12;13;14,1,8,1,0,0,0,291,卓格普攻,,,,,,,,,,,,,,
243,1;2;3;4;5;6;7;8;9;11;12;13;14,1,8,1,0,0,0,292,卓格普攻,,,,,,,,,,,,,,
244,1;2;3;4;5;6;7;8;9;11;12;13;14,1,8,1,0,0,0,293,卓格普攻,,,,,,,,,,,,,,
245,1;2;3;4;5;6;7;8;9;11;12;13;14,1,8,1,0,0,0,294,卓格普攻,,,,,,,,,,,,,,
246,1;2;3;4;5;6;7;8;9;11;12;13;14,1,8,1,0,0,0,295,卓格冲锋,,,,,,,,,,,,,,
248,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,297,圣物之盾2,,,,,,,,,,,,,,
249,1;2;3;4;5;6;7;8;9;11;12;13;14,1,7,1,0,0,0,298,小恶魔天赋,,,,,,,,,,,,,,
250,1;2;3;4;5;6;7;8;9;11;12;13;14,1,9,1,0,0,0,197,魔山反击5级,,,,,,,,,,,,,,
251,1;2;3;4;5;6;7;8;9;11;12;13;14,1,8,1,0,0,0,299,卓格冲锋,,,,,,,,,,,,,,
252,1;2;3;4;5;6;7;8;9;11;12;13;14,1,8,1,0,0,0,300,卓格冲锋,,,,,,,,,,,,,,
253,1;2;3;4;5;6;7;8;9;11;12;13;14,1,8,1,0,0,0,301,卓格冲锋,,,,,,,,,,,,,,
254,1;2;3;4;5;6;7;8;9;11;12;13;14,1,8,1,0,0,0,302,卓格冲锋,,,,,,,,,,,,,,
255,1;2;3;4;5;6;7;8;9;11;12;13;14,1,7,1,0,0,0,303,小恶魔跳跃攻击,,,,,,,,,,,,,,
256,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,3,1,0,0,0,304,红袍女跳跃攻击,,,,,,,,,,,,,,
257,1;2;3;4;5;6;7;8;9;11;12;13;14,1,7,1,0,0,0,305,小恶魔天赋,,,,,,,,,,,,,,
258,1;2;3;4;5;6;7;8;9;11;12;13;14,1,7,1,0,0,0,306,小恶魔天赋技能,,0,,,,,,,,,,,,
259,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,307,眼,,,,,,,,,,,,,,
260,1;2;3;4;5;6;7;8;9;11;12;13;14,1,8,1,0,0,0,308,卓格天赋,,0,,,,,,,,,,,,
261,1;2;3;4;5;6;7;8;9;11;12;13;14,1,0,1,0,0,0,309,卢安娜的飓风,,0,,,,,,,,,,,,
